LB_NOM,Leaf,AccSpeciesID,CD_REF,FAMILLE,harvested
Lonicera japonica,simple,34141,106571,Caprifoliaceae,0
Luzula multiflora,simple,34502,106842,Juncaceae,0
Lychnis coronaria,simple,34524,106910,Caryophyllaceae,0
Lysimachia tenella,simple,NA,107085,Primulaceae,0
Lythrum virgatum,simple,34678,107126,Lythraceae,0
Medicago littoralis,compound,35824,107647,Fabaceae,0
Medicago marina,compound,35826,107654,Fabaceae,0
Medicago orbicularis,compound,35832,107677,Fabaceae,0
Medicago polyceratia,compound,90181,107688,Fabaceae,0
Melica ciliata,simple,36062,107851,Poaceae,0
Mercurialis tomentosa,simple,90395,108367,Euphorbiaceae,0
Milium effusum,simple,36750,108537,Poaceae,0
Minuartia recurva,simple,36913,108612,Caryophyllaceae,0
Moehringia muscosa,simple,37010,108686,Caryophyllaceae,0
Montia fontana,simple,37208,108785,Montiaceae,0
Mutellina adonidifolia,compound,NA,610917,Apiaceae,0
Myagrum perfoliatum,simple,37477,108948,Brassicaceae,0
Myosotis discolor,simple,37499,109019,Boraginaceae,0
Myosotis laxa,simple,37500,109042,Boraginaceae,0
Myriophyllum aquaticum,compound,37610,109141,Haloragaceae,0
Neotinea tridentata,simple,243838,162206,Orchidaceae,0
Nepeta nuda,simple,38048,109534,Lamiaceae,0
Nicandra physalodes,simple,38185,109600,Solanaceae,0
Noccaea alpestris,simple,440607,109665,Brassicaceae,0
Nymphoides peltata,simple,38398,109769,Menyanthaceae,0
Odontites luteus,simple,38637,109838,Orobanchaceae,0
Oenanthe crocata,compound,38665,109864,Apiaceae,0
Olea europaea,simple,38823,110002,Oleaceae,0
Ononis minutissima,compound,38987,110205,Fabaceae,0
Ononis pusilla,compound,38991,110221,Fabaceae,0
Ononis striata,compound,70007,110237,Fabaceae,0
Onosma arenaria,simple,39012,110290,Boraginaceae,0
Ophioglossum vulgatum,simple,39048,110313,Ophioglossaceae,0
Orchis militaris,simple,39153,110920,Orchidaceae,0
Oreochloa disticha,simple,39181,111233,Poaceae,0
Orlaya platycarpos,compound,442666,111301,Apiaceae,0
Ornithopus perpusillus,compound,39289,111419,Fabaceae,0
Oryza sativa,simple,39381,111793,Poaceae,0
Oxalis corniculata,compound,39576,111876,Oxalidaceae,0
Pancratium maritimum,simple,39903,112070,Amaryllidaceae,0
Panicum virgatum,simple,40121,112259,Poaceae,0
Paronychia arabica,simple,92555,112428,Caryophyllaceae,0
Paronychia argentea,simple,40390,112429,Caryophyllaceae,0
Paronychia capitata,simple,40392,112431,Caryophyllaceae,0
Pedicularis gyroflexa,compound,40695,997256,Orobanchaceae,0
Pedicularis kerneri,compound,64717,112584,Orobanchaceae,0
Pedicularis tuberosa,compound,40713,112602,Orobanchaceae,0
Persicaria amphibia,simple,41183,112727,Polygonaceae,0
Petasites albus,simple,41260,112778,Asteraceae,0
Petrocallis pyrenaica,simple,41282,112803,Brassicaceae,0
Phagnalon saxatile,simple,41414,112935,Asteraceae,0
Phegopteris connectilis,compound,41470,113079,Thelypteridaceae,0
Philadelphus coronarius,simple,41481,113134,Hydrangeaceae,0
Phleum phleoides,simple,41548,113219,Poaceae,0
Phlomis lychnitis,simple,41561,113243,Lamiaceae,0
Phyla nodiflora,simple,41673,113294,Verbenaceae,0
Physostegia virginiana,simple,41870,1032086,Lamiaceae,0
Phyteuma spicatum,simple,41893,113407,Campanulaceae,0
Pilularia globulifera,simple,42021,113547,Marsileaceae,0
Pinguicula alpina,simple,42087,113609,Lentibulariaceae,0
Pinguicula vulgaris,simple,42090,113639,Lentibulariaceae,0
Pinus brutia,simple,42101,162292,Pinaceae,0
Pittosporum undulatum,simple,42441,113786,Pittosporaceae,0
Plantago argentea,simple,42511,113810,Plantaginaceae,0
Platanthera chlorantha,simple,42575,114012,Orchidaceae,0
Platycladus orientalis,simple,42606,114037,Cupressaceae,0
Poa chaixii,simple,42818,114153,Poaceae,0
Poa trivialis,simple,42893,114416,Poaceae,0
Polygala amarella,simple,43114,114526,Polygalaceae,0
Polygala serpyllifolia,simple,43176,114589,Polygalaceae,0
Polygonum maritimum,simple,43255,114779,Polygonaceae,0
Pontederia cordata,simple,43476,115096,Pontederiaceae,0
Potamogeton berchtoldii,simple,43599,115233,Potamogetonaceae,0
Potamogeton crispus,simple,43603,115245,Potamogetonaceae,0
Potamogeton polygonifolius,simple,43621,115301,Potamogetonaceae,0
Potentilla aurea,compound,43642,115414,Rosaceae,0
Potentilla caulescens,compound,43648,115431,Rosaceae,0
Potentilla intermedia,compound,43683,115530,Rosaceae,0
Potentilla norvegica,compound,43700,115575,Rosaceae,0
Prospero autumnale,simple,254981,115975,Asparagaceae,0
Prunella grandiflora,simple,44285,1030499,Lamiaceae,0
Prunella laciniata,simple,44287,115998,Lamiaceae,0
Prunus persica,simple,44392,116112,Rosaceae,0
Pseudorchis albida,simple,44553,116206,Orchidaceae,0
Pyrola media,simple,45186,116542,Ericaceae,0
Pyrus spinosa,simple,45258,116610,Rosaceae,0
Quercus coccifera,simple,45348,116672,Fagaceae,0
Quercus rubra,simple,45473,116762,Fagaceae,0
Ranunculus aconitifolius,compound,45586,116902,Ranunculaceae,0
Ranunculus breyninus,compound,45611,116948,Ranunculaceae,0
Ranunculus flammula,simple,45634,117025,Ranunculaceae,0
Ranunculus fluitans,compound,45635,117027,Ranunculaceae,0
Ranunculus lateriflorus,simple,45661,117090,Ranunculaceae,0
Ranunculus platanifolius,compound,45715,117174,Ranunculaceae,0
Rapistrum rugosum,simple,45813,117393,Brassicaceae,0
Reichardia picroides,simple,45882,117426,Asteraceae,0
Reseda lutea,compound,45914,117458,Resedaceae,0
Rhamnus alaternus,simple,45976,117526,Rhamnaceae,0
Rhaponticum centauroides,simple,375331,717862,Asteraceae,0
Ribes nigrum,simple,46517,117766,Grossulariaceae,0
Rorippa amphibia,simple,46693,117933,Brassicaceae,0
Rorippa sylvestris,simple,46713,117951,Brassicaceae,0
Rosa agrestis,compound,46716,117986,Rosaceae,0
Rosa multiflora,compound,46762,118353,Rosaceae,0
Rostraria cristata,simple,46815,118872,Poaceae,0
Rubus caesius,compound,46948,118993,Rosaceae,0
Rubus saxatilis,compound,47326,119318,Rosaceae,0
Rumex longifolius,simple,47488,119525,Polygonaceae,0
Ruppia maritima,simple,47527,119691,Ruppiaceae,0
Ruta angustifolia,compound,47568,119707,Rutaceae,0
Sabulina tenuifolia,simple,451564,119753,Caryophyllaceae,0
Sabulina verna,simple,451567,119754,Caryophyllaceae,0
Sagina apetala,simple,47695,119780,Caryophyllaceae,0
Sagina procumbens,simple,47706,119818,Caryophyllaceae,0
Sagittaria graminea,simple,96466,119850,Alismataceae,0
Salix aurita,simple,47791,119952,Salicaceae,0
Salvia verbenaca,simple,48185,120700,Lamiaceae,0
Salvinia natans,simple,48192,120709,Salviniaceae,0
Saussurea alpina,simple,48547,120949,Asteraceae,0
Saxifraga androsacea,simple,48581,120973,Saxifragaceae,0
Saxifraga cotyledon,simple,48595,121024,Saxifragaceae,0
Saxifraga tridactylites,simple,48631,121201,Saxifragaceae,0
Scandix stellata,compound,71280,121455,Apiaceae,0
Scolymus hispanicus,compound,49193,121901,Asteraceae,0
Scrophularia canina,compound,49226,122003,Scrophulariaceae,0
Secale cereale,simple,49321,122085,Poaceae,0
Sedum alpestre,simple,49364,122107,Crassulaceae,0
Sedum sexangulare,simple,49399,122256,Crassulaceae,0
Selaginella selaginoides,simple,49434,122308,Selaginellaceae,0
Senecio leucanthemifolius,simple,97498,122650,Asteraceae,0
Senecio vernalis,simple,49636,122740,Asteraceae,0
Sesleria caerulea,simple,49838,123071,Poaceae,0
Sesleria ovata,simple,49840,123082,Poaceae,0
Setaria faberi,simple,49858,123111,Poaceae,0
Setaria italica,simple,49872,123122,Poaceae,0
Setaria parviflora,simple,49889,123138,Poaceae,0
Sideritis hirsuta,simple,50122,123249,Lamiaceae,0
Silaum silaus,compound,50169,123367,Apiaceae,0
Silene colorata,simple,50197,123445,Caryophyllaceae,0
Silene italica,simple,50234,123512,Caryophyllaceae,0
Sison amomum,compound,50408,123773,Apiaceae,0
Smyrnium olusatrum,compound,50600,124003,Apiaceae,0
Sonchus palustris,simple,50930,124264,Asteraceae,0
Sparganium angustifolium,simple,51202,124405,Typhaceae,0
Spergula morisonii,simple,51246,124517,Caryophyllaceae,0
Spiraea japonica,simple,51387,124646,Rosaceae,0
Stellaria alsine,simple,51617,124967,Caryophyllaceae,0
Stellaria palustris,simple,51640,125024,Caryophyllaceae,0
Symphyotrichum novae-angliae,simple,71836,125331,Asteraceae,0
Symphyotrichum novi-belgii,simple,64917,448412,Asteraceae,0
Symphytum tuberosum,simple,52532,125364,Boraginaceae,0
Tanacetum corymbosum,compound,53011,125460,Asteraceae,0
Teucrium flavum,simple,53957,125994,Lamiaceae,0
Thalictrum aquilegiifolium,compound,53981,126078,Ranunculaceae,0
Thesium pyrenaicum,simple,54127,126310,Thesiaceae,0
Tofieldia pusilla,simple,54448,126806,Tofieldiaceae,0
Tolpis staticifolia,simple,54453,126821,Asteraceae,0
Toxicodendron radicans,compound,54547,126914,Anacardiaceae,0
Trachycarpus fortunei,simple,54567,126933,Arecaceae,0
Tragopogon dubius,simple,54636,127005,Asteraceae,0
Trifolium fragiferum,compound,54948,127314,Fabaceae,0
Trifolium hybridum,compound,54956,127337,Fabaceae,0
Trifolium medium,compound,54965,127382,Fabaceae,0
Trifolium montanum,compound,54974,127395,Fabaceae,0
Triglochin palustris,simple,55036,127547,Juncaginaceae,0
Trinia glauca,compound,55094,127595,Apiaceae,0
Tripleurospermum inodorum,compound,55128,127613,Asteraceae,0
Tripleurospermum maritimum,compound,55129,127614,Asteraceae,0
Triticum aestivum,simple,55224,127692,Poaceae,0
Ulmus laevis,simple,55457,128171,Ulmaceae,0
Urospermum picroides,simple,55584,128256,Asteraceae,0
Valeriana tripteris,compound,55791,128445,Caprifoliaceae,0
Vallisneria spiralis,simple,55812,128504,Hydrocharitaceae,0
Verbascum lychnitis,simple,55991,128602,Scrophulariaceae,0
Veronica agrestis,simple,56226,128786,Plantaginaceae,0
Veronica catenata,simple,56241,128829,Plantaginaceae,0
Veronica peregrina,simple,56267,128954,Plantaginaceae,0
Veronica persica,simple,56268,128956,Plantaginaceae,0
Veronica triloba,simple,460836,1003758,Plantaginaceae,0
Veronica triphyllos,simple,56282,129032,Plantaginaceae,0
Vicia cracca,compound,56356,129147,Fabaceae,0
Vicia narbonensis,compound,56382,129252,Fabaceae,0
Vicia pisiformis,compound,56393,129275,Fabaceae,0
Viola hirta,simple,56526,129586,Violaceae,0
Viola riviniana,simple,56568,129669,Violaceae,0
Vitis vulpina,simple,56747,129969,Vitaceae,0
Vulpia bromoides,simple,56829,129997,Poaceae,0
Xeranthemum cylindraceum,simple,57205,130515,Asteraceae,0
Zea mays,simple,57448,130621,Poaceae,0
Zygophyllum fabago,compound,57651,130691,Zygophyllaceae,0
Salicornia fruticosa,simple,NA,119883,Amaranthaceae,1
Salicornia perennis,simple,NA,119892,Amaranthaceae,1
Libanotis pyrenaica,compound,88418,610580,Apiaceae,0
Laserpitium siler,compound,32394,105092,Apiaceae,0
Bunium bulbocastanum,compound,8867,86983,Apiaceae,0
Picris hieracioides,simple,41971,113474,Asteraceae,0
Polystichum lonchitis,compound,43410,115061,Dryopteridaceae,0
Pedicularis pyrenaica,compound,92698,112591,Orobanchaceae,0
Anthyllis barba-jovis,compound,4061,82965,Fabaceae,0
Astragalus stella,compound,75852,84904,Fabaceae,0
Bituminaria bituminosa,compound,7475,86083,Fabaceae,0
Lotus dorycnium,compound,436240,106664,Fabaceae,0
Ononis variegata,simple,39000,110239,Fabaceae,0
Trifolium badium,compound,54929,127237,Fabaceae,0
Trifolium retusum,compound,55000,127458,Fabaceae,0
Vicia angustifolia,compound,56350,129109,Fabaceae,0
Ulex parviflorus,simple,55436,128127,Fabaceae,0
Medicago polymorpha,simple,35836,107689,Fabaceae,0
