"AccSpeciesName","AccSpeciesID","CD_REF","FAMILLE"
"Elodea canadensis",20186,95980,"Hydrocharitaceae"
"Elodea nuttallii",20187,95983,"Hydrocharitaceae"
"Elymus caninus",20243,95992,"Poaceae"
"Empetrum nigrum",20484,96069,"Ericaceae"
"Endressia pyrenaica",82393,96079,"Apiaceae"
"Ephedra altissima",20748,96098,"Ephedraceae"
"Ephedra distachya",20753,96101,"Ephedraceae"
"Ephedra major",20760,96106,"Ephedraceae"
"Epilobium alpestre",20796,96127,"Onagraceae"
"Epilobium alsinifolium",20797,96130,"Onagraceae"
"Epilobium anagallidifolium",20800,96134,"Onagraceae"
"Epilobium brachycarpum",20809,96143,"Onagraceae"
"Epilobium ciliatum",20816,96149,"Onagraceae"
"Epilobium collinum",20817,96150,"Onagraceae"
"Epilobium duriaei",82624,96165,"Onagraceae"
"Epilobium hirsutum",20845,96180,"Onagraceae"
"Epilobium lanceolatum",20854,96191,"Onagraceae"
"Epilobium montanum",20863,96208,"Onagraceae"
"Epilobium nutans",20870,96218,"Onagraceae"
"Epilobium obscurum",20871,96220,"Onagraceae"
"Epilobium palustre",20875,96226,"Onagraceae"
"Epilobium parviflorum",20877,96229,"Onagraceae"
"Epilobium roseum",20885,96251,"Onagraceae"
"Epilobium tetragonum",20893,96271,"Onagraceae"
"Epimedium alpinum",20898,96426,"Berberidaceae"
"Epipactis atrorubens",20906,96432,"Orchidaceae"
"Epipactis exilis",315978,521628,"Orchidaceae"
"Epipactis fageticola",315979,521629,"Orchidaceae"
"Epipactis helleborine",20911,96447,"Orchidaceae"
"Epipactis kleinii",315986,521630,"Orchidaceae"
"Epipactis leptochila",20912,96449,"Orchidaceae"
"Epipactis microphylla",20913,96454,"Orchidaceae"
"Epipactis muelleri",20914,96456,"Orchidaceae"
"Epipactis palustris",20915,96465,"Orchidaceae"
"Epipactis phyllanthes",20917,96468,"Orchidaceae"
"Epipactis placentina",315994,96469,"Orchidaceae"
"Epipactis purpurata",20918,96471,"Orchidaceae"
"Epipogium aphyllum",20923,96499,"Orchidaceae"
"Equisetum arvense",20927,96508,"Equisetaceae"
"Equisetum fluviatile",20929,96519,"Equisetaceae"
"Equisetum hyemale",20931,96523,"Equisetaceae"
"Equisetum palustre",20934,96534,"Equisetaceae"
"Equisetum ramosissimum",20936,96539,"Equisetaceae"
"Equisetum sylvaticum",20939,96545,"Equisetaceae"
"Equisetum telmateia",20940,96546,"Equisetaceae"
"Equisetum variegatum",20942,762284,"Equisetaceae"
"Eragrostis barrelieri",20995,96580,"Poaceae"
"Eragrostis cilianensis",21038,96585,"Poaceae"
"Eragrostis curvula",21058,96591,"Poaceae"
"Eragrostis mexicana",21188,96612,"Poaceae"
"Eragrostis minor",21194,96613,"Poaceae"
"Eragrostis multicaulis",21203,96614,"Poaceae"
"Eragrostis pectinacea",21234,96624,"Poaceae"
"Eragrostis pilosa",21249,96628,"Poaceae"
"Eragrostis tephrosanthos",21352,160623,"Poaceae"
"Eragrostis virescens",21383,96644,"Poaceae"
"Eranthis hyemalis",21394,96648,"Ranunculaceae"
"Erica arborea",21543,96659,"Ericaceae"
"Erica carnea",21551,96664,"Ericaceae"
"Erica ciliaris",21554,96665,"Ericaceae"
"Erica cinerea",21555,96667,"Ericaceae"
"Erica erigena",21562,96675,"Ericaceae"
"Erica lusitanica",21578,96679,"Ericaceae"
"Erica multiflora",21584,96683,"Ericaceae"
"Erica scoparia",21596,96691,"Ericaceae"
"Erica terminalis",21605,96694,"Ericaceae"
"Erica tetralix",21606,96695,"Ericaceae"
"Erica vagans",21609,96698,"Ericaceae"
"Erigeron acris",21625,611688,"Asteraceae"
"Erigeron alpinus",21626,96736,"Asteraceae"
"Erigeron annuus",21627,96739,"Asteraceae"
"Erigeron atticus",21628,96742,"Asteraceae"
"Erigeron blakei",224470,96745,"Asteraceae"
"Erigeron bonariensis",21633,96746,"Asteraceae"
"Erigeron canadensis",21638,96749,"Asteraceae"
"Erigeron floribundus",21648,611690,"Asteraceae"
"Erigeron karvinskianus",21656,96775,"Asteraceae"
"Erigeron neglectus",21660,96790,"Asteraceae"
"Erigeron paolii",82754,96793,"Asteraceae"
"Erigeron schleicheri",224581,96805,"Asteraceae"
"Erigeron sumatrensis",21674,96814,"Asteraceae"
"Erigeron uniflorus",21675,96816,"Asteraceae"
"Erinacea anthyllis",21677,96829,"Fabaceae"
"Erinus alpinus",21680,96834,"Plantaginaceae"
"Eriobotrya japonica",21686,96836,"Rosaceae"
"Eriophorum angustifolium",21805,96844,"Cyperaceae"
"Eriophorum gracile",21809,96851,"Cyperaceae"
"Eriophorum latifolium",21810,96852,"Cyperaceae"
"Eriophorum scheuchzeri",21813,96859,"Cyperaceae"
"Eriophorum vaginatum",21816,96861,"Cyperaceae"
"Eritrichium nanum",21893,96872,"Boraginaceae"
"Erodium acaule",82851,96876,"Geraniaceae"
"Erodium botrys",21897,96887,"Geraniaceae"
"Erodium chium",82853,96893,"Geraniaceae"
"Erodium ciconium",21899,96894,"Geraniaceae"
"Erodium cicutarium",21900,96895,"Geraniaceae"
"Erodium corsicum",82855,96897,"Geraniaceae"
"Erodium foetidum",82858,96902,"Geraniaceae"
"Erodium glandulosum",82859,96904,"Geraniaceae"
"Erodium laciniatum",67724,96911,"Geraniaceae"
"Erodium lebelii",21907,96912,"Geraniaceae"
"Erodium malacoides",21908,96919,"Geraniaceae"
"Erodium maritimum",21909,96923,"Geraniaceae"
"Erodium moschatum",21910,96925,"Geraniaceae"
"Erodium rodiei",82865,96939,"Geraniaceae"
"Erodium salzmannii",224958,96942,"Geraniaceae"
"Eruca vesicaria",21921,97041,"Brassicaceae"
"Erucastrum gallicum",21935,97064,"Brassicaceae"
"Erucastrum nasturtiifolium",21939,97072,"Brassicaceae"
"Erucastrum supinum",224972,717179,"Brassicaceae"
"Eryngium alpinum",21954,97133,"Apiaceae"
"Eryngium bourgatii",67730,97140,"Apiaceae"
"Eryngium campestre",21961,97141,"Apiaceae"
"Eryngium creticum",21963,611126,"Apiaceae"
"Eryngium maritimum",21972,97145,"Apiaceae"
"Eryngium planum",21978,611112,"Apiaceae"
"Eryngium pusillum",318028,97147,"Apiaceae"
"Eryngium spinalba",82887,97148,"Apiaceae"
"Eryngium tricuspidatum",21983,160399,"Apiaceae"
"Eryngium triquetrum",318041,611123,"Apiaceae"
"Eryngium viviparum",82888,97152,"Apiaceae"
"Erysimum cheiranthoides",21995,97183,"Brassicaceae"
"Erysimum duriaei",82894,97201,"Brassicaceae"
"Erysimum incanum",22014,97221,"Brassicaceae"
"Erysimum jugicola",225054,97222,"Brassicaceae"
"Erysimum nevadense",22024,159654,"Brassicaceae"
"Erysimum ochroleucum",82903,97234,"Brassicaceae"
"Erysimum odoratum",22025,97235,"Brassicaceae"
"Erysimum repandum",22031,97257,"Brassicaceae"
"Erysimum rhaeticum",82904,97258,"Brassicaceae"
"Erysimum virgatum",22040,97277,"Brassicaceae"
"Erythranthe guttata",225081,717180,"Phrymaceae"
"Erythranthe moschata",318092,717182,"Phrymaceae"
"Erythronium dens-canis",22124,97325,"Liliaceae"
"Escallonia rubra",67752,97341,"Escalloniaceae"
"Eschscholzia californica",22236,97346,"Papaveraceae"
"Eucalyptus camaldulensis",22391,97398,"Myrtaceae"
"Eucalyptus cinerea",22411,611733,"Myrtaceae"
"Eucalyptus delegatensis",22469,611735,"Myrtaceae"
"Eucalyptus robusta",22784,97409,"Myrtaceae"
"Eucalyptus sideroxylon",22811,453244,"Myrtaceae"
"Eucalyptus viminalis",22879,97411,"Myrtaceae"
"Eudianthe laeta",425956,97424,"Caryophyllaceae"
"Euonymus europaeus",23260,609982,"Celastraceae"
"Euonymus japonicus",23265,448138,"Celastraceae"
"Euonymus latifolius",23269,609983,"Celastraceae"
"Eupatorium cannabinum",23289,97434,"Asteraceae"
"Euphorbia aleppica",83189,97449,"Euphorbiaceae"
"Euphorbia amygdaloides",23331,97452,"Euphorbiaceae"
"Euphorbia angulata",83190,97454,"Euphorbiaceae"
"Euphorbia biumbellata",83197,97463,"Euphorbiaceae"
"Euphorbia chamaesyce",23367,97477,"Euphorbiaceae"
"Euphorbia characias",23368,97478,"Euphorbiaceae"
"Euphorbia corsica",83206,97482,"Euphorbiaceae"
"Euphorbia cuneifolia",83207,97486,"Euphorbiaceae"
"Euphorbia cyparissias",23387,97490,"Euphorbiaceae"
"Euphorbia davidii",226016,611146,"Euphorbiaceae"
"Euphorbia dendroides",23397,97492,"Euphorbiaceae"
"Euphorbia dulcis",23406,97502,"Euphorbiaceae"
"Euphorbia duvalii",83210,97504,"Euphorbiaceae"
"Euphorbia esula",23414,97508,"Euphorbiaceae"
"Euphorbia exigua",23415,97511,"Euphorbiaceae"
"Euphorbia falcata",23417,97513,"Euphorbiaceae"
"Euphorbia flavicoma",23421,97516,"Euphorbiaceae"
"Euphorbia gayi",83212,97522,"Euphorbiaceae"
"Euphorbia glyptosperma",23428,97527,"Euphorbiaceae"
"Euphorbia graminifolia",83214,97533,"Euphorbiaceae"
"Euphorbia helioscopia",23444,97537,"Euphorbiaceae"
"Euphorbia hirsuta",23451,97541,"Euphorbiaceae"
"Euphorbia humifusa",23456,97543,"Euphorbiaceae"
"Euphorbia hyberna",23458,97544,"Euphorbiaceae"
"Euphorbia illirica",226365,619438,"Euphorbiaceae"
"Euphorbia insularis",226389,97550,"Euphorbiaceae"
"Euphorbia lathyris",23476,97556,"Euphorbiaceae"
"Euphorbia maculata",23490,97571,"Euphorbiaceae"
"Euphorbia marginata",23494,97574,"Euphorbiaceae"
"Euphorbia nicaeensis",23518,97591,"Euphorbiaceae"
"Euphorbia nutans",23519,97594,"Euphorbiaceae"
"Euphorbia palustris",23527,97601,"Euphorbiaceae"
"Euphorbia paralias",23529,97604,"Euphorbiaceae"
"Euphorbia peplus",23536,97609,"Euphorbiaceae"
"Euphorbia pithyusa",83248,97615,"Euphorbiaceae"
"Euphorbia platyphyllos",23545,97616,"Euphorbiaceae"
"Euphorbia polygonifolia",23552,97619,"Euphorbiaceae"
"Euphorbia prostrata",23556,97623,"Euphorbiaceae"
"Euphorbia pterococca",83252,97630,"Euphorbiaceae"
"Euphorbia pyrenaica",83254,97635,"Euphorbiaceae"
"Euphorbia segetalis",23578,97659,"Euphorbiaceae"
"Euphorbia seguieriana",23579,97660,"Euphorbiaceae"
"Euphorbia serpens",23582,97666,"Euphorbiaceae"
"Euphorbia serrata",23584,97667,"Euphorbiaceae"
"Euphorbia spinosa",83269,97673,"Euphorbiaceae"
"Euphorbia stricta",23596,97676,"Euphorbiaceae"
"Euphorbia sulcata",83272,97680,"Euphorbiaceae"
"Euphorbia taurinensis",23600,97685,"Euphorbiaceae"
"Euphorbia terracina",23601,97687,"Euphorbiaceae"
"Euphrasia alpina",23638,97725,"Orobanchaceae"
"Euphrasia hirtella",23652,97759,"Orobanchaceae"
"Euphrasia micrantha",23655,97771,"Orobanchaceae"
"Euphrasia minima",23656,97772,"Orobanchaceae"
"Euphrasia nemorosa",23657,97776,"Orobanchaceae"
"Euphrasia officinalis",23658,97781,"Orobanchaceae"
"Euphrasia pectinata",23661,97784,"Orobanchaceae"
"Euphrasia salisburgensis",23668,97804,"Orobanchaceae"
"Euphrasia stricta",23670,97811,"Orobanchaceae"
"Euphrasia tetraquetra",23673,97817,"Orobanchaceae"
"Euthamia graminifolia",23772,97862,"Asteraceae"
"Exaculum pusillum",83370,97904,"Gentianaceae"
"Facchinia cerastiifolia",426363,1000392,"Caryophyllaceae"
"Fagopyrum esculentum",23874,97935,"Polygonaceae"
"Fagopyrum tataricum",23875,97940,"Polygonaceae"
"Fagus sylvatica",23906,97947,"Fagaceae"
"Falcaria vulgaris",23910,97956,"Apiaceae"
"Fallopia baldschuanica",23917,97961,"Polygonaceae"
"Fallopia convolvulus",23920,97962,"Polygonaceae"
"Fallopia dumetorum",23921,97963,"Polygonaceae"
"Fascicularia bicolor",67905,717758,"Bromeliaceae"
"Fedia graciliflora",24061,97994,"Caprifoliaceae"
"Ferula arrigonii",426454,98014,"Apiaceae"
"Ferula communis",24101,98020,"Apiaceae"
"Festuca acuminata",24114,98039,"Poaceae"
"Festuca alfrediana",24126,98048,"Poaceae"
"Festuca alpina",24129,98054,"Poaceae"
"Festuca amethystina",24134,98060,"Poaceae"
"Festuca armoricana",24148,98076,"Poaceae"
"Festuca arvernensis",24151,98079,"Poaceae"
"Festuca auquieri",24157,98086,"Poaceae"
"Festuca billyi",24171,98104,"Poaceae"
"Festuca breistrofferi",24179,98110,"Poaceae"
"Festuca burgundiana",24188,98120,"Poaceae"
"Festuca chasii",24221,98139,"Poaceae"
"Festuca cinerea",24232,98147,"Poaceae"
"Festuca cyrnea",24261,98172,"Poaceae"
"Festuca duvalii",24295,945050,"Poaceae"
"Festuca eskia",24310,98213,"Poaceae"
"Festuca fabrei",24314,98216,"Poaceae"
"Festuca filiformis",24317,98228,"Poaceae"
"Festuca flavescens",24320,98232,"Poaceae"
"Festuca gamisansii",24328,98244,"Poaceae"
"Festuca gautieri",24329,98246,"Poaceae"
"Festuca glacialis",24334,98252,"Poaceae"
"Festuca glauca",24335,98258,"Poaceae"
"Festuca halleri",24349,98272,"Poaceae"
"Festuca heteropachys",24362,98279,"Poaceae"
"Festuca heterophylla",24363,98280,"Poaceae"
"Festuca huonii",24375,98289,"Poaceae"
"Festuca inops",24389,611182,"Poaceae"
"Festuca intercedens",24390,98305,"Poaceae"
"Festuca juncifolia",24401,98312,"Poaceae"
"Festuca laevigata",24423,98319,"Poaceae"
"Festuca lahonderei",24424,98322,"Poaceae"
"Festuca lemanii",24431,98334,"Poaceae"
"Festuca longifolia",24443,98349,"Poaceae"
"Festuca marginata",24464,98358,"Poaceae"
"Festuca nigrescens",24486,98404,"Poaceae"
"Festuca occitanica",24498,98415,"Poaceae"
"Festuca ochroleuca",24499,98417,"Poaceae"
"Festuca ovina",24510,98425,"Poaceae"
"Festuca pallens",24513,98426,"Poaceae"
"Festuca patzkei",24531,98433,"Poaceae"
"Festuca prudhommei",24565,98467,"Poaceae"
"Festuca pyrenaica",24582,98485,"Poaceae"
"Festuca rivularis",24599,98506,"Poaceae"
"Festuca rubra",24604,98512,"Poaceae"
"Festuca rupicola",24606,98516,"Poaceae"
"Festuca sardoa",24611,98522,"Poaceae"
"Festuca scabriculmis",24615,98527,"Poaceae"
"Festuca trichophylla",24681,98586,"Poaceae"
"Festuca valesiaca",24701,98596,"Poaceae"
"Festuca vasconcensis",24705,98600,"Poaceae"
"Festuca violacea",24714,98607,"Poaceae"
"Fibigia clypeata",24740,98640,"Brassicaceae"
"Ficaria verna",83492,98651,"Ranunculaceae"
"Ficus carica",24783,98653,"Moraceae"
"Filago arvensis",24979,98669,"Asteraceae"
"Filago carpetana",228669,611763,"Asteraceae"
"Filago lutescens",24982,98687,"Asteraceae"
"Filago neglecta",24986,98694,"Asteraceae"
"Filago pygmaea",83550,98698,"Asteraceae"
"Filago pyramidata",24987,98699,"Asteraceae"
"Filago tyrrhenica",228671,98704,"Asteraceae"
"Filipendula ulmaria",24995,98717,"Rosaceae"
"Filipendula vulgaris",24996,98718,"Rosaceae"
"Fimbristylis bisumbellata",25003,98723,"Cyperaceae"
"Foeniculum vulgare",25139,98756,"Apiaceae"
"Fragaria moschata",25210,98830,"Rosaceae"
"Fragaria vesca",25213,98865,"Rosaceae"
"Fragaria viridis",25215,98868,"Rosaceae"
"Frangula alnus",25217,98887,"Rhamnaceae"
"Frankenia hirsuta",83670,98897,"Frankeniaceae"
"Frankenia laevis",25228,98900,"Frankeniaceae"
"Frankenia pulverulenta",25232,98903,"Frankeniaceae"
"Fraxinus angustifolia",25240,98910,"Oleaceae"
"Fraxinus excelsior",25247,98921,"Oleaceae"
"Fraxinus ornus",25258,98933,"Oleaceae"
"Fraxinus pennsylvanica",25263,98939,"Oleaceae"
"Fritillaria imperialis",25304,98970,"Liliaceae"
"Fritillaria involucrata",83748,98972,"Liliaceae"
"Fritillaria meleagris",25308,98977,"Liliaceae"
"Fritillaria montana",321619,98979,"Liliaceae"
"Fritillaria pyrenaica",83755,98985,"Liliaceae"
"Fritillaria tubiformis",229007,98988,"Liliaceae"
"Fuirena pubescens",67993,99011,"Cyperaceae"
"Fumana ericoides",25341,99016,"Cistaceae"
"Fumana juniperina",321788,99021,"Cistaceae"
"Fumana laevipes",25343,99022,"Cistaceae"
"Fumana laevis",321789,99023,"Cistaceae"
"Fumana procumbens",25345,99028,"Cistaceae"
"Fumana thymifolia",25348,99032,"Cistaceae"
"Fumaria barnolae",321792,99050,"Papaveraceae"
"Fumaria bastardii",25349,99051,"Papaveraceae"
"Fumaria bicolor",83799,99053,"Papaveraceae"
"Fumaria capreolata",25350,99062,"Papaveraceae"
"Fumaria densiflora",25351,99072,"Papaveraceae"
"Fumaria flabellata",321795,99077,"Papaveraceae"
"Fumaria kralikii",83800,99090,"Papaveraceae"
"Fumaria muralis",25353,99106,"Papaveraceae"
"Fumaria officinalis",25355,99108,"Papaveraceae"
"Fumaria parviflora",25356,99111,"Papaveraceae"
"Fumaria petteri",321800,99112,"Papaveraceae"
"Fumaria schleicheri",25360,99123,"Papaveraceae"
"Fumaria vaillantii",25361,99139,"Papaveraceae"
"Gagea bohemica",25377,99165,"Liliaceae"
"Gagea lacaitae",322009,99182,"Liliaceae"
"Gagea lusitanica",322015,717206,"Liliaceae"
"Gagea lutea",25381,99185,"Liliaceae"
"Gagea minima",25382,99187,"Liliaceae"
"Gagea polidorii",427189,160974,"Liliaceae"
"Gagea pomeranica",25384,99193,"Liliaceae"
"Gagea pratensis",25385,99194,"Liliaceae"
"Gagea reverchonii",322049,99198,"Liliaceae"
"Gagea serotina",229171,99202,"Liliaceae"
"Gagea soleirolii",322065,99205,"Liliaceae"
"Gagea spathacea",25387,99206,"Liliaceae"
"Gagea villosa",25389,99211,"Liliaceae"
"Galactites duriaei",322172,611241,"Asteraceae"
"Galanthus nivalis",25438,99233,"Amaryllidaceae"
"Galatella linosyris",229224,99244,"Asteraceae"
"Galatella sedifolia",83858,610594,"Asteraceae"
"Galega officinalis",25451,99260,"Fabaceae"
"Galega orientalis",25452,99261,"Fabaceae"
"Galeopsis bifida",25467,99277,"Lamiaceae"
"Galeopsis ladanum",25469,99305,"Lamiaceae"
"Galeopsis pyrenaica",83867,99324,"Lamiaceae"
"Galeopsis reuteri",83868,99326,"Lamiaceae"
"Galeopsis segetum",25471,99329,"Lamiaceae"
"Galeopsis speciosa",25472,99331,"Lamiaceae"
"Galeopsis tetrahit",25473,99334,"Lamiaceae"
"Galinsoga parviflora",25477,99358,"Asteraceae"
"Galinsoga quadriradiata",25478,99359,"Asteraceae"
"Galium album",25483,99366,"Rubiaceae"
"Galium anisophyllon",25485,99372,"Rubiaceae"
"Galium aparine",25487,99373,"Rubiaceae"
"Galium arenarium",83878,99376,"Rubiaceae"
"Galium aristatum",25488,99378,"Rubiaceae"
"Galium boreale",25495,99390,"Rubiaceae"
"Galium caprarium",229386,159916,"Rubiaceae"
"Galium cespitosum",83886,99396,"Rubiaceae"
"Galium cinereum",83887,99399,"Rubiaceae"
"Galium corsicum",68018,99407,"Rubiaceae"
"Galium debile",25508,99410,"Rubiaceae"
"Galium divaricatum",25509,99414,"Rubiaceae"
"Galium elongatum",25510,99418,"Rubiaceae"
"Galium estebanii",229460,717208,"Rubiaceae"
"Galium glaucum",25515,99429,"Rubiaceae"
"Galium laevigatum",25519,99453,"Rubiaceae"
"Galium lucidum",25522,99457,"Rubiaceae"
"Galium maritimum",83904,99461,"Rubiaceae"
"Galium megalospermum",25523,99465,"Rubiaceae"
"Galium minutulum",83905,99470,"Rubiaceae"
"Galium mollugo",25526,99473,"Rubiaceae"
"Galium murale",25528,99479,"Rubiaceae"
"Galium obliquum",25531,997255,"Rubiaceae"
"Galium odoratum",25533,99488,"Rubiaceae"
"Galium palustre",25535,99494,"Rubiaceae"
"Galium papillosum",229665,99495,"Rubiaceae"
"Galium parisiense",25536,99496,"Rubiaceae"
"Galium pseudohelveticum",83912,99507,"Rubiaceae"
"Galium pumilum",25541,99511,"Rubiaceae"
"Galium pusillum",25542,99513,"Rubiaceae"
"Galium pyrenaicum",83914,99514,"Rubiaceae"
"Galium rotundifolium",25545,99518,"Rubiaceae"
"Galium rubioides",25546,99521,"Rubiaceae"
"Galium saxatile",25548,99529,"Rubiaceae"
"Galium saxosum",83917,99530,"Rubiaceae"
"Galium scabrum",25550,99533,"Rubiaceae"
"Galium setaceum",25553,99541,"Rubiaceae"
"Galium spurium",25555,99549,"Rubiaceae"
"Galium sylvaticum",25560,99552,"Rubiaceae"
"Galium tendae",83920,99554,"Rubiaceae"
"Galium timeroyi",83921,99561,"Rubiaceae"
"Galium tricornutum",25566,99566,"Rubiaceae"
"Galium trifidum",25567,99567,"Rubiaceae"
"Galium triflorum",25568,159906,"Rubiaceae"
"Galium uliginosum",25569,99570,"Rubiaceae"
"Galium verrucosum",25572,99580,"Rubiaceae"
"Galium verticillatum",83922,99581,"Rubiaceae"
"Galium verum",25573,99582,"Rubiaceae"
"Gamochaeta americana",25592,99642,"Asteraceae"
"Gamochaeta antillana",427338,619555,"Asteraceae"
"Gastridium phleoides",25766,99665,"Poaceae"
"Gastridium ventricosum",25767,99668,"Poaceae"
"Gaudinia fragilis",25779,99683,"Poaceae"
"Gazania rigens",25837,99700,"Asteraceae"
"Genista aetnensis",25890,99716,"Fabaceae"
"Genista anglica",25891,99721,"Fabaceae"
"Genista ausetana",323020,99728,"Fabaceae"
"Genista cinerea",25896,99735,"Fabaceae"
"Genista corsica",84065,99736,"Fabaceae"
"Genista ephedroides",84069,99748,"Fabaceae"
"Genista florida",25900,99753,"Fabaceae"
"Genista germanica",25901,99754,"Fabaceae"
"Genista hispanica",25903,99761,"Fabaceae"
"Genista linifolia",25906,99776,"Fabaceae"
"Genista lobelii",84073,99777,"Fabaceae"
"Genista monosperma",25909,99784,"Fabaceae"
"Genista monspessulana",25910,99785,"Fabaceae"
"Genista numidica",323036,99789,"Fabaceae"
"Genista pilosa",25912,99798,"Fabaceae"
"Genista pulchella",25913,99805,"Fabaceae"
"Genista radiata",25914,99808,"Fabaceae"
"Genista sagittalis",25916,99810,"Fabaceae"
"Genista salzmannii",427487,99812,"Fabaceae"
"Genista scorpius",25917,99815,"Fabaceae"
"Genista tinctoria",25923,99828,"Fabaceae"
"Gennaria diphylla",84081,99853,"Orchidaceae"
"Gentiana acaulis",25944,99854,"Gentianaceae"
"Gentiana alpina",68085,99857,"Gentianaceae"
"Gentiana angustifolia",84085,99860,"Gentianaceae"
"Gentiana asclepiadea",25949,99862,"Gentianaceae"
"Gentiana bavarica",25951,99866,"Gentianaceae"
"Gentiana brachyphylla",25952,99870,"Gentianaceae"
"Gentiana burseri",25953,99871,"Gentianaceae"
"Gentiana clusii",25955,99878,"Gentianaceae"
"Gentiana cruciata",25956,99881,"Gentianaceae"
"Gentiana ligustica",84099,99899,"Gentianaceae"
"Gentiana lutea",25970,99903,"Gentianaceae"
"Gentiana nivalis",25975,99910,"Gentianaceae"
"Gentiana occidentalis",230600,99913,"Gentianaceae"
"Gentiana pneumonanthe",25978,99922,"Gentianaceae"
"Gentiana punctata",25982,99928,"Gentianaceae"
"Gentiana purpurea",25984,99929,"Gentianaceae"
"Gentiana pyrenaica",25985,99931,"Gentianaceae"
"Gentiana rostanii",84109,99936,"Gentianaceae"
"Gentiana utriculosa",25996,99951,"Gentianaceae"
"Gentiana verna",25997,99953,"Gentianaceae"
"Gentianella amarella",25999,99979,"Gentianaceae"
"Gentianella campestris",26005,99982,"Gentianaceae"
"Gentianella germanica",26007,99986,"Gentianaceae"
"Gentianella ramosa",26012,99988,"Gentianaceae"
"Gentianopsis ciliata",84123,99994,"Gentianaceae"
"Geranium argenteum",84165,100024,"Geraniaceae"
"Geranium bohemicum",26046,100033,"Geraniaceae"
"Geranium cinereum",84171,100042,"Geraniaceae"
"Geranium columbinum",26049,100045,"Geraniaceae"
