"AccSpeciesName","AccSpeciesID","CD_REF","FAMILLE"
"Linaria incarnata",33533,106179,"Plantaginaceae"
"Linaria maroccana",33536,106189,"Plantaginaceae"
"Linaria micrantha",88642,106191,"Plantaginaceae"
"Linaria pelisseriana",33540,106201,"Plantaginaceae"
"Linaria purpurea",33541,611063,"Plantaginaceae"
"Linaria reflexa",88649,106212,"Plantaginaceae"
"Linaria repens",33543,106213,"Plantaginaceae"
"Linaria simplex",33547,106220,"Plantaginaceae"
"Linaria spartea",33549,926333,"Plantaginaceae"
"Linaria supina",33551,106226,"Plantaginaceae"
"Linaria thymifolia",88650,106229,"Plantaginaceae"
"Linaria triphylla",33553,106230,"Plantaginaceae"
"Linaria vulgaris",33555,106234,"Plantaginaceae"
"Lindernia dubia",33589,106252,"Linderniaceae"
"Lindernia procumbens",33596,106258,"Linderniaceae"
"Linnaea borealis",33616,106260,"Caprifoliaceae"
"Linum alpinum",33628,106275,"Linaceae"
"Linum austriacum",33632,106280,"Linaceae"
"Linum campanulatum",88717,106287,"Linaceae"
"Linum catharticum",33635,106288,"Linaceae"
"Linum grandiflorum",33637,106298,"Linaceae"
"Linum hirsutum",33638,106299,"Linaceae"
"Linum leonii",33641,106306,"Linaceae"
"Linum maritimum",88721,106313,"Linaceae"
"Linum narbonense",33646,106320,"Linaceae"
"Linum nodiflorum",33647,106321,"Linaceae"
"Linum strictum",33655,106342,"Linaceae"
"Linum tenuifolium",33659,106346,"Linaceae"
"Linum trigynum",33661,106347,"Linaceae"
"Linum usitatissimum",33662,106349,"Linaceae"
"Linum viscosum",33664,106351,"Linaceae"
"Lipandra polysperma",340952,717294,"Amaranthaceae"
"Liparis loeselii",33672,106353,"Orchidaceae"
"Liquidambar styraciflua",33704,106361,"Altingiaceae"
"Liriodendron tulipifera",33707,106365,"Magnoliaceae"
"Lithodora fruticosa",33788,106374,"Boraginaceae"
"Lithospermum officinale",33806,106396,"Boraginaceae"
"Litwinowia tenuissima",238283,811157,"Brassicaceae"
"Lobelia dortmanna",33934,106428,"Campanulaceae"
"Lobelia erinus",33937,106429,"Campanulaceae"
"Lobelia urens",33981,106435,"Campanulaceae"
"Lobularia maritima",33990,106439,"Brassicaceae"
"Loeflingia hispanica",341928,106446,"Caryophyllaceae"
"Lolium multiflorum",34016,106497,"Poaceae"
"Lolium perenne",34017,106499,"Poaceae"
"Lolium remotum",34021,106504,"Poaceae"
"Lolium rigidum",34022,106507,"Poaceae"
"Lolium temulentum",34023,106517,"Poaceae"
"Lomelosia graminifolia",88986,106534,"Caprifoliaceae"
"Lomelosia rutifolia",436172,611078,"Caprifoliaceae"
"Lomelosia simplex",436173,106535,"Caprifoliaceae"
"Lomelosia stellata",88988,106536,"Caprifoliaceae"
"Lonicera alpigena",34113,106550,"Caprifoliaceae"
"Lonicera caerulea",34118,106555,"Caprifoliaceae"
"Lonicera caprifolium",34120,106556,"Caprifoliaceae"
"Lonicera etrusca",34128,106565,"Caprifoliaceae"
"Lonicera implexa",34139,106570,"Caprifoliaceae"
"Lonicera japonica",34141,106571,"Caprifoliaceae"
"Lonicera nigra",34148,106574,"Caprifoliaceae"
"Lonicera periclymenum",34153,106581,"Caprifoliaceae"
"Lonicera pyrenaica",34157,106583,"Caprifoliaceae"
"Lonicera tatarica",34165,106588,"Caprifoliaceae"
"Lonicera xylosteum",34168,106595,"Caprifoliaceae"
"Lotus angustissimus",34238,106634,"Fabaceae"
"Lotus conimbricensis",34247,106651,"Fabaceae"
"Lotus corniculatus",34249,106653,"Fabaceae"
"Lotus creticus",34251,106656,"Fabaceae"
"Lotus cytisoides",34253,106657,"Fabaceae"
"Lotus dorycnium",436240,106664,"Fabaceae"
"Lotus edulis",34257,106666,"Fabaceae"
"Lotus herbaceus",436245,610901,"Fabaceae"
"Lotus hirsutus",34265,106677,"Fabaceae"
"Lotus hispidus",34266,106678,"Fabaceae"
"Lotus jordanii",436247,811201,"Fabaceae"
"Lotus maritimus",34272,106685,"Fabaceae"
"Lotus ornithopodioides",34277,106694,"Fabaceae"
"Lotus parviflorus",34280,106696,"Fabaceae"
"Lotus pedunculatus",34281,106698,"Fabaceae"
"Lotus rectus",436251,106708,"Fabaceae"
"Lotus tenuis",34295,106719,"Fabaceae"
"Lotus tetragonolobus",34296,106720,"Fabaceae"
"Ludwigia grandiflora",89077,106742,"Onagraceae"
"Ludwigia palustris",34363,106747,"Onagraceae"
"Ludwigia peploides",69306,106748,"Onagraceae"
"Lunaria annua",34408,106754,"Brassicaceae"
"Lunaria rediviva",34410,106761,"Brassicaceae"
"Lupinus albus",34413,106765,"Fabaceae"
"Lupinus angustifolius",34416,106766,"Fabaceae"
"Lupinus arboreus",34417,106767,"Fabaceae"
"Lupinus luteus",34440,106780,"Fabaceae"
"Lupinus micranthus",34442,106784,"Fabaceae"
"Lupinus polyphyllus",34455,106789,"Fabaceae"
"Luronium natans",34470,106807,"Alismataceae"
"Luzula alpina",34474,106812,"Juncaceae"
"Luzula alpinopilosa",34475,106813,"Juncaceae"
"Luzula campestris",34480,106818,"Juncaceae"
"Luzula congesta",34486,106823,"Juncaceae"
"Luzula desvauxii",34487,106825,"Juncaceae"
"Luzula forsteri",34491,106828,"Juncaceae"
"Luzula lutea",34497,106838,"Juncaceae"
"Luzula luzulina",34498,106839,"Juncaceae"
"Luzula luzuloides",34499,106840,"Juncaceae"
"Luzula multiflora",34502,106842,"Juncaceae"
"Luzula nivea",34503,106846,"Juncaceae"
"Luzula pedemontana",89129,106852,"Juncaceae"
"Luzula pediformis",238932,106853,"Juncaceae"
"Luzula pilosa",34509,106854,"Juncaceae"
"Luzula spicata",34515,106859,"Juncaceae"
"Luzula sudetica",34516,106861,"Juncaceae"
"Luzula sylvatica",34517,106863,"Juncaceae"
"Lychnis chalcedonica",34522,106902,"Caryophyllaceae"
"Lychnis coronaria",34524,106910,"Caryophyllaceae"
"Lychnis flos-jovis",34528,106919,"Caryophyllaceae"
"Lycianthes rantonnetii",239008,717299,"Solanaceae"
"Lycium barbarum",34544,106965,"Solanaceae"
"Lycium chinense",34548,106966,"Solanaceae"
"Lycium europaeum",34553,106969,"Solanaceae"
"Lycopodiella inundata",34577,106993,"Lycopodiaceae"
"Lycopodium clavatum",34585,107003,"Lycopodiaceae"
"Lycopus europaeus",34605,107038,"Lamiaceae"
"Lygeum spartum",34612,717300,"Poaceae"
"Lysichiton americanus",34639,610602,"Araceae"
"Lysimachia ephemerum",34653,107061,"Primulaceae"
"Lysimachia linum-stellatum",239113,107066,"Primulaceae"
"Lysimachia monelli",436508,610912,"Primulaceae"
"Lysimachia nemorum",34659,107072,"Primulaceae"
"Lysimachia nummularia",34660,107073,"Primulaceae"
"Lysimachia punctata",34661,107077,"Primulaceae"
"Lysimachia thyrsiflora",34665,107086,"Primulaceae"
"Lysimachia vulgaris",34666,107090,"Primulaceae"
"Lythrum borysthenicum",89305,107097,"Lythraceae"
"Lythrum hyssopifolia",34673,107106,"Lythraceae"
"Lythrum junceum",34674,107108,"Lythraceae"
"Lythrum portula",34675,107115,"Lythraceae"
"Lythrum salicaria",34676,107117,"Lythraceae"
"Lythrum thesioides",89307,107122,"Lythraceae"
"Lythrum thymifolia",89308,107123,"Lythraceae"
"Lythrum tribracteatum",34677,107125,"Lythraceae"
"Lythrum virgatum",34678,107126,"Lythraceae"
"Maclura pomifera",34849,107130,"Moraceae"
"Magnolia grandiflora",35032,107141,"Magnoliaceae"
"Magydaris pastinacea",89545,107152,"Apiaceae"
"Maianthemum bifolium",35086,107158,"Asparagaceae"
"Malcolmia flexuosa",35152,107183,"Brassicaceae"
"Malcolmia littorea",35155,107185,"Brassicaceae"
"Malcolmia ramosissima",69398,107190,"Brassicaceae"
"Malephora crocea",35159,610627,"Aizoaceae"
"Malope malacoides",345012,107197,"Malvaceae"
"Malus domestica",35230,107207,"Rosaceae"
"Malus floribunda",35232,107208,"Rosaceae"
"Malus sylvestris",35256,107217,"Rosaceae"
"Malva alcea",35262,107224,"Malvaceae"
"Malva arborea",89661,107233,"Malvaceae"
"Malva cretica",89663,107243,"Malvaceae"
"Malva longiflora",436817,966256,"Malvaceae"
"Malva moschata",35268,107282,"Malvaceae"
"Malva multiflora",239631,717790,"Malvaceae"
"Malva neglecta",35269,107284,"Malvaceae"
"Malva nicaeensis",35270,107286,"Malvaceae"
"Malva olbia",436822,107290,"Malvaceae"
"Malva parviflora",35271,107295,"Malvaceae"
"Malva punctata",436824,107302,"Malvaceae"
"Malva subovata",239633,717791,"Malvaceae"
"Malva sylvestris",35274,107318,"Malvaceae"
"Malva thuringiaca",436830,107321,"Malvaceae"
"Malva tournefortiana",89668,107323,"Malvaceae"
"Malva trimestris",89669,717304,"Malvaceae"
"Malvella leprosa",89672,610628,"Malvaceae"
"Mantisalca salmantica",89760,107347,"Asteraceae"
"Maresia nana",35488,107351,"Brassicaceae"
"Marrubium vulgare",35556,107397,"Lamiaceae"
"Marsilea drummondii",35583,611021,"Marsileaceae"
"Marsilea quadrifolia",35588,107407,"Marsileaceae"
"Marsilea strigosa",89832,107409,"Marsileaceae"
"Matricaria chamomilla",35671,107440,"Asteraceae"
"Matricaria discoidea",35672,107446,"Asteraceae"
"Matteuccia struthiopteris",35682,107486,"Onocleaceae"
"Matthiola fruticulosa",35685,107491,"Brassicaceae"
"Matthiola incana",35686,107495,"Brassicaceae"
"Matthiola longipetala",35688,107496,"Brassicaceae"
"Matthiola sinuata",35694,107500,"Brassicaceae"
"Matthiola tricuspidata",35695,107506,"Brassicaceae"
"Medicago arabica",35800,107574,"Fabaceae"
"Medicago arborea",35801,107575,"Fabaceae"
"Medicago coronata",35809,107595,"Fabaceae"
"Medicago disciformis",35812,107605,"Fabaceae"
"Medicago doliata",35813,107606,"Fabaceae"
"Medicago hybrida",35820,107629,"Fabaceae"
"Medicago intertexta",35821,107632,"Fabaceae"
"Medicago laciniata",35822,107639,"Fabaceae"
"Medicago littoralis",35824,107647,"Fabaceae"
"Medicago lupulina",35825,107649,"Fabaceae"
"Medicago marina",35826,107654,"Fabaceae"
"Medicago minima",35827,107658,"Fabaceae"
"Medicago monspeliaca",35828,107662,"Fabaceae"
"Medicago murex",35829,107665,"Fabaceae"
"Medicago muricoleptis",35830,107669,"Fabaceae"
"Medicago orbicularis",35832,107677,"Fabaceae"
"Medicago polyceratia",90181,107688,"Fabaceae"
"Medicago polymorpha",35836,107689,"Fabaceae"
"Medicago praecox",35837,107692,"Fabaceae"
"Medicago rigidula",35841,107706,"Fabaceae"
"Medicago rugosa",35843,107710,"Fabaceae"
"Medicago sativa",35846,107711,"Fabaceae"
"Medicago scutellata",35849,107712,"Fabaceae"
"Medicago secundiflora",35850,107713,"Fabaceae"
"Medicago soleirolii",35852,107717,"Fabaceae"
"Medicago suffruticosa",35855,107725,"Fabaceae"
"Medicago tenoreana",35856,107728,"Fabaceae"
"Medicago truncatula",35859,107739,"Fabaceae"
"Medicago turbinata",35861,107742,"Fabaceae"
"Melampyrum arvense",35984,107786,"Orobanchaceae"
"Melampyrum cristatum",35987,107790,"Orobanchaceae"
"Melampyrum pratense",35992,107795,"Orobanchaceae"
"Melampyrum subalpinum",90273,717307,"Orobanchaceae"
"Melampyrum sylvaticum",35996,107800,"Orobanchaceae"
"Melia azedarach",36047,107838,"Meliaceae"
"Melica altissima",36057,107841,"Poaceae"
"Melica amethystina",90292,107842,"Poaceae"
"Melica ciliata",36062,107851,"Poaceae"
"Melica minuta",36068,107867,"Poaceae"
"Melica nutans",36070,107871,"Poaceae"
"Melica uniflora",36080,107880,"Poaceae"
"Melilotus indicus",36121,107914,"Fabaceae"
"Melilotus messanensis",36125,107936,"Fabaceae"
"Melissa officinalis",36165,107992,"Lamiaceae"
"Melittis melissophyllum",36167,108003,"Lamiaceae"
"Mentha aquatica",36265,108027,"Lamiaceae"
"Mentha arvensis",36266,108029,"Lamiaceae"
"Mentha cervina",90366,108044,"Lamiaceae"
"Mentha longifolia",36274,108103,"Lamiaceae"
"Mentha pulegium",36277,108138,"Lamiaceae"
"Mentha requienii",69598,108145,"Lamiaceae"
"Mentha spicata",36282,108166,"Lamiaceae"
"Mentha suaveolens",36283,108168,"Lamiaceae"
"Menyanthes trifoliata",36302,108345,"Menyanthaceae"
"Mercurialis annua",36306,108351,"Euphorbiaceae"
"Mercurialis corsica",90394,108354,"Euphorbiaceae"
"Mercurialis huetii",241031,108357,"Euphorbiaceae"
"Mercurialis perennis",36311,108361,"Euphorbiaceae"
"Mercurialis tomentosa",90395,108367,"Euphorbiaceae"
"Mesembryanthemum cordifolium",241122,108389,"Aizoaceae"
"Mesembryanthemum crystallinum",36352,108391,"Aizoaceae"
"Mesembryanthemum nodiflorum",36357,108399,"Aizoaceae"
"Meum athamanticum",36414,108454,"Apiaceae"
"Mibora minima",36434,108477,"Poaceae"
"Micranthes clusii",438724,717309,"Saxifragaceae"
"Micranthes hieraciifolia",348613,108484,"Saxifragaceae"
"Micranthes stellaris",438748,717310,"Saxifragaceae"
"Micromeria filiformis",90541,108504,"Lamiaceae"
"Micromeria graeca",36663,108505,"Lamiaceae"
"Micromeria juliana",36664,108506,"Lamiaceae"
"Micromeria marginata",90543,108507,"Lamiaceae"
"Micropyrum tenellum",36694,108519,"Poaceae"
"Milium effusum",36750,108537,"Poaceae"
"Milium vernale",36751,108558,"Poaceae"
"Minuartia glomerata",69693,159926,"Caryophyllaceae"
"Minuartia montana",90674,108606,"Caryophyllaceae"
"Minuartia recurva",36913,108612,"Caryophyllaceae"
"Minuartia setacea",36918,108617,"Caryophyllaceae"
"Mirabilis jalapa",36930,108628,"Nyctaginaceae"
"Miscanthus sinensis",36948,108642,"Poaceae"
"Misopates calycinum",69711,108644,"Plantaginaceae"
"Misopates orontium",36964,108645,"Plantaginaceae"
"Modiola caroliniana",37005,108672,"Malvaceae"
"Moehringia ciliata",37008,108680,"Caryophyllaceae"
"Moehringia intermedia",90739,108683,"Caryophyllaceae"
"Moehringia lebrunii",90740,108684,"Caryophyllaceae"
"Moehringia muscosa",37010,108686,"Caryophyllaceae"
"Moehringia sedoides",90742,108694,"Caryophyllaceae"
"Moehringia trinervia",37011,108698,"Caryophyllaceae"
"Moenchia erecta",37012,108703,"Caryophyllaceae"
"Molinia caerulea",37025,108718,"Poaceae"
"Mollugo verticillata",37049,108736,"Molluginaceae"
"Monarda didyma",37101,160478,"Lamiaceae"
"Monarda fistulosa",37102,160479,"Lamiaceae"
"Moneses uniflora",37120,108755,"Ericaceae"
"Montia fontana",37208,108785,"Montiaceae"
"Moraea sisyrinchium",69766,108802,"Iridaceae"
"Moricandia arvensis",37254,108805,"Brassicaceae"
"Morisia monanthos",37287,108807,"Brassicaceae"
"Morus alba",37299,108810,"Moraceae"
"Morus australis",37300,446743,"Moraceae"
"Morus nigra",37313,108822,"Moraceae"
"Muhlenbergia mexicana",37401,717795,"Poaceae"
"Murbeckiella pinnatifida",37429,108863,"Brassicaceae"
"Muscari armeniacum",37452,108866,"Asparagaceae"
"Muscari atlanticum",37453,108867,"Asparagaceae"
"Muscari botryoides",37454,108869,"Asparagaceae"
"Muscari neglectum",37458,108898,"Asparagaceae"
"Muscari parviflorum",351305,610914,"Asparagaceae"
"Mutellina adonidifolia",351364,610917,"Apiaceae"
"Myagrum perfoliatum",37477,108948,"Brassicaceae"
"Myoporum laetum",37488,108979,"Scrophulariaceae"
"Myoporum tenuifolium",243214,108980,"Scrophulariaceae"
"Myosotis alpestris",37494,108987,"Boraginaceae"
"Myosotis arvensis",37495,108996,"Boraginaceae"
"Myosotis congesta",91061,109011,"Boraginaceae"
"Myosotis decumbens",37498,109015,"Boraginaceae"
"Myosotis discolor",37499,109019,"Boraginaceae"
"Myosotis laxa",37500,109042,"Boraginaceae"
"Myosotis minutiflora",91065,109057,"Boraginaceae"
"Myosotis nemorosa",37501,109068,"Boraginaceae"
"Myosotis pusilla",91066,109080,"Boraginaceae"
"Myosotis ramosissima",37504,109084,"Boraginaceae"
"Myosotis rehsteineri",37505,161481,"Boraginaceae"
"Myosotis scorpioides",37506,109091,"Boraginaceae"
"Myosotis secunda",37507,109092,"Boraginaceae"
"Myosotis sicula",91067,109095,"Boraginaceae"
"Myosotis soleirolii",91068,109096,"Boraginaceae"
"Myosotis speluncicola",91069,109099,"Boraginaceae"
"Myosotis stricta",37512,109102,"Boraginaceae"
"Myosotis sylvatica",37514,109104,"Boraginaceae"
"Myosurus minimus",37517,109126,"Ranunculaceae"
"Myrica gale",37586,109130,"Myricaceae"
"Myricaria germanica",37599,109135,"Tamaricaceae"
"Myriophyllum alterniflorum",37609,109139,"Haloragaceae"
"Myriophyllum aquaticum",37610,109141,"Haloragaceae"
"Myriophyllum heterophyllum",37613,109144,"Haloragaceae"
"Myriophyllum spicatum",37615,109150,"Haloragaceae"
"Myriophyllum verticillatum",37616,109151,"Haloragaceae"
"Myrrhis odorata",37669,109161,"Apiaceae"
"Myrtus communis",37705,109186,"Myrtaceae"
"Najas gracillima",69837,109207,"Hydrocharitaceae"
"Najas graminea",91166,109208,"Hydrocharitaceae"
"Najas indica",352314,717324,"Hydrocharitaceae"
"Najas marina",37722,109213,"Hydrocharitaceae"
"Najas minor",37723,109215,"Hydrocharitaceae"
"Nananthea perpusilla",91178,109224,"Asteraceae"
"Narcissus assoanus",91191,109234,"Amaryllidaceae"
"Narcissus bicolor",91193,109239,"Amaryllidaceae"
"Narcissus bulbocodium",91194,109241,"Amaryllidaceae"
"Narcissus dubius",69845,109252,"Amaryllidaceae"
"Narcissus gigas",352403,717325,"Amaryllidaceae"
"Narcissus jacetanus",352406,109262,"Amaryllidaceae"
"Narcissus jonquilla",37744,109263,"Amaryllidaceae"
"Narcissus obsoletus",352416,717326,"Amaryllidaceae"
"Narcissus papyraceus",91200,109287,"Amaryllidaceae"
"Narcissus poeticus",37745,109291,"Amaryllidaceae"
"Narcissus pseudonarcissus",37746,109297,"Amaryllidaceae"
"Narcissus tazetta",37749,109309,"Amaryllidaceae"
"Narcissus triandrus",91202,109313,"Amaryllidaceae"
"Narduroides salzmannii",91208,109346,"Poaceae"
"Nardus stricta",37751,109366,"Poaceae"
"Narthecium ossifragum",37752,109372,"Nartheciaceae"
"Narthecium reverchonii",243551,109375,"Nartheciaceae"
"Nassella neesiana",91217,109379,"Poaceae"
"Nassella poeppigiana",243600,109380,"Poaceae"
"Nassella tenuissima",91218,161809,"Poaceae"
"Nassella trichotoma",37764,109381,"Poaceae"
"Nasturtium microphyllum",37767,109419,"Brassicaceae"
"Nasturtium officinale",37768,109422,"Brassicaceae"
"Neatostema apulum",37805,109465,"Boraginaceae"
"Neotinea lactea",243837,109498,"Orchidaceae"
"Neotinea maculata",38025,109499,"Orchidaceae"
"Neotinea tridentata",243838,162206,"Orchidaceae"
"Neotinea ustulata",91425,109501,"Orchidaceae"
"Neottia cordata",91427,109503,"Orchidaceae"
"Neottia nidus-avis",38028,109506,"Orchidaceae"
"Neottia ovata",91428,109507,"Orchidaceae"
"Nepeta agrestis",91496,109513,"Lamiaceae"
"Nepeta cataria",38037,109516,"Lamiaceae"
"Nepeta grandiflora",38042,109522,"Lamiaceae"
"Nepeta latifolia",38044,109528,"Lamiaceae"
"Nepeta nepetella",38047,109533,"Lamiaceae"
"Nepeta nuda",38048,109534,"Lamiaceae"
"Nerium oleander",38091,109584,"Apocynaceae"
"Neslia paniculata",38136,109594,"Brassicaceae"
"Nicandra physalodes",38185,109600,"Solanaceae"
"Nicotiana glauca",38194,109608,"Solanaceae"
"Nigella arvensis",38225,109620,"Ranunculaceae"
"Nigella damascena",38227,109625,"Ranunculaceae"
"Nigella hispanica",38228,109631,"Ranunculaceae"
"Nigella nigellastrum",38230,109636,"Ranunculaceae"
"Nigella sativa",38231,109638,"Ranunculaceae"
"Noccaea alpestris",440607,109665,"Brassicaceae"
"Noccaea brachypetala",440610,109668,"Brassicaceae"
"Noccaea brevistyla",353763,109670,"Brassicaceae"
"Noccaea caerulescens",91592,109671,"Brassicaceae"
"Noccaea montana",65037,109676,"Brassicaceae"
"Noccaea praecox",440636,109678,"Brassicaceae"
"Noccaea rotundifolia",440637,109680,"Brassicaceae"
"Nonea echioides",244220,109684,"Boraginaceae"
"Nonea lutea",38276,161479,"Boraginaceae"
"Nonea pallens",353870,109688,"Boraginaceae"
"Nonea pulla",38277,109689,"Boraginaceae"
"Nothobartsia spicata",244281,109703,"Orobanchaceae"
"Notobasis syriaca",38348,109717,"Asteraceae"
"Nuphar lutea",38364,109732,"Nymphaeaceae"
"Nuphar pumila",38366,109735,"Nymphaeaceae"
"Nymphaea alba",38378,109750,"Nymphaeaceae"
"Nymphoides peltata",38398,109769,"Menyanthaceae"
"Ocimum basilicum",38488,109797,"Lamiaceae"
"Odontites cebennensis",244812,109826,"Orobanchaceae"
"Odontites corsicus",441275,109828,"Orobanchaceae"
"Odontites jaubertianus",69961,109833,"Orobanchaceae"
"Odontites luteus",38637,109838,"Orobanchaceae"
"Odontites vernus",61831,109845,"Orobanchaceae"
"Odontites viscosus",91744,109847,"Orobanchaceae"
"Oenanthe aquatica",38663,109861,"Apiaceae"
"Oenanthe crocata",38665,109864,"Apiaceae"
"Oenanthe fistulosa",38666,109869,"Apiaceae"
"Oenanthe fluviatilis",38667,109870,"Apiaceae"
"Oenanthe globulosa",38668,109874,"Apiaceae"
"Oenanthe lachenalii",38670,109881,"Apiaceae"
"Oenanthe peucedanifolia",38671,109890,"Apiaceae"
"Oenanthe pimpinelloides",38672,109893,"Apiaceae"
"Oenanthe silaifolia",38675,109898,"Apiaceae"
"Oenothera ammophila",38685,109905,"Onagraceae"
"Oenothera biennis",38688,109911,"Onagraceae"
"Oenothera drummondii",38708,717333,"Onagraceae"
"Oenothera ersteinensis",38713,109922,"Onagraceae"
"Oenothera glazioviana",38718,109926,"Onagraceae"
"Oenothera laciniata",38732,109933,"Onagraceae"
"Oenothera lindheimeri",441412,717334,"Onagraceae"
"Oenothera longiflora",91769,109937,"Onagraceae"
"Oenothera nuda",38740,109942,"Onagraceae"
"Oenothera oakesiana",38741,109943,"Onagraceae"
"Oenothera parviflora",38747,109949,"Onagraceae"
"Oenothera pycnocarpa",38755,109954,"Onagraceae"
"Oenothera rosea",38760,109956,"Onagraceae"
"Oenothera rubricaulis",38762,109958,"Onagraceae"
"Oenothera speciosa",38766,160398,"Onagraceae"
"Oenothera stricta",38767,109965,"Onagraceae"
"Oenothera suaveolens",38768,109969,"Onagraceae"
"Oenothera subterminalis",38769,109971,"Onagraceae"
"Oenothera villosa",38776,109974,"Onagraceae"
"Olea europaea",38823,110002,"Oleaceae"
"Omphalodes verna",38937,110072,"Boraginaceae"
"Onobrychis aequidentata",38961,110103,"Fabaceae"
"Onobrychis arenaria",38963,110108,"Fabaceae"
"Onobrychis caput-galli",38966,110110,"Fabaceae"
"Onobrychis crista-galli",38967,110114,"Fabaceae"
"Onobrychis montana",38973,110124,"Fabaceae"
"Onobrychis pyrenaica",91860,110126,"Fabaceae"
"Onobrychis saxatilis",91861,110129,"Fabaceae"
"Onobrychis supina",38976,110134,"Fabaceae"
"Onobrychis viciifolia",38977,110139,"Fabaceae"
"Ononis alopecuroides",38981,110153,"Fabaceae"
"Ononis aragonensis",91865,110162,"Fabaceae"
"Ononis cristata",38984,110181,"Fabaceae"
"Ononis diffusa",91868,110185,"Fabaceae"
"Ononis fruticosa",38985,110190,"Fabaceae"
"Ononis minutissima",38987,110205,"Fabaceae"
"Ononis mitissima",70006,110207,"Fabaceae"
"Ononis natrix",38988,110211,"Fabaceae"
"Ononis ornithopodioides",38989,110212,"Fabaceae"
"Ononis pubescens",38990,110218,"Fabaceae"
"Ononis pusilla",38991,110221,"Fabaceae"
"Ononis reclinata",38992,110226,"Fabaceae"
"Ononis rotundifolia",38994,110230,"Fabaceae"
"Ononis spinosa",38997,110236,"Fabaceae"
"Ononis striata",70007,110237,"Fabaceae"
"Ononis variegata",39000,110239,"Fabaceae"
"Ononis viscosa",39001,110241,"Fabaceae"
"Onopordum acanthium",39002,110244,"Asteraceae"
"Onopordum acaulon",39003,110246,"Asteraceae"
"Onopordum eriocephalum",103287,110253,"Asteraceae"
"Onopordum illyricum",39007,110260,"Asteraceae"
"Onopordum tauricum",91872,110268,"Asteraceae"
"Onosma arenaria",39012,110290,"Boraginaceae"
"Onosma pseudoarenaria",91885,110296,"Boraginaceae"
"Onosma tricerosperma",355655,110298,"Boraginaceae"
"Ophioglossum azoricum",91902,110306,"Ophioglossaceae"
"Ophioglossum lusitanicum",39041,110307,"Ophioglossaceae"
"Ophioglossum vulgatum",39048,110313,"Ophioglossaceae"
"Ophrys apifera",39063,110335,"Orchidaceae"
"Ophrys bertolonii",39065,110357,"Orchidaceae"
"Ophrys bombyliflora",91925,110362,"Orchidaceae"
"Ophrys fuciflora",39067,110392,"Orchidaceae"
"Ophrys fusca",39068,110395,"Orchidaceae"
"Ophrys insectifera",39071,110410,"Orchidaceae"
"Ophrys lutea",39072,110425,"Orchidaceae"
"Ophrys scolopax",39074,110468,"Orchidaceae"
"Ophrys speculum",355965,110473,"Orchidaceae"
"Ophrys tenthredinifera",355966,110483,"Orchidaceae"
"Opopanax chironium",72571,110735,"Apiaceae"
"Opuntia dillenii",91933,610571,"Cactaceae"
"Opuntia elatior",356012,446800,"Cactaceae"
"Opuntia engelmannii",70025,610564,"Cactaceae"
"Opuntia ficus-indica",39103,110758,"Cactaceae"
"Opuntia humifusa",39106,110762,"Cactaceae"
"Opuntia macrorhiza",70029,610563,"Cactaceae"
"Opuntia microdasys",91937,160541,"Cactaceae"
"Opuntia monacantha",70030,110772,"Cactaceae"
"Opuntia phaeacantha",39114,610565,"Cactaceae"
"Opuntia robusta",39119,610562,"Cactaceae"
"Opuntia stricta",39123,110781,"Cactaceae"
"Orchis anthropophora",91955,110801,"Orchidaceae"
"Orchis mascula",39152,110914,"Orchidaceae"
"Orchis militaris",39153,110920,"Orchidaceae"
"Orchis olbiensis",91958,110942,"Orchidaceae"
"Orchis pallens",39156,110945,"Orchidaceae"
"Orchis pauciflora",245401,110953,"Orchidaceae"
"Orchis provincialis",91960,110961,"Orchidaceae"
"Orchis purpurea",39159,110966,"Orchidaceae"
"Orchis simia",39162,110987,"Orchidaceae"
"Orchis spitzelii",39164,110994,"Orchidaceae"
"Oreochloa disticha",39181,111233,"Poaceae"
"Oreochloa seslerioides",91972,111236,"Poaceae"
"Oreopteris limbosperma",39201,111239,"Thelypteridaceae"
"Origanum dictamnus",356320,160473,"Lamiaceae"
"Origanum majorana",39206,111272,"Lamiaceae"
"Origanum onites",356329,610992,"Lamiaceae"
"Origanum vulgare",39210,111289,"Lamiaceae"
"Orlaya grandiflora",39219,111297,"Apiaceae"
"Orlaya platycarpos",442666,111301,"Apiaceae"
"Ornithogalum divergens",92030,111334,"Asparagaceae"
"Ornithogalum exscapum",245573,159762,"Asparagaceae"
"Ornithogalum orthophyllum",39279,717355,"Asparagaceae"
"Ornithogalum umbellatum",39286,111391,"Asparagaceae"
"Ornithopus compressus",39288,111406,"Fabaceae"
"Ornithopus perpusillus",39289,111419,"Fabaceae"
"Ornithopus pinnatus",39290,111420,"Fabaceae"
"Ornithopus sativus",39291,111424,"Fabaceae"
"Orobanche alba",39293,111447,"Orobanchaceae"
"Orobanche alsatica",39294,111452,"Orobanchaceae"
"Orobanche amethystea",39295,111454,"Orobanchaceae"
"Orobanche caryophyllacea",39302,111494,"Orobanchaceae"
"Orobanche cernua",39303,111499,"Orobanchaceae"
"Orobanche crenata",39305,111517,"Orobanchaceae"
"Orobanche cyrnea",245604,443289,"Orobanchaceae"
"Orobanche elatior",39306,111532,"Orobanchaceae"
"Orobanche flava",39308,111539,"Orobanchaceae"
"Orobanche fuliginosa",92045,111545,"Orobanchaceae"
