"CD_REF_vasc_2018","Nom.scientifique_vasc_2018","CD_REF","LB_NOM","FAMILLE","taxonomy"
117139,"Ranunculus nodiflorus L., 1753",117139,"Ranunculus nodiflorus","Ranunculaceae","unchanged"
117144,"Ranunculus ololeucos J.Lloyd, 1844",117144,"Ranunculus ololeucos","Ranunculaceae","unchanged"
117145,"Ranunculus omiophyllus Ten., 1830",117145,"Ranunculus omiophyllus","Ranunculaceae","unchanged"
117146,"Ranunculus ophioglossifolius Vill., 1789",117146,"Ranunculus ophioglossifolius","Ranunculaceae","unchanged"
117151,"Ranunculus paludosus Poir., 1789",117151,"Ranunculus paludosus","Ranunculaceae","unchanged"
117155,"Ranunculus parnassifolius L., 1753",117155,"Ranunculus parnassifolius","Ranunculaceae","unchanged"
117156,"Ranunculus parviflorus L., 1758",117156,"Ranunculus parviflorus","Ranunculaceae","unchanged"
117164,"Ranunculus peltatus Schrank, 1789",117164,"Ranunculus peltatus","Ranunculaceae","unchanged"
117165,"Ranunculus penicillatus (Dumort.) Bab., 1874",117165,"Ranunculus penicillatus","Ranunculaceae","unchanged"
117174,"Ranunculus platanifolius L., 1767",117174,"Ranunculus platanifolius","Ranunculaceae","unchanged"
117175,"Ranunculus polyanthemoides Boreau, 1857",117175,"Ranunculus polyanthemoides","Ranunculaceae","unchanged"
117192,"Ranunculus pyrenaeus L., 1771",117192,"Ranunculus pyrenaeus","Ranunculaceae","unchanged"
117201,"Ranunculus repens L., 1753",117201,"Ranunculus repens","Ranunculaceae","unchanged"
117205,"Ranunculus revelieri Boreau, 1857",117205,"Ranunculus revelierei","Ranunculaceae","unchanged"
117211,"Ranunculus rionii Lagger, 1848",117211,"Ranunculus rionii","Ranunculaceae","unchanged"
117221,"Ranunculus sardous Crantz, 1763",117221,"Ranunculus sardous","Ranunculaceae","unchanged"
117222,"Ranunculus sartorianus Boiss. & Heldr., 1854",117222,"Ranunculus sartorianus","Ranunculaceae","unchanged"
117224,"Ranunculus sceleratus L., 1753",117224,"Ranunculus sceleratus","Ranunculaceae","unchanged"
117228,"Ranunculus seguieri Vill., 1779",117228,"Ranunculus seguieri","Ranunculaceae","unchanged"
117231,"Ranunculus serpens Schrank, 1789",117231,"Ranunculus serpens","Ranunculaceae","unchanged"
117246,"Ranunculus sylviae Gamisans, 1992",117246,"Ranunculus sylviae","Ranunculaceae","unchanged"
117249,"Ranunculus thora L., 1753",117249,"Ranunculus thora","Ranunculaceae","unchanged"
117255,"Ranunculus trichophyllus Chaix, 1785",117255,"Ranunculus trichophyllus","Ranunculaceae","unchanged"
117257,"Ranunculus trilobus Desf., 1798",117257,"Ranunculus trilobus","Ranunculaceae","unchanged"
117258,"Ranunculus tripartitus DC., 1807",117258,"Ranunculus tripartitus","Ranunculaceae","unchanged"
117268,"Ranunculus velutinus Ten., 1825",117268,"Ranunculus velutinus","Ranunculaceae","unchanged"
117353,"Raphanus raphanistrum L., 1753",117353,"Raphanus raphanistrum","Brassicaceae","unchanged"
117390,"Rapistrum perenne (L.) All., 1785",117390,"Rapistrum perenne","Brassicaceae","unchanged"
117393,"Rapistrum rugosum (L.) All., 1785",117393,"Rapistrum rugosum","Brassicaceae","unchanged"
117426,"Reichardia picroides (L.) Roth, 1787",117426,"Reichardia picroides","Asteraceae","unchanged"
117428,"Reseda alba L., 1753",117428,"Reseda alba","Resedaceae","unchanged"
117446,"Reseda glauca L., 1753",117446,"Reseda glauca","Resedaceae","unchanged"
117452,"Reseda jacquini Rchb., 1824",117452,"Reseda jacquinii","Resedaceae","unchanged"
117458,"Reseda lutea L., 1753",117458,"Reseda lutea","Resedaceae","unchanged"
117459,"Reseda luteola L., 1753",117459,"Reseda luteola","Resedaceae","unchanged"
117469,"Reseda phyteuma L., 1753",117469,"Reseda phyteuma","Resedaceae","unchanged"
117503,"Reynoutria japonica Houtt., 1777",117503,"Reynoutria japonica","Polygonaceae","unchanged"
117505,"Reynoutria sachalinensis (F.Schmidt) Nakai, 1922",117505,"Reynoutria sachalinensis","Polygonaceae","unchanged"
117512,"Rhagadiolus edulis Gaertn., 1791",117512,"Rhagadiolus edulis","Asteraceae","unchanged"
117521,"Rhagadiolus stellatus (L.) Gaertn., 1791",117521,"Rhagadiolus stellatus","Asteraceae","unchanged"
117526,"Rhamnus alaternus L., 1753",117526,"Rhamnus alaternus","Rhamnaceae","unchanged"
117528,"Rhamnus alpina L., 1753",117528,"Rhamnus alpina","Rhamnaceae","unchanged"
117530,"Rhamnus cathartica L., 1753",117530,"Rhamnus cathartica","Rhamnaceae","unchanged"
117548,"Rhamnus pumila Turra, 1764",117548,"Rhamnus pumila","Rhamnaceae","unchanged"
117551,"Rhamnus saxatilis Jacq., 1762",117551,"Rhamnus saxatilis","Rhamnaceae","unchanged"
610872,"Rhaponticoides alpina (L.) M.V.Agab. & Greuter, 2003",610872,"Rhaponticoides alpina","Asteraceae","unchanged"
717862,"Rhaponticum centauroides (L.) O.Bol�s",717862,"Rhaponticum centauroides","Asteraceae","unchanged"
611455,"Rhaponticum coniferum (L.) Greuter, 2003",611455,"Rhaponticum coniferum","Asteraceae","unchanged"
117573,"Rhaponticum heleniifolium Godr. & Gren., 1850",117573,"Rhaponticum heleniifolium","Asteraceae","unchanged"
611454,"Rhaponticum repens (L.) Hidalgo, 2006",611454,"Rhaponticum repens","Asteraceae","unchanged"
117576,"Rhaponticum scariosum Lam., 1779",117576,"Rhaponticum scariosum","Asteraceae","unchanged"
117587,"Rhinanthus alectorolophus (Scop.) Pollich, 1777",117587,"Rhinanthus alectorolophus","Orobanchaceae","unchanged"
117590,"Rhinanthus angustifolius C.C.Gmel., 1806",117590,"Rhinanthus angustifolius","Orobanchaceae","unchanged"
117595,"Rhinanthus burnatii (Chabert) So�, 1929",117595,"Rhinanthus burnatii","Orobanchaceae","unchanged"
117601,"Rhinanthus glacialis Personnat, 1863",117601,"Rhinanthus glacialis","Orobanchaceae","unchanged"
117616,"Rhinanthus minor L., 1756",117616,"Rhinanthus minor","Orobanchaceae","unchanged"
117624,"Rhinanthus pseudoantiquus Kunz, 1969",117624,"Rhinanthus pseudoantiquus","Orobanchaceae","unchanged"
117625,"Rhinanthus pumilus (Sterneck) Soldano, 1986",117625,"Rhinanthus pumilus","Orobanchaceae","unchanged"
117668,"Rhodiola rosea L., 1753",117668,"Rhodiola rosea","Crassulaceae","unchanged"
117679,"Rhododendron ferrugineum L., 1753",117679,"Rhododendron ferrugineum","Ericaceae","unchanged"
117681,"Rhododendron hirsutum L., 1753",117681,"Rhododendron hirsutum","Ericaceae","unchanged"
117692,"Rhododendron ponticum L., 1762",117692,"Rhododendron ponticum","Ericaceae","unchanged"
117712,"Rhus coriaria L., 1753",117712,"Rhus coriaria","Anacardiaceae","unchanged"
117715,"Rhus glabra L., 1753",117715,"Rhus glabra","Anacardiaceae","unchanged"
117723,"Rhus typhina L., 1756",117723,"Rhus typhina","Anacardiaceae","unchanged"
117731,"Rhynchospora alba (L.) Vahl, 1805",117731,"Rhynchospora alba","Cyperaceae","unchanged"
117732,"Rhynchospora fusca (L.) W.T.Aiton, 1810",117732,"Rhynchospora fusca","Cyperaceae","unchanged"
117748,"Ribes alpinum L., 1753",117748,"Ribes alpinum","Grossulariaceae","unchanged"
117766,"Ribes nigrum L., 1753",117766,"Ribes nigrum","Grossulariaceae","unchanged"
117771,"Ribes petraeum Wulfen, 1781",117771,"Ribes petraeum","Grossulariaceae","unchanged"
117774,"Ribes rubrum L., 1753",117774,"Ribes rubrum","Grossulariaceae","unchanged"
117775,"Ribes sanguineum Pursh, 1814",117775,"Ribes sanguineum","Grossulariaceae","unchanged"
117787,"Ribes uva-crispa L., 1753",117787,"Ribes uva-crispa","Grossulariaceae","unchanged"
117806,"Ricinus communis L., 1753",117806,"Ricinus communis","Euphorbiaceae","unchanged"
117820,"Ridolfia segetum (Guss.) Moris, 1842",117820,"Ridolfia segetum","Apiaceae","unchanged"
117860,"Robinia pseudoacacia L., 1753",117860,"Robinia pseudoacacia","Fabaceae","unchanged"
117876,"Roemeria hybrida (L.) DC., 1821",117876,"Roemeria hybrida","Papaveraceae","unchanged"
610857,"Roldana petasitis (Sims) H.Rob. & Brettell, 1974",610857,"Roldana petasitis","Asteraceae","unchanged"
117885,"Romulea arnaudii Moret, 2000",117885,"Romulea arnaudii","Iridaceae","unchanged"
117886,"Romulea assumptionis Font Quer, 1953",117886,"Romulea assumptionis","Iridaceae","unchanged"
117890,"Romulea bulbocodium (L.) Sebast. & Mauri, 1818",117890,"Romulea bulbocodium","Iridaceae","unchanged"
117891,"Romulea columnae Sebast. & Mauri, 1818",117891,"Romulea columnae","Iridaceae","unchanged"
117893,"Romulea corsica Jord. & Fourr., 1868",117893,"Romulea corsica","Iridaceae","unchanged"
117897,"Romulea florentii Moret, 2000",117897,"Romulea florentii","Iridaceae","unchanged"
117904,"Romulea ligustica Parl., 1858",117904,"Romulea ligustica","Iridaceae","unchanged"
117918,"Romulea ramiflora Ten., 1827",117918,"Romulea ramiflora","Iridaceae","unchanged"
117919,"Romulea requienii Parl., 1860",117919,"Romulea requienii","Iridaceae","unchanged"
117920,"Romulea revelieri Jord. & Fourr., 1866",117920,"Romulea revelierei","Iridaceae","unchanged"
117921,"Romulea rollii Parl., 1858",117921,"Romulea rollii","Iridaceae","unchanged"
117933,"Rorippa amphibia (L.) Besser, 1821",117933,"Rorippa amphibia","Brassicaceae","unchanged"
117937,"Rorippa austriaca (Crantz) Besser, 1821",117937,"Rorippa austriaca","Brassicaceae","unchanged"
117940,"Rorippa islandica (Oeder ex Gunnerus) Borb�s, 1900",117940,"Rorippa islandica","Brassicaceae","unchanged"
117944,"Rorippa palustris (L.) Besser, 1821",117944,"Rorippa palustris","Brassicaceae","unchanged"
117946,"Rorippa pyrenaica (All.) Rchb., 1838",117946,"Rorippa pyrenaica","Brassicaceae","unchanged"
117951,"Rorippa sylvestris (L.) Besser, 1821",117951,"Rorippa sylvestris","Brassicaceae","unchanged"
117986,"Rosa agrestis Savi, 1798",117986,"Rosa agrestis","Rosaceae","unchanged"
118016,"Rosa arvensis Huds., 1762",118016,"Rosa arvensis","Rosaceae","unchanged"
118030,"Rosa banksiae R.Br. ex W.T.Aiton, 1811",118030,"Rosa banksiae","Rosaceae","unchanged"
118073,"Rosa canina L., 1753",118073,"Rosa canina","Rosaceae","unchanged"
717451,"Rosa cinnamomea L., 1753",717451,"Rosa cinnamomea","Rosaceae","unchanged"
118173,"Rosa ferruginea Vill., 1779",118204,"Rosa glauca","Rosaceae","name_changed"
118192,"Rosa gallica L., 1753",118192,"Rosa gallica","Rosaceae","unchanged"
161345,"Rosa marginata Wallr., 1815",161345,"Rosa marginata","Rosaceae","unchanged"
118343,"Rosa montana Chaix, 1785",118343,"Rosa montana","Rosaceae","unchanged"
118347,"Rosa moschata Herrm., 1762",118347,"Rosa moschata","Rosaceae","unchanged"
118353,"Rosa multiflora Thunb., 1784",118353,"Rosa multiflora","Rosaceae","unchanged"
118397,"Rosa pendulina L., 1753",118397,"Rosa pendulina","Rosaceae","unchanged"
118416,"Rosa pouzinii Tratt., 1823",118416,"Rosa pouzinii","Rosaceae","unchanged"
118474,"Rosa rubiginosa L., 1771",118474,"Rosa rubiginosa","Rosaceae","unchanged"
118477,"Rosa rugosa Thunb., 1784",118477,"Rosa rugosa","Rosaceae","unchanged"
118498,"Rosa sempervirens L., 1753",118498,"Rosa sempervirens","Rosaceae","unchanged"
118513,"Rosa sicula Tratt., 1823",118513,"Rosa sicula","Rosaceae","unchanged"
118521,"Rosa spinosissima L., 1753",118521,"Rosa spinosissima","Rosaceae","unchanged"
118557,"Rosa tomentosa Sm., 1800",118557,"Rosa tomentosa","Rosaceae","unchanged"
118582,"Rosa villosa L., 1753",118582,"Rosa villosa","Rosaceae","unchanged"
118865,"Rosmarinus officinalis L., 1753",1027822,"Salvia rosmarinus","Lamiaceae","name_changed"
118872,"Rostraria cristata (L.) Tzvelev, 1971",118872,"Rostraria cristata","Poaceae","unchanged"
118877,"Rostraria pubescens (Lam.) Trin., 1820",118877,"Rostraria pubescens","Poaceae","unchanged"
118900,"Rouya polygama (Desf.) Coincy, 1901",118900,"Rouya polygama","Apiaceae","unchanged"
118916,"Rubia peregrina L., 1753",118916,"Rubia peregrina","Rubiaceae","unchanged"
118920,"Rubia tinctorum L., 1753",118920,"Rubia tinctorum","Rubiaceae","unchanged"
118963,"Rubus armeniacus Focke, 1874",118963,"Rubus armeniacus","Rosaceae","unchanged"
118993,"Rubus caesius L., 1753",118993,"Rubus caesius","Rosaceae","unchanged"
119003,"Rubus canescens DC., 1813",1039360,"Rubus aetnicus","Rosaceae","name_changed"
119149,"Rubus idaeus L., 1753",119149,"Rubus idaeus","Rosaceae","unchanged"
119152,"Rubus incanescens Bertol., 1844",119152,"Rubus incanescens","Rosaceae","unchanged"
119171,"Rubus laciniatus (Weston) Willd., 1806",119171,"Rubus laciniatus","Rosaceae","unchanged"
611520,"Rubus odoratus L., 1753",611520,"Rubus odoratus","Rosaceae","unchanged"
119263,"Rubus phoenicolasius Maxim., 1871",119263,"Rubus phoenicolasius","Rosaceae","unchanged"
119318,"Rubus saxatilis L., 1753",119318,"Rubus saxatilis","Rosaceae","unchanged"
119340,"Rubus spectabilis Pursh, 1814",119340,"Rubus spectabilis","Rosaceae","unchanged"
810894,"Rubus tricolor Focke ex Prain, 1913",717517,"Rubus tricolor","Rosaceae","name_changed"
119373,"Rubus ulmifolius Schott, 1818",119373,"Rubus ulmifolius","Rosaceae","unchanged"
119406,"Rudbeckia hirta L., 1753",119406,"Rudbeckia hirta","Asteraceae","unchanged"
119407,"Rudbeckia laciniata L., 1753",119407,"Rudbeckia laciniata","Asteraceae","unchanged"
119418,"Rumex acetosa L., 1753",119418,"Rumex acetosa","Polygonaceae","unchanged"
119419,"Rumex acetosella L., 1753",119419,"Rumex acetosella","Polygonaceae","unchanged"
119435,"Rumex alpinus L., 1759",119435,"Rumex alpinus","Polygonaceae","unchanged"
119447,"Rumex aquaticus L., 1753",119447,"Rumex aquaticus","Polygonaceae","unchanged"
119448,"Rumex aquitanicus Rech.f., 1929",119448,"Rumex aquitanicus","Polygonaceae","unchanged"
119450,"Rumex arifolius All., 1773",119450,"Rumex arifolius","Polygonaceae","unchanged"
119461,"Rumex bucephalophorus L., 1753",119461,"Rumex bucephalophorus","Polygonaceae","unchanged"
119471,"Rumex conglomeratus Murray, 1770",119471,"Rumex conglomeratus","Polygonaceae","unchanged"
119473,"Rumex crispus L., 1753",119473,"Rumex crispus","Polygonaceae","unchanged"
119474,"Rumex cristatus DC., 1813",119474,"Rumex cristatus","Polygonaceae","unchanged"
119475,"Rumex cuneifolius Campd., 1819",119475,"Rumex cuneifolius","Polygonaceae","unchanged"
119509,"Rumex hydrolapathum Huds., 1778",119509,"Rumex hydrolapathum","Polygonaceae","unchanged"
119513,"Rumex intermedius DC., 1815",119513,"Rumex intermedius","Polygonaceae","unchanged"
119525,"Rumex longifolius DC., 1815",119525,"Rumex longifolius","Polygonaceae","unchanged"
119533,"Rumex maritimus L., 1753",119533,"Rumex maritimus","Polygonaceae","unchanged"
119550,"Rumex obtusifolius L., 1753",119550,"Rumex obtusifolius","Polygonaceae","unchanged"
119556,"Rumex palustris Sm., 1800",119556,"Rumex palustris","Polygonaceae","unchanged"
119558,"Rumex patientia L., 1753",119558,"Rumex patientia","Polygonaceae","unchanged"
119569,"Rumex pulcher L., 1753",119569,"Rumex pulcher","Polygonaceae","unchanged"
119579,"Rumex roseus L., 1753",119579,"Rumex roseus","Polygonaceae","unchanged"
119582,"Rumex rupestris Le Gall, 1850",119582,"Rumex rupestris","Polygonaceae","unchanged"
119585,"Rumex sanguineus L., 1753",119585,"Rumex sanguineus","Polygonaceae","unchanged"
119587,"Rumex scutatus L., 1753",119587,"Rumex scutatus","Polygonaceae","unchanged"
119595,"Rumex thyrsiflorus Fingerh., 1829",119595,"Rumex thyrsiflorus","Polygonaceae","unchanged"
119596,"Rumex thyrsoides Desf., 1798",119596,"Rumex thyrsoides","Polygonaceae","unchanged"
119599,"Rumex triangulivalvis (Danser) Rech.f., 1937",119599,"Rumex triangulivalvis","Polygonaceae","unchanged"
119601,"Rumex tuberosus L., 1762",119601,"Rumex tuberosus","Polygonaceae","unchanged"
119688,"Ruppia cirrhosa (Petagna) Grande, 1918",119688,"Ruppia cirrhosa","Ruppiaceae","unchanged"
119691,"Ruppia maritima L., 1753",119691,"Ruppia maritima","Ruppiaceae","unchanged"
717521,"Ruschia caroli (L.Bolus) Schwantes, 1927",717521,"Ruschia caroli","Aizoaceae","unchanged"
119698,"Ruscus aculeatus L., 1753",119698,"Ruscus aculeatus","Asparagaceae","unchanged"
611535,"Ruscus hypoglossum L., 1753",611535,"Ruscus hypoglossum","Asparagaceae","unchanged"
119701,"Ruscus hypophyllum L., 1753",119701,"Ruscus hypophyllum","Asparagaceae","unchanged"
119707,"Ruta angustifolia Pers., 1805",119707,"Ruta angustifolia","Rutaceae","unchanged"
119710,"Ruta chalepensis L., 1767",119710,"Ruta chalepensis","Rutaceae","unchanged"
119713,"Ruta corsica DC., 1824",119713,"Ruta corsica","Rutaceae","unchanged"
119716,"Ruta graveolens L., 1753",119716,"Ruta graveolens","Rutaceae","unchanged"
119722,"Ruta montana (L.) L., 1756",119722,"Ruta montana","Rutaceae","unchanged"
119774,"Saccharum spontaneum L., 1771",119774,"Saccharum spontaneum","Poaceae","unchanged"
119780,"Sagina apetala Ard., 1763",119780,"Sagina apetala","Caryophyllaceae","unchanged"
119798,"Sagina glabra (Willd.) Fenzl, 1833",119798,"Sagina glabra","Caryophyllaceae","unchanged"
119805,"Sagina maritima G.Don, 1810",119805,"Sagina maritima","Caryophyllaceae","unchanged"
119812,"Sagina nodosa (L.) Fenzl, 1833",119812,"Sagina nodosa","Caryophyllaceae","unchanged"
119817,"Sagina pilifera (DC.) Fenzl, 1833",119817,"Sagina pilifera","Caryophyllaceae","unchanged"
119818,"Sagina procumbens L., 1753",119818,"Sagina procumbens","Caryophyllaceae","unchanged"
119827,"Sagina saginoides (L.) H.Karst., 1882",119827,"Sagina saginoides","Caryophyllaceae","unchanged"
119831,"Sagina subulata (Sw.) C.Presl, 1826",119824,"Sagina revelierei","Caryophyllaceae","name_changed"
119850,"Sagittaria graminea Michx., 1803",119850,"Sagittaria graminea","Alismataceae","unchanged"
119854,"Sagittaria latifolia Willd., 1805",119854,"Sagittaria latifolia","Alismataceae","unchanged"
119860,"Sagittaria sagittifolia L., 1753",119860,"Sagittaria sagittifolia","Alismataceae","unchanged"
119881,"Salicornia europaea L., 1753",119881,"Salicornia europaea","Amaranthaceae","unchanged"
788876,"Salicornia perennans Willd., 1797",788876,"Salicornia perennans","Amaranthaceae","unchanged"
119894,"Salicornia procumbens Sm., 1813",119894,"Salicornia procumbens","Amaranthaceae","unchanged"
119915,"Salix alba L., 1753",119915,"Salix alba","Salicaceae","unchanged"
119931,"Salix apennina A.K.Skvortsov, 1965",119931,"Salix apennina","Salicaceae","unchanged"
119933,"Salix appendiculata Vill., 1789",119933,"Salix appendiculata","Salicaceae","unchanged"
119948,"Salix atrocinerea Brot., 1804",119948,"Salix atrocinerea","Salicaceae","unchanged"
119952,"Salix aurita L., 1753",119952,"Salix aurita","Salicaceae","unchanged"
119954,"Salix babylonica L., 1753",119954,"Salix babylonica","Salicaceae","unchanged"
119959,"Salix bicolor Willd., 1796",119959,"Salix bicolor","Salicaceae","unchanged"
119968,"Salix breviserrata Flod., 1940",119968,"Salix breviserrata","Salicaceae","unchanged"
119970,"Salix caesia Vill., 1789",119970,"Salix caesia","Salicaceae","unchanged"
119977,"Salix caprea L., 1753",119977,"Salix caprea","Salicaceae","unchanged"
119985,"Salix ceretana (P.Monts.) Chmelar, 1981",119985,"Salix ceretana","Salicaceae","unchanged"
