"CD_REF_vasc_2018","Nom.scientifique_vasc_2018","CD_REF","LB_NOM","FAMILLE","taxonomy"
102431,"Hieracium pulmonarioides Vill., 1779",102431,"Hieracium pulmonarioides","Asteraceae","unchanged"
717255,"Hieracium pulviscapum Arv.-Touv., 1913",717255,"Hieracium pulviscapum","Asteraceae","unchanged"
102443,"Hieracium querceticola Jord. ex Boreau, 1857",102443,"Hieracium querceticola","Asteraceae","unchanged"
135872,"Hieracium ragusinoides Arv.-Touv. & St.-Yves, 1908",135872,"Hieracium ragusinoides","Asteraceae","unchanged"
102446,"Hieracium ramondii Griseb., 1852",102446,"Hieracium ramondii","Asteraceae","unchanged"
102449,"Hieracium rapunculoides Arv.-Touv., 1876",102449,"Hieracium rapunculoides","Asteraceae","unchanged"
102451,"Hieracium ravaudii Arv.-Touv., 1873",102451,"Hieracium ravaudii","Asteraceae","unchanged"
102453,"Hieracium recensitum Jord. ex Boreau, 1857",102294,"Hieracium x ovalifolium","Asteraceae","species_to_hybrid"
717256,"Hieracium retardatum (Zahn) Prain, 1913",717256,"Hieracium retardatum","Asteraceae","unchanged"
717257,"Hieracium revolii Sudre, 1913",717257,"Hieracium revolii","Asteraceae","unchanged"
102461,"Hieracium rhaeticum Fr., 1862",102461,"Hieracium rhaeticum","Asteraceae","unchanged"
102464,"Hieracium rhomboidale Lapeyr., 1782",102464,"Hieracium rhomboidale","Asteraceae","unchanged"
102471,"Hieracium rionii Gremli, 1883",102471,"Hieracium rionii","Asteraceae","unchanged"
717258,"Hieracium romieuxianum Zahn, 1926",717258,"Hieracium romieuxianum","Asteraceae","unchanged"
102473,"Hieracium rotgesianum Arv.-Touv. & Gaut., 1904",102473,"Hieracium rotgesianum","Asteraceae","unchanged"
717775,"Hieracium runcinatolobatum (Zahn) J.-M.Tison",717775,"Hieracium runcinatolobatum","Asteraceae","unchanged"
102478,"Hieracium rupestre All., 1789",102478,"Hieracium rupestre","Asteraceae","unchanged"
102482,"Hieracium ruppertianum Zahn, 1906",102482,"Hieracium ruppertianum","Asteraceae","unchanged"
788806,"Hieracium sabaudiforme (Zahn) Prain, 1913",102015,"Hieracium glareosum","Asteraceae","name_changed"
717259,"Hieracium samnaunicum (Zahn) Prain, 1913",717259,"Hieracium samnaunicum","Asteraceae","unchanged"
102492,"Hieracium sandozianum Zahn, 1901",102492,"Hieracium sandozianum","Asteraceae","unchanged"
102497,"Hieracium sarretoides Arv.-Touv. & H.J.Coste, 1913",102497,"Hieracium sarretoides","Asteraceae","unchanged"
102499,"Hieracium sauzei (Arv.-Touv.) Arv.-Touv., 1913",102499,"Hieracium sauzei","Asteraceae","unchanged"
102511,"Hieracium scariolifolium Arv.-Touv., 1888",102511,"Hieracium scariolifolium","Asteraceae","unchanged"
717260,"Hieracium schenkii (Griseb.) Schljakov, 1989",717260,"Hieracium schenkii","Asteraceae","unchanged"
102519,"Hieracium scorzonerifolium Vill., 1779",102519,"Hieracium scorzonerifolium","Asteraceae","unchanged"
102523,"Hieracium segureum Arv.-Touv., 1886",102523,"Hieracium segureum","Asteraceae","unchanged"
102524,"Hieracium semisilvaticum (Zahn) P.D.Sell & C.West, 1976",102524,"Hieracium semisilvaticum","Asteraceae","unchanged"
717261,"Hieracium seneppense (Arv.-Touv.) Belli, 1904",717261,"Hieracium seneppense","Asteraceae","unchanged"
102536,"Hieracium serresianum Arv.-Touv., 1902",102536,"Hieracium serresianum","Asteraceae","unchanged"
619680,"Hieracium setibifidum Arv.-Touv. & Gaut., 1908",619680,"Hieracium setibifidum","Asteraceae","unchanged"
102551,"Hieracium solidagineum Fr., 1862",102551,"Hieracium solidagineum","Asteraceae","unchanged"
102554,"Hieracium sonchoides Arv.-Touv., 1876",102554,"Hieracium sonchoides","Asteraceae","unchanged"
102555,"Hieracium souliei Arv.-Touv. & Gaut., 1908",102120,"Hieracium lamprophyllum","Asteraceae","name_changed"
102563,"Hieracium speluncarum Arv.-Touv., 1881",102563,"Hieracium speluncarum","Asteraceae","unchanged"
102566,"Hieracium spicatum All., 1785",102566,"Hieracium spicatum","Asteraceae","unchanged"
102567,"Hieracium spilophaeum Jord. ex Boreau, 1857",102567,"Hieracium spilophaeum","Asteraceae","unchanged"
717262,"Hieracium stauii Belli, 1904",NA,NA,NA,"species_removed"
102573,"Hieracium stelligerum Froel., 1838",102573,"Hieracium stelligerum","Asteraceae","unchanged"
102593,"Hieracium subhirsutum Jord. ex Boreau, 1857",102593,"Hieracium subhirsutum","Asteraceae","unchanged"
717263,"Hieracium sublacteum Arv.-Touv. & Gaut., 1894",1017995,"Hieracium sublacteum","Asteraceae","name_changed"
102595,"Hieracium submacilentum (Rouy) Prain, 1913",102595,"Hieracium submacilentum","Asteraceae","unchanged"
102597,"Hieracium subnivale Gren., 1850",102597,"Hieracium subnivale","Asteraceae","unchanged"
102607,"Hieracium subrude (Arv.-Touv.) Arv.-Touv., 1879",102607,"Hieracium subrude","Asteraceae","unchanged"
717264,"Hieracium succisoides Arv.-Touv., 1879",717264,"Hieracium succisoides","Asteraceae","unchanged"
628303,"Hieracium sutteri Soest, 1965",628303,"Hieracium sutteri","Asteraceae","unchanged"
717265,"Hieracium taraxaciforme Arv.-Touv., 1880",717265,"Hieracium taraxaciforme","Asteraceae","unchanged"
102631,"Hieracium tarnense Arv.-Touv. & Sudre, 1894",102631,"Hieracium tarnense","Asteraceae","unchanged"
102633,"Hieracium taurinense Jord., 1849",102633,"Hieracium taurinense","Asteraceae","unchanged"
102643,"Hieracium thapsifolium Arv.-Touv., 1873",102643,"Hieracium thapsifolium","Asteraceae","unchanged"
102647,"Hieracium tinctum Jord. ex Boreau, 1857",102647,"Hieracium tinctum","Asteraceae","unchanged"
717266,"Hieracium tomentellum N�geli & Peter, 1886",717266,"Hieracium tomentellum","Asteraceae","unchanged"
102650,"Hieracium tomentosum L., 1755",102650,"Hieracium tomentosum","Asteraceae","unchanged"
102652,"Hieracium tortifolium Jord. ex Boreau, 1857",102652,"Hieracium tortifolium","Asteraceae","unchanged"
161285,"Hieracium trachselianum Christener, 1860",161285,"Hieracium trachselianum","Asteraceae","unchanged"
619653,"Hieracium translucens Arv.-Touv., 1888",619653,"Hieracium translucens","Asteraceae","unchanged"
717267,"Hieracium trichocaulon (Dahlst.) Johanss., 1902",717267,"Hieracium trichocaulon","Asteraceae","unchanged"
102659,"Hieracium trichocerinthe Arv.-Touv. & Gaut., 1894",102659,"Hieracium trichocerinthe","Asteraceae","unchanged"
102662,"Hieracium trichodermum Arv.-Touv. & Gaut., 1894",102662,"Hieracium trichodermum","Asteraceae","unchanged"
102665,"Hieracium tridentatifolium (Zahn) P.D.Sell & C.West, 1976",102665,"Hieracium tridentatifolium","Asteraceae","unchanged"
102669,"Hieracium turritifolium Arv.-Touv., 1894",102669,"Hieracium turritifolium","Asteraceae","unchanged"
102670,"Hieracium ucenicum Arv.-Touv., 1888",102670,"Hieracium ucenicum","Asteraceae","unchanged"
102671,"Hieracium umbellatum L., 1753",102671,"Hieracium umbellatum","Asteraceae","unchanged"
102674,"Hieracium umbrosum Jord., 1848",102674,"Hieracium umbrosum","Asteraceae","unchanged"
102675,"Hieracium urticaceum Arv.-Touv. & Ravaud, 1876",619691,"Hieracium ligusticum","Asteraceae","name_changed"
102677,"Hieracium vaginatum Jeanb. & Timb.-Lagr., 1879",102677,"Hieracium vaginatum","Asteraceae","unchanged"
102678,"Hieracium vagum Jord., 1849",102678,"Hieracium vagum","Asteraceae","unchanged"
102680,"Hieracium valdepilosum Vill., 1779",102680,"Hieracium valdepilosum","Asteraceae","unchanged"
102681,"Hieracium valerianifolium Arv.-Touv. & Gaut., 1897",102681,"Hieracium valerianifolium","Asteraceae","unchanged"
102683,"Hieracium vallisiacum Fr., 1862",102683,"Hieracium vallisiacum","Asteraceae","unchanged"
102685,"Hieracium vasconicum Martrin-Donos, 1864",102685,"Hieracium vasconicum","Asteraceae","unchanged"
717268,"Hieracium venascanum Arv.-Touv. & Gaut., 1902",102530,"Hieracium sericeum","Asteraceae","name_changed"
102691,"Hieracium verbascifolium Vill., 1812",102691,"Hieracium verbascifolium","Asteraceae","unchanged"
102695,"Hieracium vestitum Gren., 1850",102695,"Hieracium vestitum","Asteraceae","unchanged"
102701,"Hieracium villosum Jacq., 1762",102701,"Hieracium villosum","Asteraceae","unchanged"
102706,"Hieracium virgaurea Coss., 1847",102706,"Hieracium virgaurea","Asteraceae","unchanged"
102708,"Hieracium virgultorum Jord., 1848",102708,"Hieracium virgultorum","Asteraceae","unchanged"
102709,"Hieracium viride Arv.-Touv., 1871",102709,"Hieracium viride","Asteraceae","unchanged"
102713,"Hieracium viscosum Arv.-Touv., 1876",102713,"Hieracium viscosum","Asteraceae","unchanged"
788804,"Hieracium vizzavonae (Zahn) J.-M.Tison",788804,"Hieracium vizzavonae","Asteraceae","unchanged"
102787,"Hieracium xatardianum Arv.-Touv., 1894",1002901,"Hieracium xatartianum","Asteraceae","name_changed"
102788,"Hieracium yvesianum Arv.-Touv., 1913",102788,"Hieracium yvesianum","Asteraceae","unchanged"
102794,"Hierochloe odorata (L.) P.Beauv., 1812",102794,"Hierochloe odorata","Poaceae","unchanged"
102797,"Himantoglossum hircinum (L.) Spreng., 1826",102797,"Himantoglossum hircinum","Orchidaceae","unchanged"
162131,"Himantoglossum robertianum (Loisel.) P.Delforge, 1999",162131,"Himantoglossum robertianum","Orchidaceae","unchanged"
102840,"Hippocrepis biflora Spreng., 1815",102840,"Hippocrepis biflora","Fabaceae","unchanged"
102841,"Hippocrepis ciliata Willd., 1808",102841,"Hippocrepis ciliata","Fabaceae","unchanged"
102842,"Hippocrepis comosa L., 1753",102842,"Hippocrepis comosa","Fabaceae","unchanged"
717269,"Hippocrepis conradiae Gamisans & Hugot, 2011",717269,"Hippocrepis conradiae","Fabaceae","unchanged"
102845,"Hippocrepis emerus (L.) Lassen, 1989",102845,"Hippocrepis emerus","Fabaceae","unchanged"
102851,"Hippocrepis multisiliquosa L., 1753",102851,"Hippocrepis multisiliquosa","Fabaceae","unchanged"
102857,"Hippocrepis scorpioides Benth., 1826",102857,"Hippocrepis scorpioides","Fabaceae","unchanged"
102863,"Hippophae rhamnoides L., 1753",102863,"Hippophae rhamnoides","Elaeagnaceae","unchanged"
102870,"Hippuris vulgaris L., 1753",102870,"Hippuris vulgaris","Plantaginaceae","unchanged"
102876,"Hirschfeldia incana (L.) Lagr.-Foss., 1847",102876,"Hirschfeldia incana","Brassicaceae","unchanged"
102900,"Holcus lanatus L., 1753",102900,"Holcus lanatus","Poaceae","unchanged"
102901,"Holcus mollis L., 1759",102901,"Holcus mollis","Poaceae","unchanged"
717776,"Holosteum breistrofferi Greuter & Charpin, 1971",717776,"Holosteum breistrofferi","Caryophyllaceae","unchanged"
102921,"Holosteum umbellatum L., 1753",102921,"Holosteum umbellatum","Caryophyllaceae","unchanged"
102925,"Homogyne alpina (L.) Cass., 1821",102925,"Homogyne alpina","Asteraceae","unchanged"
102929,"Honckenya peploides (L.) Ehrh., 1788",102929,"Honckenya peploides","Caryophyllaceae","unchanged"
102930,"Honorius nutans (Sm.) Gray, 1821",102930,"Honorius nutans","Asparagaceae","unchanged"
102934,"Hordelymus europaeus (L.) Harz, 1885",102934,"Hordelymus europaeus","Poaceae","unchanged"
102942,"Hordeum bulbosum L., 1756",102942,"Hordeum bulbosum","Poaceae","unchanged"
102959,"Hordeum geniculatum All., 1785",102959,"Hordeum geniculatum","Poaceae","unchanged"
102964,"Hordeum jubatum L., 1753",102964,"Hordeum jubatum","Poaceae","unchanged"
102968,"Hordeum marinum Huds., 1778",102968,"Hordeum marinum","Poaceae","unchanged"
102974,"Hordeum murinum L., 1753",102974,"Hordeum murinum","Poaceae","unchanged"
102990,"Hordeum secalinum Schreb., 1771",102990,"Hordeum secalinum","Poaceae","unchanged"
102999,"Hordeum vulgare L., 1753",102999,"Hordeum vulgare","Poaceae","unchanged"
103005,"Hormathophylla halimifolia (Boiss.) P.K�pfer, 1974",966498,"Hormathophylla ligustica","Brassicaceae","name_changed"
103006,"Hormathophylla lapeyrousiana (Jord.) P.K�pfer, 1974",103006,"Hormathophylla lapeyrouseana","Brassicaceae","unchanged"
103007,"Hormathophylla macrocarpa (DC.) P.K�pfer, 1974",966497,"Hormathophylla saxigena","Brassicaceae","name_changed"
103008,"Hormathophylla pyrenaica (Lapeyr.) Dudley & Cullen, 1965",103008,"Hormathophylla pyrenaica","Brassicaceae","unchanged"
103009,"Hormathophylla spinosa (L.) P.K�pfer, 1974",103009,"Hormathophylla spinosa","Brassicaceae","unchanged"
103012,"Horminum pyrenaicum L., 1753",103012,"Horminum pyrenaicum","Lamiaceae","unchanged"
103018,"Hornungia alpina (L.) O.Appel, 1997",103018,"Hornungia alpina","Brassicaceae","unchanged"
103019,"Hornungia petraea (L.) Rchb., 1838",103019,"Hornungia petraea","Brassicaceae","unchanged"
103020,"Hornungia procumbens (L.) Hayek, 1925",103020,"Hornungia procumbens","Brassicaceae","unchanged"
103027,"Hottonia palustris L., 1753",103027,"Hottonia palustris","Primulaceae","unchanged"
103030,"Humulus japonicus Siebold & Zucc., 1846",103030,"Humulus japonicus","Cannabaceae","unchanged"
103031,"Humulus lupulus L., 1753",103031,"Humulus lupulus","Cannabaceae","unchanged"
103034,"Huperzia selago (L.) Bernh. ex Schrank & Mart., 1829",103034,"Huperzia selago","Lycopodiaceae","unchanged"
103055,"Hyacinthoides hispanica (Mill.) Rothm., 1944",103055,"Hyacinthoides hispanica","Asparagaceae","unchanged"
103056,"Hyacinthoides italica (L.) Rothm., 1944",103056,"Hyacinthoides italica","Asparagaceae","unchanged"
103057,"Hyacinthoides non-scripta (L.) Chouard ex Rothm., 1944",103057,"Hyacinthoides non-scripta","Asparagaceae","unchanged"
103081,"Hyacinthus orientalis L., 1753",103081,"Hyacinthus orientalis","Asparagaceae","unchanged"
103108,"Hydrangea macrophylla (Thunb.) Ser., 1830",103108,"Hydrangea macrophylla","Hydrangeaceae","unchanged"
103120,"Hydrocharis morsus-ranae L., 1753",103120,"Hydrocharis morsus-ranae","Hydrocharitaceae","unchanged"
103129,"Hydrocotyle bonariensis Comm. ex Lam., 1789",103129,"Hydrocotyle bonariensis","Araliaceae","unchanged"
103139,"Hydrocotyle ranunculoides L.f., 1782",103139,"Hydrocotyle ranunculoides","Araliaceae","unchanged"
103142,"Hydrocotyle vulgaris L., 1753",103142,"Hydrocotyle vulgaris","Araliaceae","unchanged"
103155,"Hylotelephium anacampseros (L.) H.Ohba, 1977",103155,"Hylotelephium anacampseros","Crassulaceae","unchanged"
103158,"Hylotelephium jullianum (Boreau) Grulich, 1984",103158,"Hylotelephium jullianum","Crassulaceae","unchanged"
103159,"Hylotelephium maximum (L.) Holub, 1978",103159,"Hylotelephium maximum","Crassulaceae","unchanged"
610624,"Hylotelephium spectabile (Boreau) H.Ohba, 1977",610624,"Hylotelephium spectabile","Crassulaceae","unchanged"
103162,"Hylotelephium telephium (L.) H.Ohba, 1977",103162,"Hylotelephium telephium","Crassulaceae","unchanged"
103173,"Hymenophyllum tunbrigense (L.) Sm., 1793",103173,"Hymenophyllum tunbrigense","Hymenophyllaceae","unchanged"
103175,"Hymenophyllum wilsonii Hook., 1830",103175,"Hymenophyllum wilsonii","Hymenophyllaceae","unchanged"
103178,"Hyoscyamus albus L., 1753",103178,"Hyoscyamus albus","Solanaceae","unchanged"
103185,"Hyoscyamus niger L., 1753",103185,"Hyoscyamus niger","Solanaceae","unchanged"
103205,"Hyoseris radiata L., 1753",103205,"Hyoseris radiata","Asteraceae","unchanged"
103207,"Hyoseris scabra L., 1753",103207,"Hyoseris scabra","Asteraceae","unchanged"
717271,"Hyoseris taurina (Pamp.) Martinoli, 1953",717271,"Hyoseris taurina","Asteraceae","unchanged"
103216,"Hyparrhenia hirta (L.) Stapf, 1919",103216,"Hyparrhenia hirta","Poaceae","unchanged"
103219,"Hyparrhenia sinaica (Delile) Llaurad� ex G.L�pez, 1994",103219,"Hyparrhenia sinaica","Poaceae","unchanged"
103229,"Hypecoum imberbe Sm., 1806",103229,"Hypecoum imberbe","Papaveraceae","unchanged"
103233,"Hypecoum pendulum L., 1753",103233,"Hypecoum pendulum","Papaveraceae","unchanged"
103235,"Hypecoum procumbens L., 1753",103235,"Hypecoum procumbens","Papaveraceae","unchanged"
103245,"Hypericum androsaemum L., 1753",103245,"Hypericum androsaemum","Hypericaceae","unchanged"
103246,"Hypericum australe Ten., 1826",103246,"Hypericum australe","Hypericaceae","unchanged"
103254,"Hypericum calycinum L., 1767",103254,"Hypericum calycinum","Hypericaceae","unchanged"
103260,"Hypericum coris L., 1753",103260,"Hypericum coris","Hypericaceae","unchanged"
103261,"Hypericum corsicum Godr., 1847",103261,"Hypericum corsicum","Hypericaceae","unchanged"
103272,"Hypericum elodes L., 1759",103272,"Hypericum elodes","Hypericaceae","unchanged"
103283,"Hypericum gentianoides (L.) Britton, Sterns & Poggenb., 1888",103283,"Hypericum gentianoides","Hypericaceae","unchanged"
103286,"Hypericum hircinum L., 1753",103286,"Hypericum hircinum","Hypericaceae","unchanged"
103287,"Hypericum hirsutum L., 1753",103287,"Hypericum hirsutum","Hypericaceae","unchanged"
103288,"Hypericum humifusum L., 1753",103288,"Hypericum humifusum","Hypericaceae","unchanged"
103289,"Hypericum hyssopifolium Chaix, 1785",103289,"Hypericum hyssopifolium","Hypericaceae","unchanged"
103292,"Hypericum linariifolium Vahl, 1790",103292,"Hypericum linariifolium","Hypericaceae","unchanged"
103298,"Hypericum maculatum Crantz, 1763",103298,"Hypericum maculatum","Hypericaceae","unchanged"
103299,"Hypericum majus (A.Gray) Britton, 1894",103299,"Hypericum majus","Hypericaceae","unchanged"
103301,"Hypericum montanum L., 1755",103301,"Hypericum montanum","Hypericaceae","unchanged"
103302,"Hypericum mutilum L., 1753",103302,"Hypericum mutilum","Hypericaceae","unchanged"
103308,"Hypericum nummularium L., 1753",103308,"Hypericum nummularium","Hypericaceae","unchanged"
103315,"Hypericum perfoliatum L., 1767",103315,"Hypericum perfoliatum","Hypericaceae","unchanged"
103316,"Hypericum perforatum L., 1753",103316,"Hypericum perforatum","Hypericaceae","unchanged"
103320,"Hypericum pulchrum L., 1753",103320,"Hypericum pulchrum","Hypericaceae","unchanged"
103324,"Hypericum richeri Vill., 1779",103324,"Hypericum richeri","Hypericaceae","unchanged"
103329,"Hypericum tetrapterum Fr., 1823",103329,"Hypericum tetrapterum","Hypericaceae","unchanged"
103330,"Hypericum tomentosum L., 1753",103330,"Hypericum tomentosum","Hypericaceae","unchanged"
103331,"Hypericum triquetrifolium Turra, 1765",103331,"Hypericum triquetrifolium","Hypericaceae","unchanged"
103352,"Hypochaeris achyrophorus L., 1753",103352,"Hypochaeris achyrophorus","Asteraceae","unchanged"
103360,"Hypochaeris cretensis (L.) Bory & Chaub., 1832",103360,"Hypochaeris cretensis","Asteraceae","unchanged"
103364,"Hypochaeris glabra L., 1753",103364,"Hypochaeris glabra","Asteraceae","unchanged"
103369,"Hypochaeris maculata L., 1753",103369,"Hypochaeris maculata","Asteraceae","unchanged"
103375,"Hypochaeris radicata L., 1753",103375,"Hypochaeris radicata","Asteraceae","unchanged"
103376,"Hypochaeris robertia Fiori, 1910",103376,"Hypochaeris robertia","Asteraceae","unchanged"
103383,"Hypochaeris uniflora Vill., 1779",103383,"Hypochaeris uniflora","Asteraceae","unchanged"
103406,"Hyssopus officinalis L., 1753",103406,"Hyssopus officinalis","Lamiaceae","unchanged"
103415,"Iberis amara L., 1753",103415,"Iberis amara","Brassicaceae","unchanged"
103420,"Iberis aurosica Chaix, 1785",103420,"Iberis aurosica","Brassicaceae","unchanged"
103423,"Iberis bernardiana Godr. & Gren., 1848",103423,"Iberis bernardiana","Brassicaceae","unchanged"
103431,"Iberis carnosa Willd., 1800",103431,"Iberis carnosa","Brassicaceae","unchanged"
103433,"Iberis ciliata All., 1789",103433,"Iberis ciliata","Brassicaceae","unchanged"
103456,"Iberis intermedia Guers., 1803",103456,"Iberis intermedia","Brassicaceae","unchanged"
103461,"Iberis linifolia L., 1759",103461,"Iberis linifolia","Brassicaceae","unchanged"
103469,"Iberis nana All., 1789",103469,"Iberis nana","Brassicaceae","unchanged"
103478,"Iberis pinnata L., 1755",103478,"Iberis pinnata","Brassicaceae","unchanged"
103492,"Iberis saxatilis L., 1756",103492,"Iberis saxatilis","Brassicaceae","unchanged"
103493,"Iberis semperflorens L., 1753",103493,"Iberis semperflorens","Brassicaceae","unchanged"
103494,"Iberis sempervirens L., 1753",103494,"Iberis sempervirens","Brassicaceae","unchanged"
103497,"Iberis spathulata J.P.Bergeret ex DC., 1805",103497,"Iberis spathulata","Brassicaceae","unchanged"
103501,"Iberis timeroyi Jord., 1847",103501,"Iberis timeroyi","Brassicaceae","unchanged"
103502,"Iberis umbellata L., 1753",103502,"Iberis umbellata","Brassicaceae","unchanged"
103511,"Ibicella lutea (Lindl.) Van Eselt., 1929",103511,"Ibicella lutea","Martyniaceae","unchanged"
103514,"Ilex aquifolium L., 1753",103514,"Ilex aquifolium","Aquifoliaceae","unchanged"
103536,"Illecebrum verticillatum L., 1753",103536,"Illecebrum verticillatum","Caryophyllaceae","unchanged"
103543,"Impatiens balfouri Hook.f., 1903",103543,"Impatiens balfourii","Balsaminaceae","unchanged"
445494,"Impatiens balsamina L., 1753",445494,"Impatiens balsamina","Balsaminaceae","unchanged"
103545,"Impatiens capensis Meerb., 1775",103545,"Impatiens capensis","Balsaminaceae","unchanged"
103547,"Impatiens glandulifera Royle, 1833",103547,"Impatiens glandulifera","Balsaminaceae","unchanged"
103553,"Impatiens noli-tangere L., 1753",103553,"Impatiens noli-tangere","Balsaminaceae","unchanged"
103557,"Impatiens parviflora DC., 1824",103557,"Impatiens parviflora","Balsaminaceae","unchanged"
103562,"Imperata cylindrica (L.) Raeusch., 1797",103562,"Imperata cylindrica","Poaceae","unchanged"
103578,"Imperatoria ostruthium L., 1753",103578,"Imperatoria ostruthium","Apiaceae","unchanged"
103596,"Inula bifrons (L.) L., 1763",103596,"Inula bifrons","Asteraceae","unchanged"
103598,"Inula britannica L., 1753",103598,"Inula britannica","Asteraceae","unchanged"
103608,"Inula conyza DC., 1836",945856,"Inula conyzae","Asteraceae","name_changed"
103626,"Inula helenioides DC., 1815",103626,"Inula helenioides","Asteraceae","unchanged"
103627,"Inula helenium L., 1753",103627,"Inula helenium","Asteraceae","unchanged"
103628,"Inula helvetica Weber, 1784",103628,"Inula helvetica","Asteraceae","unchanged"
103631,"Inula hirta L., 1753",103631,"Inula hirta","Asteraceae","unchanged"
103639,"Inula montana L., 1753",103639,"Inula montana","Asteraceae","unchanged"
103648,"Inula salicina L., 1753",103648,"Inula salicina","Asteraceae","unchanged"
103651,"Inula spiraeifolia L., 1759",103651,"Inula spiraeifolia","Asteraceae","unchanged"
717275,"Ionopsidium glastifolium (L.) M.Koch, 2012",717275,"Ionopsidium glastifolium","Brassicaceae","unchanged"
103682,"Ipomoea hederacea Jacq., 1787",103682,"Ipomoea hederacea","Convolvulaceae","unchanged"
103684,"Ipomoea indica (Burm.) Merr., 1917",103684,"Ipomoea indica","Convolvulaceae","unchanged"
521639,"Ipomoea purpurea (L.) Roth, 1787",521639,"Ipomoea purpurea","Convolvulaceae","unchanged"
103693,"Ipomoea sagittata Poir., 1789",103693,"Ipomoea sagittata","Convolvulaceae","unchanged"
103702,"Iris albicans Lange, 1860",103702,"Iris albicans","Iridaceae","unchanged"
103734,"Iris foetidissima L., 1753",103734,"Iris foetidissima","Iridaceae","unchanged"
103737,"Iris germanica L., 1753",103737,"Iris germanica","Iridaceae","unchanged"
103738,"Iris graminea L., 1753",103738,"Iris graminea","Iridaceae","unchanged"
103746,"Iris latifolia (Mill.) Voss, 1895",103746,"Iris latifolia","Iridaceae","unchanged"
103749,"Iris lutescens Lam., 1789",103749,"Iris lutescens","Iridaceae","unchanged"
610887,"Iris orientalis Mill., 1768",610887,"Iris orientalis","Iridaceae","unchanged"
103763,"Iris pallida Lam., 1789",103763,"Iris pallida","Iridaceae","unchanged"
103768,"Iris perrieri Simonet ex P.Fourn., 1935",103768,"Iris perrieri","Iridaceae","unchanged"
103772,"Iris pseudacorus L., 1753",103772,"Iris pseudacorus","Iridaceae","unchanged"
717276,"Iris reichenbachiana Klatt, 1866",717276,"Iris reichenbachiana","Iridaceae","unchanged"
103777,"Iris sibirica L., 1753",103777,"Iris sibirica","Iridaceae","unchanged"
103790,"Iris tuberosa L., 1753",103790,"Iris tuberosa","Iridaceae","unchanged"
103791,"Iris unguicularis Poir., 1789",103791,"Iris unguicularis","Iridaceae","unchanged"
103793,"Iris versicolor L., 1753",103793,"Iris versicolor","Iridaceae","unchanged"
103800,"Iris xiphium L., 1753",103800,"Iris xiphium","Iridaceae","unchanged"
103803,"Isatis alpina Vill., 1779",103803,"Isatis alpina","Brassicaceae","unchanged"
103817,"Isatis tinctoria L., 1753",103817,"Isatis tinctoria","Brassicaceae","unchanged"
103832,"Iso�tes boryana Durieu, 1861",103832,"Isoetes boryana","Isoetaceae","unchanged"
611746,"Isoetes creussensis Lazare & S.Riba, 2010",611746,"Isoetes creussensis","Isoetaceae","unchanged"
103840,"Iso�tes duriei Bory, 1844",103840,"Isoetes durieui","Isoetaceae","unchanged"
103841,"Iso�tes echinospora Durieu, 1861",103841,"Isoetes echinospora","Isoetaceae","unchanged"
103842,"Iso�tes histrix Bory, 1844",103842,"Isoetes histrix","Isoetaceae","unchanged"
103843,"Iso�tes lacustris L., 1753",103843,"Isoetes lacustris","Isoetaceae","unchanged"
103846,"Iso�tes setacea Lam., 1789",103838,"Isoetes delilei","Isoetaceae","name_changed"
788798,"Isoetes subinermis (Durieu) Cesca & Peruzzi, 2001",958369,"Isoetes gymnocarpa","Isoetaceae","name_changed"
103852,"Iso�tes velata A.Braun, 1850",161103,"Isoetes longissima","Isoetaceae","name_changed"
103857,"Isolepis cernua (Vahl) Roem. & Schult., 1817",103857,"Isolepis cernua","Cyperaceae","unchanged"
103862,"Isolepis fluitans (L.) R.Br., 1810",103862,"Isolepis fluitans","Cyperaceae","unchanged"
103887,"Isolepis pseudosetacea (Daveau) Vasc., 1970",103887,"Isolepis pseudosetacea","Cyperaceae","unchanged"
103898,"Isolepis setacea (L.) R.Br., 1810",103898,"Isolepis setacea","Cyperaceae","unchanged"
103917,"Isopyrum thalictroides L., 1753",103917,"Isopyrum thalictroides","Ranunculaceae","unchanged"
103924,"Iva xanthiifolia Nutt., 1818",103924,"Iva xanthiifolia","Asteraceae","unchanged"
103931,"Ixia dubia Vent., 1804",103931,"Ixia dubia","Iridaceae","unchanged"
103985,"Jacobaea adonidifolia (Loisel.) M�rat, 1812",103985,"Jacobaea adonidifolia","Asteraceae","unchanged"
610648,"Jacobaea alpina (L.) Moench, 1794",610648,"Jacobaea alpina","Asteraceae","unchanged"
103987,"Jacobaea aquatica (Hill) G.Gaertn., B.Mey. & Scherb., 1801",103987,"Jacobaea aquatica","Asteraceae","unchanged"
610644,"Jacobaea erratica (Bertol.) Fourr., 1868",610644,"Jacobaea erratica","Asteraceae","unchanged"
103991,"Jacobaea erucifolia (L.) G.Gaertn., B.Mey. & Scherb., 1801",103991,"Jacobaea erucifolia","Asteraceae","unchanged"
610642,"Jacobaea incana (L.) Veldkamp, 2006",610642,"Jacobaea incana","Asteraceae","unchanged"
610647,"Jacobaea leucophylla (DC.) Pelser, 2006",610647,"Jacobaea leucophylla","Asteraceae","unchanged"
610643,"Jacobaea maritima (L.) Pelser & Meijden, 2005",610643,"Jacobaea maritima","Asteraceae","unchanged"
103995,"Jacobaea paludosa (L.) G.Gaertn., B.Mey. & Scherb., 1801",103995,"Jacobaea paludosa","Asteraceae","unchanged"
