"NOM_VALIDE","CD_REF","SOURCE","SELECTED_TYPOLOGY_ENG"
"Crepis sancta (L.) Bornm., 1913",93129,"Chabert","Medical/Therapeutic"
"Crepis vesicaria L., 1753",93157,"Chabert","Medical/Therapeutic"
"Crithmum maritimum L., 1753",93190,"Chabert","Medical/Therapeutic"
"Cruciata laevipes Opiz, 1852",93308,"Chabert","Medical/Therapeutic"
"Cupressus sempervirens L., 1753",93590,"Chabert","Medical/Therapeutic"
"Cyanus montanus (L.) Hill, 1768",93673,"Chabert","Medical/Therapeutic"
"Cyanus segetum Hill, 1762",93680,"Chabert","Medical/Therapeutic"
"Cynodon dactylon (L.) Pers., 1805",93803,"Chabert","Medical/Therapeutic"
"Cynoglossum officinale L., 1753",93840,"Chabert","Medical/Therapeutic"
"Cyperus rotundus L., 1753",94011,"Chabert","Medical/Therapeutic"
"Cytisus scoparius (L.) Link, 1822",94164,"Chabert","Medical/Therapeutic"
"Dactylis glomerata L., 1753",94207,"Chabert","Medical/Therapeutic"
"Daphne gnidium L., 1753",94427,"Chabert","Medical/Therapeutic"
"Daphne mezereum L., 1753",94435,"Chabert","Medical/Therapeutic"
"Daucus carota L., 1753",94503,"Chabert","Medical/Therapeutic"
"Delphinium consolida L., 1753",94572,"Chabert","Medical/Therapeutic"
"Descurainia sophia (L.) Webb ex Prantl, 1891",94645,"Chabert","Medical/Therapeutic"
"Dianthus carthusianorum L., 1753",94716,"Chabert","Medical/Therapeutic"
"Digitalis lutea L., 1753",94945,"Chabert","Medical/Therapeutic"
"Digitalis purpurea L., 1753",94959,"Chabert","Medical/Therapeutic"
"Dioscorea communis (L.) Caddick & Wilkin, 2002",611652,"Chabert","Medical/Therapeutic"
"Diplotaxis tenuifolia (L.) DC., 1821",95136,"Chabert","Medical/Therapeutic"
"Dipsacus fullonum L., 1753",95149,"Chabert","Medical/Therapeutic"
"Dittrichia graveolens (L.) Greuter, 1973",95186,"Chabert","Medical/Therapeutic"
"Dittrichia viscosa (L.) Greuter, 1973",95187,"Chabert","Medical/Therapeutic"
"Doronicum pardalianches L., 1753",95239,"Chabert","Medical/Therapeutic"
"Dryas octopetala L., 1753",95461,"Chabert","Medical/Therapeutic"
"Dryopteris filix-mas (L.) Schott, 1834",95567,"Chabert","Medical/Therapeutic"
"Dysphania botrys (L.) Mosyakin & Clemants, 2002",611755,"Chabert","Medical/Therapeutic"
"Ecballium elaterium (L.) A.Rich., 1824",95662,"Chabert","Medical/Therapeutic"
"Echium vulgare L., 1753",95793,"Chabert","Medical/Therapeutic"
"Elytrigia repens (L.) Desv. ex Nevski, 1934",96046,"Chabert","Medical/Therapeutic"
"Chamaenerion angustifolium (L.) Scop., 1771",90483,"Chabert","Medical/Therapeutic"
"Chamaenerion dodonaei (Vill.) Schur, 1853",1019304,"Chabert","Medical/Therapeutic"
"Epilobium hirsutum L., 1753",96180,"Chabert","Medical/Therapeutic"
"Epilobium montanum L., 1753",96208,"Chabert","Medical/Therapeutic"
"Epilobium palustre L., 1753",96226,"Chabert","Medical/Therapeutic"
"Epilobium parviflorum Schreb., 1771",96229,"Chabert","Medical/Therapeutic"
"Epilobium tetragonum L., 1753",96271,"Chabert","Medical/Therapeutic"
"Equisetum arvense L., 1753",96508,"Chabert","Medical/Therapeutic"
"Equisetum hyemale L., 1753",96523,"Chabert","Medical/Therapeutic"
"Equisetum palustre L., 1753",96534,"Chabert","Medical/Therapeutic"
"Equisetum variegatum Schleich. ex F.Weber & D.Mohr, 1807",762284,"Chabert","Medical/Therapeutic"
"Erica cinerea L., 1753",96667,"Chabert","Medical/Therapeutic"
"Erica scoparia L., 1753",96691,"Chabert","Medical/Therapeutic"
"Erigeron acris L., 1753",611688,"Chabert","Medical/Therapeutic"
"Erodium cicutarium (L.) L'Hér., 1789",96895,"Chabert","Medical/Therapeutic"
"Eryngium campestre L., 1753",97141,"Chabert","Medical/Therapeutic"
"Erysimum cheiri (L.) Crantz, 1769",97185,"Chabert","Medical/Therapeutic"
"Euonymus europaeus L., 1753",609982,"Chabert","Medical/Therapeutic"
"Euphorbia amygdaloides L., 1753",97452,"Chabert","Medical/Therapeutic"
"Euphorbia cyparissias L., 1753",97490,"Chabert","Medical/Therapeutic"
"Euphorbia helioscopia L., 1753",97537,"Chabert","Medical/Therapeutic"
"Euphorbia lathyris L., 1753",97556,"Chabert","Medical/Therapeutic"
"Euphorbia palustris L., 1753",97601,"Chabert","Medical/Therapeutic"
"Fagus sylvatica L., 1753",97947,"Chabert","Medical/Therapeutic"
"Ferula communis L., 1753",98020,"Chabert","Medical/Therapeutic"
"Ficaria verna Huds., 1762",98651,"Chabert","Medical/Therapeutic"
"Ficus carica L., 1753",98653,"Chabert","Medical/Therapeutic"
"Filipendula ulmaria (L.) Maxim., 1879",98717,"Chabert","Medical/Therapeutic"
"Filipendula vulgaris Moench, 1794",98718,"Chabert","Medical/Therapeutic"
"Foeniculum vulgare Mill., 1768",98756,"Chabert","Medical/Therapeutic"
"Fragaria vesca L., 1753",98865,"Chabert","Medical/Therapeutic"
"Frangula alnus Mill., 1768",98887,"Chabert","Medical/Therapeutic"
"Fraxinus angustifolia Vahl, 1804 [nom. cons.]",98910,"Chabert","Medical/Therapeutic"
"Fraxinus excelsior L., 1753",98921,"Chabert","Medical/Therapeutic"
"Fraxinus ornus L., 1753",98933,"Chabert","Medical/Therapeutic"
"Fumaria officinalis L., 1753",99108,"Chabert","Medical/Therapeutic"
"Galanthus nivalis L., 1753",99233,"Chabert","Medical/Therapeutic"
"Galatella sedifolia (L.) Greuter, 2003",610594,"Chabert","Medical/Therapeutic"
"Galega officinalis L., 1753",99260,"Chabert","Medical/Therapeutic"
"Galeopsis ladanum L., 1753",99305,"Chabert","Medical/Therapeutic"
"Galeopsis segetum Neck., 1770",99329,"Chabert","Medical/Therapeutic"
"Galeopsis tetrahit L., 1753",99334,"Chabert","Medical/Therapeutic"
"Galium aparine L., 1753",99373,"Chabert","Medical/Therapeutic"
"Galium mollugo L., 1753",99473,"Chabert","Medical/Therapeutic"
"Galium odoratum (L.) Scop., 1771",99488,"Chabert","Medical/Therapeutic"
"Galium palustre L., 1753",99494,"Chabert","Medical/Therapeutic"
"Galium verum L., 1753",99582,"Chabert","Medical/Therapeutic"
"Genista scorpius (L.) DC., 1805",99815,"Chabert","Medical/Therapeutic"
"Genista tinctoria L., 1753",99828,"Chabert","Medical/Therapeutic"
"Gentiana acaulis L., 1753",99854,"Chabert","Medical/Therapeutic"
"Gentiana cruciata L., 1753",99881,"Chabert","Medical/Therapeutic"
"Gentiana lutea L., 1753",99903,"Chabert","Medical/Therapeutic"
"Gentiana pneumonanthe L., 1753",99922,"Chabert","Medical/Therapeutic"
"Gentiana verna L., 1753",99953,"Chabert","Medical/Therapeutic"
"Geranium robertianum L., 1753",100142,"Chabert","Medical/Therapeutic"
"Geranium rotundifolium L., 1753",100144,"Chabert","Medical/Therapeutic"
"Geranium sanguineum L., 1753",100149,"Chabert","Medical/Therapeutic"
"Geum montanum L., 1753",100208,"Chabert","Medical/Therapeutic"
"Geum rivale L., 1753",100215,"Chabert","Medical/Therapeutic"
"Geum urbanum L., 1753",100225,"Chabert","Medical/Therapeutic"
"Glechoma hederacea L., 1753",100310,"Chabert","Medical/Therapeutic"
"Helianthemum nummularium (L.) Mill., 1768",100956,"Chabert","Medical/Therapeutic"
"Helichrysum italicum (Roth) G.Don, 1830",101080,"Chabert","Medical/Therapeutic"
"Helichrysum stoechas (L.) Moench, 1794",101101,"Chabert","Medical/Therapeutic"
"Heliotropium europaeum L., 1753",101144,"Chabert","Medical/Therapeutic"
"Helleborus foetidus L., 1753",101188,"Chabert","Medical/Therapeutic"
"Hepatica nobilis Schreb., 1771",101253,"Chabert","Medical/Therapeutic"
"Heracleum sphondylium L., 1753",101300,"Chabert","Medical/Therapeutic"
"Herniaria cinerea DC., 1815",101405,"Chabert","Medical/Therapeutic"
"Herniaria glabra L., 1753",101411,"Chabert","Medical/Therapeutic"
"Herniaria hirsuta L., 1753",101412,"Chabert","Medical/Therapeutic"
"Hippophae rhamnoides L., 1753",102863,"Chabert","Medical/Therapeutic"
"Humulus lupulus L., 1753",103031,"Chabert","Medical/Therapeutic"
"Hyoscyamus albus L., 1753",103178,"Chabert","Medical/Therapeutic"
"Hyoscyamus niger L., 1753",103185,"Chabert","Medical/Therapeutic"
"Hypericum androsaemum L., 1753",103245,"Chabert","Medical/Therapeutic"
"Hypericum perforatum L., 1753",103316,"Chabert","Medical/Therapeutic"
"Hypericum pulchrum L., 1753",103320,"Chabert","Medical/Therapeutic"
"Ilex aquifolium L., 1753",103514,"Chabert","Medical/Therapeutic"
"Impatiens noli-tangere L., 1753 [nom. et typ. cons.]",103553,"Chabert","Medical/Therapeutic"
"Imperatoria ostruthium L., 1753",103578,"Chabert","Medical/Therapeutic"
"Iris pseudacorus L., 1753",103772,"Chabert","Medical/Therapeutic"
"Isatis tinctoria L., 1753",103817,"Chabert","Medical/Therapeutic"
"Jacobaea incana (L.) Veldkamp, 2006",610642,"Chabert","Medical/Therapeutic"
"Jacobaea maritima (L.) Pelser & Meijden, 2005",610643,"Chabert","Medical/Therapeutic"
"Jacobaea vulgaris Gaertn., 1791",610646,"Chabert","Medical/Therapeutic"
"Juniperus oxycedrus L., 1753",104409,"Chabert","Medical/Therapeutic"
"Juniperus sabina L., 1753",104413,"Chabert","Medical/Therapeutic"
"Juniperus thurifera L., 1753",104419,"Chabert","Medical/Therapeutic"
"Kickxia elatine (L.) Dumort., 1827",104502,"Chabert","Medical/Therapeutic"
"Knautia arvensis (L.) Coult., 1828",104516,"Chabert","Medical/Therapeutic"
"Lactuca perennis L., 1753",104764,"Chabert","Medical/Therapeutic"
"Lactuca serriola L., 1756",104775,"Chabert","Medical/Therapeutic"
"Lactuca virosa L., 1753",104787,"Chabert","Medical/Therapeutic"
"Lamium album L., 1753",104854,"Chabert","Medical/Therapeutic"
"Lamium amplexicaule L., 1753",104855,"Chabert","Medical/Therapeutic"
"Lamium galeobdolon (L.) L., 1759",104876,"Chabert","Medical/Therapeutic"
"Lamium maculatum (L.) L., 1763",104889,"Chabert","Medical/Therapeutic"
"Lamium purpureum L., 1753",104903,"Chabert","Medical/Therapeutic"
"Lapsana communis L., 1753",105017,"Chabert","Medical/Therapeutic"
"Larix decidua Mill., 1768",105042,"Chabert","Medical/Therapeutic"
"Lathyrus latifolius L., 1753",105211,"Chabert","Medical/Therapeutic"
"Lathyrus sylvestris L., 1753",105266,"Chabert","Medical/Therapeutic"
"Laurus nobilis L., 1753",105295,"Chabert","Medical/Therapeutic"
"Lavandula angustifolia Mill., 1768",105297,"Chabert","Medical/Therapeutic"
"Lavandula latifolia Medik., 1784",105312,"Chabert","Medical/Therapeutic"
"Lavandula stoechas L., 1753",105321,"Chabert","Medical/Therapeutic"
"Leontopodium nivale (Ten.) A.L.P.Huet ex Hand.-Mazz., 1927",611031,"Chabert","Medical/Therapeutic"
"Leucanthemum vulgare Lam., 1779",105817,"Chabert","Medical/Therapeutic"
"Ligustrum vulgare L., 1753",105966,"Chabert","Medical/Therapeutic"
"Linaria repens (L.) Mill., 1768",106213,"Chabert","Medical/Therapeutic"
"Linaria vulgaris Mill., 1768",106234,"Chabert","Medical/Therapeutic"
"Linum catharticum L., 1753",106288,"Chabert","Medical/Therapeutic"
"Lithospermum officinale L., 1753",106396,"Chabert","Medical/Therapeutic"
"Lonicera etrusca Santi, 1795",106565,"Chabert","Medical/Therapeutic"
"Lonicera nigra L., 1753",106574,"Chabert","Medical/Therapeutic"
"Lonicera periclymenum L., 1753",106581,"Chabert","Medical/Therapeutic"
"Lonicera xylosteum L., 1753",106595,"Chabert","Medical/Therapeutic"
"Lotus corniculatus L., 1753",106653,"Chabert","Medical/Therapeutic"
"Lysimachia arvensis (L.) U.Manns & Anderb., 2009",610909,"Chabert","Medical/Therapeutic"
"Lysimachia nummularia L., 1753",107073,"Chabert","Medical/Therapeutic"
"Lysimachia vulgaris L., 1753",107090,"Chabert","Medical/Therapeutic"
"Lythrum salicaria L., 1753",107117,"Chabert","Medical/Therapeutic"
"Malus sylvestris (L.) Mill., 1768",107217,"Chabert","Medical/Therapeutic"
"Malva alcea L., 1753",107224,"Chabert","Medical/Therapeutic"
"Malva moschata L., 1753",107282,"Chabert","Medical/Therapeutic"
"Malva sylvestris L., 1753",107318,"Chabert","Medical/Therapeutic"
"Marrubium vulgare L., 1753",107397,"Chabert","Medical/Therapeutic"
"Matricaria chamomilla L., 1753",107440,"Chabert","Medical/Therapeutic"
"Melampyrum arvense L., 1753",107786,"Chabert","Medical/Therapeutic"
"Melilotus albus Medik., 1787",107886,"Chabert","Medical/Therapeutic"
"Melilotus altissimus Thuill., 1799",107887,"Chabert","Medical/Therapeutic"
"Melilotus officinalis (L.) Lam., 1779",107942,"Chabert","Medical/Therapeutic"
"Melissa officinalis L., 1753",107992,"Chabert","Medical/Therapeutic"
"Melittis melissophyllum L., 1753",108003,"Chabert","Medical/Therapeutic"
"Mentha arvensis L., 1753",108029,"Chabert","Medical/Therapeutic"
"Mentha longifolia (L.) Huds., 1762",108103,"Chabert","Medical/Therapeutic"
"Mentha pulegium L., 1753",108138,"Chabert","Medical/Therapeutic"
"Menyanthes trifoliata L., 1753",108345,"Chabert","Medical/Therapeutic"
"Mercurialis annua L., 1753",108351,"Chabert","Medical/Therapeutic"
"Mercurialis perennis L., 1753",108361,"Chabert","Medical/Therapeutic"
"Meum athamanticum Jacq., 1776",108454,"Chabert","Medical/Therapeutic"
"Myosotis arvensis (L.) Hill, 1764",108996,"Chabert","Medical/Therapeutic"
"Myrrhis odorata (L.) Scop., 1771",109161,"Chabert","Medical/Therapeutic"
"Myrtus communis L., 1753",109186,"Chabert","Medical/Therapeutic"
"Narcissus pseudonarcissus L., 1753",109297,"Chabert","Medical/Therapeutic"
"Nasturtium officinale W.T.Aiton, 1812",109422,"Chabert","Medical/Therapeutic"
"Nigella damascena L., 1753",109625,"Chabert","Medical/Therapeutic"
"Oenothera biennis L., 1753",109911,"Chabert","Medical/Therapeutic"
"Ononis natrix L., 1753",110211,"Chabert","Medical/Therapeutic"
"Ononis spinosa L., 1753 [nom. et typ. cons.]",110236,"Chabert","Medical/Therapeutic"
"Onopordum acanthium L., 1753",110244,"Chabert","Medical/Therapeutic"
"Origanum vulgare L., 1753",111289,"Chabert","Medical/Therapeutic"
"Ornithogalum umbellatum L., 1753",111391,"Chabert","Medical/Therapeutic"
"Orthilia secunda (L.) House, 1921",111771,"Chabert","Medical/Therapeutic"
"Oxalis acetosella L., 1753",111859,"Chabert","Medical/Therapeutic"
"Oxybasis glauca (L.) S.Fuentes, Uotila & Borsch, 2012",717359,"Chabert","Medical/Therapeutic"
"Oxytropis campestris (L.) DC., 1802",111974,"Chabert","Medical/Therapeutic"
"Paliurus spina-christi Mill., 1768",112061,"Chabert","Medical/Therapeutic"
"Roemeria argemone (L.) C.Morales, R.Mend. & Romero García, 1988",117874,"Chabert","Medical/Therapeutic"
"Papaver dubium L., 1753",112303,"Chabert","Medical/Therapeutic"
"Parietaria judaica L., 1756",112410,"Chabert","Medical/Therapeutic"
"Parietaria officinalis L., 1753",112413,"Chabert","Medical/Therapeutic"
"Paris quadrifolia L., 1753",112421,"Chabert","Medical/Therapeutic"
"Parnassia palustris L., 1753",112426,"Chabert","Medical/Therapeutic"
"Pastinaca sativa L., 1753",112550,"Chabert","Medical/Therapeutic"
"Persicaria hydropiper (L.) Spach, 1841",112739,"Chabert","Medical/Therapeutic"
"Persicaria maculosa Gray, 1821 [nom. cons.]",112745,"Chabert","Medical/Therapeutic"
"Petasites hybridus (L.) G.Gaertn., B.Mey. & Scherb., 1801",112783,"Chabert","Medical/Therapeutic"
"Phleum pratense L., 1753",113221,"Chabert","Medical/Therapeutic"
"Phragmites australis (Cav.) Trin. ex Steud., 1840",113260,"Chabert","Medical/Therapeutic"
"Physalis alkekengi L., 1753",113321,"Chabert","Medical/Therapeutic"
"Picea abies (L.) H.Karst., 1881",113432,"Chabert","Medical/Therapeutic"
"Pimpinella major (L.) Huds., 1762",113579,"Chabert","Medical/Therapeutic"
"Pimpinella saxifraga L., 1753",113596,"Chabert","Medical/Therapeutic"
"Pinus mugo Turra, 1764",113682,"Chabert","Medical/Therapeutic"
"Pinus pinaster Aiton, 1789",113689,"Chabert","Medical/Therapeutic"
"Pinus pinea L., 1753",113690,"Chabert","Medical/Therapeutic"
"Pinus sylvestris L., 1753",113703,"Chabert","Medical/Therapeutic"
"Pistacia lentiscus L., 1753",113744,"Chabert","Medical/Therapeutic"
"Plantago afra L., 1762",113804,"Chabert","Medical/Therapeutic"
"Plantago arenaria Waldst. & Kit., 1802",113809,"Chabert","Medical/Therapeutic"
"Plantago coronopus L., 1753",113842,"Chabert","Medical/Therapeutic"
"Plantago lanceolata L., 1753",113893,"Chabert","Medical/Therapeutic"
"Plantago major L., 1753",113904,"Chabert","Medical/Therapeutic"
"Plumbago europaea L., 1753",114080,"Chabert","Medical/Therapeutic"
"Polygala vulgaris L., 1753 [nom. et typ. cons.]",114595,"Chabert","Medical/Therapeutic"
"Polygonatum odoratum (Mill.) Druce, 1906",114612,"Chabert","Medical/Therapeutic"
"Polygonum aviculare L., 1753",114658,"Chabert","Medical/Therapeutic"
"Polypodium vulgare L., 1753",115016,"Chabert","Medical/Therapeutic"
"Populus alba L., 1753",115110,"Chabert","Medical/Therapeutic"
"Populus nigra L., 1753",115145,"Chabert","Medical/Therapeutic"
"Populus tremula L., 1753",115156,"Chabert","Medical/Therapeutic"
"Portulaca oleracea L., 1753",115215,"Chabert","Medical/Therapeutic"
"Potamogeton natans L., 1753",115280,"Chabert","Medical/Therapeutic"
"Potentilla argentea L., 1753",115407,"Chabert","Medical/Therapeutic"
"Potentilla erecta (L.) Raeusch., 1797",115470,"Chabert","Medical/Therapeutic"
"Potentilla reptans L., 1753",115624,"Chabert","Medical/Therapeutic"
"Poterium sanguisorba L., 1753",115789,"Chabert","Medical/Therapeutic"
"Primula elatior (L.) Hill, 1765",115865,"Chabert","Medical/Therapeutic"
"Primula farinosa L., 1753",115868,"Chabert","Medical/Therapeutic"
"Primula veris L., 1753",115918,"Chabert","Medical/Therapeutic"
"Prunella vulgaris L., 1753",116012,"Chabert","Medical/Therapeutic"
"Prunus avium (L.) L., 1755",116043,"Chabert","Medical/Therapeutic"
"Prunus mahaleb L., 1753",116096,"Chabert","Medical/Therapeutic"
"Prunus padus L., 1753",116109,"Chabert","Medical/Therapeutic"
"Prunus spinosa L., 1753",116142,"Chabert","Medical/Therapeutic"
"Pteridium aquilinum (L.) Kuhn, 1879",116265,"Chabert","Medical/Therapeutic"
"Pulicaria dysenterica (L.) Bernh., 1800",116392,"Chabert","Medical/Therapeutic"
"Pulmonaria affinis Jord., 1854",116407,"Chabert","Medical/Therapeutic"
"Pulmonaria australis (Murr) W.Sauer, 1975",116412,"Chabert","Medical/Therapeutic"
"Pulmonaria longifolia (Bastard) Boreau, 1857",116416,"Chabert","Medical/Therapeutic"
"Pulsatilla vernalis (L.) Mill., 1768",116459,"Chabert","Medical/Therapeutic"
"Pulsatilla vulgaris Mill., 1768",116460,"Chabert","Medical/Therapeutic"
"Pyrola rotundifolia L., 1753",116547,"Chabert","Medical/Therapeutic"
"Pyrus communis L., 1753",116574,"Chabert","Medical/Therapeutic"
"Quercus ilex L., 1753 [nom. et typ. cons. prop.]",116704,"Chabert","Medical/Therapeutic"
"Quercus petraea (Matt.) Liebl., 1784",521658,"Chabert","Medical/Therapeutic"
"Quercus pubescens Willd., 1796 [nom. et typ. cons.]",116751,"Chabert","Medical/Therapeutic"
"Quercus robur L., 1753",116759,"Chabert","Medical/Therapeutic"
"Ranunculus acris L., 1753",116903,"Chabert","Medical/Therapeutic"
"Ranunculus repens L., 1753",117201,"Chabert","Medical/Therapeutic"
"Ranunculus sceleratus L., 1753",117224,"Chabert","Medical/Therapeutic"
"Reseda luteola L., 1753",117459,"Chabert","Medical/Therapeutic"
"Rhamnus cathartica L., 1753",117530,"Chabert","Medical/Therapeutic"
"Rhododendron ferrugineum L., 1753",117679,"Chabert","Medical/Therapeutic"
"Rhus coriaria L., 1753",117712,"Chabert","Medical/Therapeutic"
"Ribes rubrum L., 1753",117774,"Chabert","Medical/Therapeutic"
"Ribes uva-crispa L., 1753",117787,"Chabert","Medical/Therapeutic"
"Rosa canina L., 1753",118073,"Chabert","Medical/Therapeutic"
"Salvia rosmarinus Spenn., 1835",1027822,"Chabert","Medical/Therapeutic"
"Rubia peregrina L., 1753",118916,"Chabert","Medical/Therapeutic"
"Rubus idaeus L., 1753",119149,"Chabert","Medical/Therapeutic"
"Rumex acetosa L., 1753 [nom. et typ. cons.]",119418,"Chabert","Medical/Therapeutic"
"Rumex alpinus L., 1753 [nom. et typ. cons.]",119435,"Chabert","Medical/Therapeutic"
"Rumex crispus L., 1753",119473,"Chabert","Medical/Therapeutic"
"Rumex obtusifolius L., 1753",119550,"Chabert","Medical/Therapeutic"
"Rumex patientia L., 1753",119558,"Chabert","Medical/Therapeutic"
"Ruscus aculeatus L., 1753",119698,"Chabert","Medical/Therapeutic"
"Sagittaria sagittifolia L., 1753",119860,"Chabert","Medical/Therapeutic"
"Salicornia europaea L., 1753",119881,"Chabert","Medical/Therapeutic"
"Salix myrsinifolia Salisb., 1796",120135,"Chabert","Medical/Therapeutic"
"Salix purpurea L., 1753",120189,"Chabert","Medical/Therapeutic"
"Salvia glutinosa L., 1753",120643,"Chabert","Medical/Therapeutic"
"Salvia officinalis L., 1753",120678,"Chabert","Medical/Therapeutic"
"Salvia pratensis L., 1753",120685,"Chabert","Medical/Therapeutic"
"Sambucus ebulus L., 1753",120712,"Chabert","Medical/Therapeutic"
"Sambucus nigra L., 1753",120717,"Chabert","Medical/Therapeutic"
"Sambucus racemosa L., 1753",120720,"Chabert","Medical/Therapeutic"
"Sanicula europaea L., 1753",120772,"Chabert","Medical/Therapeutic"
"Santolina chamaecyparissus L., 1753",120785,"Chabert","Medical/Therapeutic"
"Saponaria officinalis L., 1753",120824,"Chabert","Medical/Therapeutic"
"Saxifraga granulata L., 1753",121065,"Chabert","Medical/Therapeutic"
"Scabiosa columbaria L., 1753",121334,"Chabert","Medical/Therapeutic"
"Scilla bifolia L., 1753",121606,"Chabert","Medical/Therapeutic"
"Scrophularia auriculata L., 1753 [nom. et typ. cons.]",121999,"Chabert","Medical/Therapeutic"
"Scrophularia nodosa L., 1753",122028,"Chabert","Medical/Therapeutic"
"Scutellaria galericulata L., 1753",122069,"Chabert","Medical/Therapeutic"
"Sedum acre L., 1753",122101,"Chabert","Medical/Therapeutic"
"Sedum album L., 1753",122106,"Chabert","Medical/Therapeutic"
"Sedum cepaea L., 1753",122140,"Chabert","Medical/Therapeutic"
"Sempervivum arachnoideum L., 1753",122419,"Chabert","Medical/Therapeutic"
"Sempervivum montanum L., 1753",122467,"Chabert","Medical/Therapeutic"
"Sempervivum tectorum L., 1753",122493,"Chabert","Medical/Therapeutic"
"Senecio doronicum (L.) L., 1759",122593,"Chabert","Medical/Therapeutic"
"Senecio sylvaticus L., 1753",122726,"Chabert","Medical/Therapeutic"
"Senecio vulgaris L., 1753",122745,"Chabert","Medical/Therapeutic"
"Serratula tinctoria L., 1753",122971,"Chabert","Medical/Therapeutic"
"Silene vulgaris (Moench) Garcke, 1869",123683,"Chabert","Medical/Therapeutic"
"Silybum marianum (L.) Gaertn., 1791",123705,"Chabert","Medical/Therapeutic"
"Sinapis alba L., 1753",123711,"Chabert","Medical/Therapeutic"
"Sinapis arvensis L., 1753",123713,"Chabert","Medical/Therapeutic"
"Sisymbrium officinale (L.) Scop., 1772",123863,"Chabert","Medical/Therapeutic"
"Solanum dulcamara L., 1753",124034,"Chabert","Medical/Therapeutic"
"Solanum nigrum L., 1753",124080,"Chabert","Medical/Therapeutic"
"Solidago virgaurea L., 1753",124205,"Chabert","Medical/Therapeutic"
"Sorbus aucuparia L., 1753",124308,"Chabert","Medical/Therapeutic"
"Spartium junceum L., 1753",124453,"Chabert","Medical/Therapeutic"
"Spergularia rubra (L.) J.Presl & C.Presl, 1819",124578,"Chabert","Medical/Therapeutic"
"Stachys arvensis (L.) L., 1763",124744,"Chabert","Medical/Therapeutic"
"Stachys sylvatica L., 1753",124814,"Chabert","Medical/Therapeutic"
"Stellaria aquatica (L.) Scop., 1771",124970,"Chabert","Medical/Therapeutic"
"Stellaria media (L.) Vill., 1789",125014,"Chabert","Medical/Therapeutic"
"Succisa pratensis Moench, 1794",125295,"Chabert","Medical/Therapeutic"
"Symphytum officinale L., 1753",125355,"Chabert","Medical/Therapeutic"
"Tamarix gallica L., 1753",125426,"Chabert","Medical/Therapeutic"
"Tanacetum parthenium (L.) Sch.Bip., 1844",125469,"Chabert","Medical/Therapeutic"
"Taraxacum officinale F.H.Wigg., 1780",717630,"Chabert","Medical/Therapeutic"
"Taxus baccata L., 1753",125816,"Chabert","Medical/Therapeutic"
"Teucrium chamaedrys L., 1753",125981,"Chabert","Medical/Therapeutic"
"Teucrium marum L., 1753",126006,"Chabert","Medical/Therapeutic"
"Teucrium montanum L., 1753",126008,"Chabert","Medical/Therapeutic"
"Teucrium scorodonia L., 1753",126035,"Chabert","Medical/Therapeutic"
"Thymus serpyllum L., 1753",126573,"Chabert","Medical/Therapeutic"
"Thymus vulgaris L., 1753",126582,"Chabert","Medical/Therapeutic"
"Tilia cordata Mill., 1768",126628,"Chabert","Medical/Therapeutic"
"Tilia platyphyllos Scop., 1771 [nom. et typ. cons.]",126650,"Chabert","Medical/Therapeutic"
"Tragopogon pratensis L., 1753",127029,"Chabert","Medical/Therapeutic"
"Tribulus terrestris L., 1753",127131,"Chabert","Medical/Therapeutic"
"Trifolium alpinum L., 1753",127219,"Chabert","Medical/Therapeutic"
"Trifolium arvense L., 1753",127230,"Chabert","Medical/Therapeutic"
"Trollius europaeus L., 1753",127872,"Chabert","Medical/Therapeutic"
"Tussilago farfara L., 1753",128042,"Chabert","Medical/Therapeutic"
"Typha latifolia L., 1753",128077,"Chabert","Medical/Therapeutic"
"Ulmus minor Mill., 1768",128175,"Chabert","Medical/Therapeutic"
"Umbilicus rupestris (Salisb.) Dandy, 1948",128215,"Chabert","Medical/Therapeutic"
"Urtica dioica L., 1753",128268,"Chabert","Medical/Therapeutic"
"Urtica urens L., 1753",128298,"Chabert","Medical/Therapeutic"
"Vaccinium myrtillus L., 1753",128345,"Chabert","Medical/Therapeutic"
"Vaccinium vitis-idaea L., 1753",128355,"Chabert","Medical/Therapeutic"
"Valeriana montana L., 1753",128416,"Chabert","Medical/Therapeutic"
"Valeriana officinalis L., 1753",128419,"Chabert","Medical/Therapeutic"
"Valerianella locusta (L.) Laterr., 1821",128476,"Chabert","Medical/Therapeutic"
"Veratrum album L., 1753",128520,"Chabert","Medical/Therapeutic"
"Verbascum densiflorum Bertol., 1810",128567,"Chabert","Medical/Therapeutic"
"Verbascum nigrum L., 1753",128615,"Chabert","Medical/Therapeutic"
"Verbascum thapsus L., 1753",128660,"Chabert","Medical/Therapeutic"
"Verbena officinalis L., 1753",128754,"Chabert","Medical/Therapeutic"
"Veronica beccabunga L., 1753",128808,"Chabert","Medical/Therapeutic"
"Veronica chamaedrys L., 1753",128832,"Chabert","Medical/Therapeutic"
"Veronica officinalis L., 1753",128938,"Chabert","Medical/Therapeutic"
"Viburnum lantana L., 1753",129083,"Chabert","Medical/Therapeutic"
"Viburnum opulus L., 1753",129087,"Chabert","Medical/Therapeutic"
"Vinca major L., 1753",129468,"Chabert","Medical/Therapeutic"
"Vinca minor L., 1753",129470,"Chabert","Medical/Therapeutic"
"Vincetoxicum hirundinaria Medik., 1790",129477,"Chabert","Medical/Therapeutic"
