"NOM_VALIDE","CD_REF","SOURCE","SELECTED_TYPOLOGY_ENG"
"Lactuca virosa L., 1753",104787,"KEW","Medical/Therapeutic"
"Lamium album L., 1753",104854,"KEW","Medical/Therapeutic"
"Lamium amplexicaule L., 1753",104855,"KEW","Medical/Therapeutic"
"Lamium galeobdolon (L.) L., 1759",104876,"KEW","Medical/Therapeutic"
"Lamium maculatum (L.) L., 1763",104889,"KEW","Medical/Therapeutic"
"Lamium purpureum L., 1753",104903,"KEW","Medical/Therapeutic"
"Lapsana communis L., 1753",105017,"KEW","Medical/Therapeutic"
"Larix decidua Mill., 1768",105042,"KEW","Medical/Therapeutic"
"Laurus nobilis L., 1753",105295,"KEW","Medical/Therapeutic"
"Lavandula angustifolia Mill., 1768",105297,"KEW","Medical/Therapeutic"
"Lavandula latifolia Medik., 1784",105312,"KEW","Medical/Therapeutic"
"Lavandula stoechas L., 1753",105321,"KEW","Medical/Therapeutic"
"Lemna minor L., 1753",105431,"KEW","Medical/Therapeutic"
"Leontopodium nivale (Ten.) A.L.P.Huet ex Hand.-Mazz., 1927",611031,"KEW","Medical/Therapeutic"
"Lepidium draba L., 1753",105621,"KEW","Medical/Therapeutic"
"Leucanthemum vulgare Lam., 1779",105817,"KEW","Medical/Therapeutic"
"Ligustrum vulgare L., 1753",105966,"KEW","Medical/Therapeutic"
"Lilium martagon L., 1753",105989,"KEW","Medical/Therapeutic"
"Linaria vulgaris Mill., 1768",106234,"KEW","Medical/Therapeutic"
"Linum catharticum L., 1753",106288,"KEW","Medical/Therapeutic"
"Lithospermum officinale L., 1753",106396,"KEW","Medical/Therapeutic"
"Lonicera etrusca Santi, 1795",106565,"KEW","Medical/Therapeutic"
"Lonicera periclymenum L., 1753",106581,"KEW","Medical/Therapeutic"
"Lonicera xylosteum L., 1753",106595,"KEW","Medical/Therapeutic"
"Lotus corniculatus L., 1753",106653,"KEW","Medical/Therapeutic"
"Lycium barbarum L., 1753",106965,"KEW","Medical/Therapeutic"
"Lycopus europaeus L., 1753",107038,"KEW","Medical/Therapeutic"
"Lysimachia nummularia L., 1753",107073,"KEW","Medical/Therapeutic"
"Lysimachia vulgaris L., 1753",107090,"KEW","Medical/Therapeutic"
"Lythrum salicaria L., 1753",107117,"KEW","Medical/Therapeutic"
"Malus sylvestris (L.) Mill., 1768",107217,"KEW","Medical/Therapeutic"
"Malva alcea L., 1753",107224,"KEW","Medical/Therapeutic"
"Malva moschata L., 1753",107282,"KEW","Medical/Therapeutic"
"Malva sylvestris L., 1753",107318,"KEW","Medical/Therapeutic"
"Marrubium vulgare L., 1753",107397,"KEW","Medical/Therapeutic"
"Matricaria chamomilla L., 1753",107440,"KEW","Medical/Therapeutic"
"Matricaria discoidea DC., 1838",107446,"KEW","Medical/Therapeutic"
"Melampyrum arvense L., 1753",107786,"KEW","Medical/Therapeutic"
"Melilotus albus Medik., 1787",107886,"KEW","Medical/Therapeutic"
"Melilotus altissimus Thuill., 1799",107887,"KEW","Medical/Therapeutic"
"Melilotus officinalis (L.) Lam., 1779",107942,"KEW","Medical/Therapeutic"
"Melissa officinalis L., 1753",107992,"KEW","Medical/Therapeutic"
"Melittis melissophyllum L., 1753",108003,"KEW","Medical/Therapeutic"
"Mentha aquatica L., 1753",108027,"KEW","Medical/Therapeutic"
"Mentha arvensis L., 1753",108029,"KEW","Medical/Therapeutic"
"Mentha longifolia (L.) Huds., 1762",108103,"KEW","Medical/Therapeutic"
"Mentha pulegium L., 1753",108138,"KEW","Medical/Therapeutic"
"Mentha suaveolens Ehrh., 1792",108168,"KEW","Medical/Therapeutic"
"Menyanthes trifoliata L., 1753",108345,"KEW","Medical/Therapeutic"
"Mercurialis annua L., 1753",108351,"KEW","Medical/Therapeutic"
"Mercurialis perennis L., 1753",108361,"KEW","Medical/Therapeutic"
"Meum athamanticum Jacq., 1776",108454,"KEW","Medical/Therapeutic"
"Myosotis arvensis (L.) Hill, 1764",108996,"KEW","Medical/Therapeutic"
"Myosotis sylvatica Hoffm., 1791",109104,"KEW","Medical/Therapeutic"
"Myrica gale L., 1753",109130,"KEW","Medical/Therapeutic"
"Myrrhis odorata (L.) Scop., 1771",109161,"KEW","Medical/Therapeutic"
"Myrtus communis L., 1753",109186,"KEW","Medical/Therapeutic"
"Narcissus poeticus L., 1753",109291,"KEW","Medical/Therapeutic"
"Narcissus pseudonarcissus L., 1753",109297,"KEW","Medical/Therapeutic"
"Nasturtium officinale W.T.Aiton, 1812",109422,"KEW","Medical/Therapeutic"
"Nigella arvensis L., 1753",109620,"KEW","Medical/Therapeutic"
"Nigella damascena L., 1753",109625,"KEW","Medical/Therapeutic"
"Nuphar lutea (L.) Sm., 1809",109732,"KEW","Medical/Therapeutic"
"Nuphar pumila (Timm) DC., 1821",109735,"KEW","Medical/Therapeutic"
"Nymphaea alba L., 1753",109750,"KEW","Medical/Therapeutic"
"Oenanthe aquatica (L.) Poir., 1798",109861,"KEW","Medical/Therapeutic"
"Oenothera biennis L., 1753",109911,"KEW","Medical/Therapeutic"
"Ononis spinosa L., 1753 [nom. et typ. cons.]",110236,"KEW","Medical/Therapeutic"
"Onopordum acanthium L., 1753",110244,"KEW","Medical/Therapeutic"
"Orchis mascula (L.) L., 1755",110914,"KEW","Medical/Therapeutic"
"Origanum vulgare L., 1753",111289,"KEW","Medical/Therapeutic"
"Ornithogalum umbellatum L., 1753",111391,"KEW","Medical/Therapeutic"
"Orthilia secunda (L.) House, 1921",111771,"KEW","Medical/Therapeutic"
"Osmunda regalis L., 1753",111815,"KEW","Medical/Therapeutic"
"Oxalis acetosella L., 1753",111859,"KEW","Medical/Therapeutic"
"Oxytropis campestris (L.) DC., 1802",111974,"KEW","Medical/Therapeutic"
"Paeonia officinalis L., 1753",112042,"KEW","Medical/Therapeutic"
"Paliurus spina-christi Mill., 1768",112061,"KEW","Medical/Therapeutic"
"Papaver dubium L., 1753",112303,"KEW","Medical/Therapeutic"
"Papaver rhoeas L., 1753",112355,"KEW","Medical/Therapeutic"
"Parietaria judaica L., 1756",112410,"KEW","Medical/Therapeutic"
"Parietaria officinalis L., 1753",112413,"KEW","Medical/Therapeutic"
"Paris quadrifolia L., 1753",112421,"KEW","Medical/Therapeutic"
"Parnassia palustris L., 1753",112426,"KEW","Medical/Therapeutic"
"Parthenocissus tricuspidata (Siebold & Zucc.) Planch., 1887",112467,"KEW","Medical/Therapeutic"
"Pastinaca sativa L., 1753",112550,"KEW","Medical/Therapeutic"
"Pedicularis palustris L., 1753",112590,"KEW","Medical/Therapeutic"
"Pedicularis sylvatica L., 1753",112601,"KEW","Medical/Therapeutic"
"Persicaria hydropiper (L.) Spach, 1841",112739,"KEW","Medical/Therapeutic"
"Persicaria maculosa Gray, 1821 [nom. cons.]",112745,"KEW","Medical/Therapeutic"
"Petasites hybridus (L.) G.Gaertn., B.Mey. & Scherb., 1801",112783,"KEW","Medical/Therapeutic"
"Imperatoria ostruthium L., 1753",103578,"KEW","Medical/Therapeutic"
"Phleum pratense L., 1753",113221,"KEW","Medical/Therapeutic"
"Phragmites australis (Cav.) Trin. ex Steud., 1840",113260,"KEW","Medical/Therapeutic"
"Phytolacca americana L., 1753",113418,"KEW","Medical/Therapeutic"
"Picea abies (L.) H.Karst., 1881",113432,"KEW","Medical/Therapeutic"
"Pilosella officinarum F.W.Schultz & Sch.Bip., 1862",113525,"KEW","Medical/Therapeutic"
"Pimpinella major (L.) Huds., 1762",113579,"KEW","Medical/Therapeutic"
"Pimpinella saxifraga L., 1753",113596,"KEW","Medical/Therapeutic"
"Pinus cembra L., 1753",113651,"KEW","Medical/Therapeutic"
"Pinus halepensis Mill., 1768",113665,"KEW","Medical/Therapeutic"
"Pinus mugo Turra, 1764",113682,"KEW","Medical/Therapeutic"
"Pinus pinaster Aiton, 1789",113689,"KEW","Medical/Therapeutic"
"Pinus pinea L., 1753",113690,"KEW","Medical/Therapeutic"
"Pinus sylvestris L., 1753",113703,"KEW","Medical/Therapeutic"
"Pistacia lentiscus L., 1753",113744,"KEW","Medical/Therapeutic"
"Plantago afra L., 1762",113804,"KEW","Medical/Therapeutic"
"Plantago coronopus L., 1753",113842,"KEW","Medical/Therapeutic"
"Plantago arenaria Waldst. & Kit., 1802",113809,"KEW","Medical/Therapeutic"
"Plantago lanceolata L., 1753",113893,"KEW","Medical/Therapeutic"
"Plantago major L., 1753",113904,"KEW","Medical/Therapeutic"
"Plantago ovata Forssk., 1775",113924,"KEW","Medical/Therapeutic"
"Plumbago europaea L., 1753",114080,"KEW","Medical/Therapeutic"
"Polygala vulgaris L., 1753 [nom. et typ. cons.]",114595,"KEW","Medical/Therapeutic"
"Polygonatum multiflorum (L.) All., 1785",114611,"KEW","Medical/Therapeutic"
"Polygonatum odoratum (Mill.) Druce, 1906",114612,"KEW","Medical/Therapeutic"
"Polygonum aviculare L., 1753",114658,"KEW","Medical/Therapeutic"
"Polypodium vulgare L., 1753",115016,"KEW","Medical/Therapeutic"
"Populus alba L., 1753",115110,"KEW","Medical/Therapeutic"
"Populus nigra L., 1753",115145,"KEW","Medical/Therapeutic"
"Populus tremula L., 1753",115156,"KEW","Medical/Therapeutic"
"Portulaca oleracea L., 1753",115215,"KEW","Medical/Therapeutic"
"Potamogeton natans L., 1753",115280,"KEW","Medical/Therapeutic"
"Potentilla argentea L., 1753",115407,"KEW","Medical/Therapeutic"
"Potentilla erecta (L.) Raeusch., 1797",115470,"KEW","Medical/Therapeutic"
"Potentilla reptans L., 1753",115624,"KEW","Medical/Therapeutic"
"Primula elatior (L.) Hill, 1765",115865,"KEW","Medical/Therapeutic"
"Primula farinosa L., 1753",115868,"KEW","Medical/Therapeutic"
"Primula veris L., 1753",115918,"KEW","Medical/Therapeutic"
"Prunella vulgaris L., 1753",116012,"KEW","Medical/Therapeutic"
"Prunus avium (L.) L., 1755",116043,"KEW","Medical/Therapeutic"
"Prunus laurocerasus L., 1753",116089,"KEW","Medical/Therapeutic"
"Prunus mahaleb L., 1753",116096,"KEW","Medical/Therapeutic"
"Prunus padus L., 1753",116109,"KEW","Medical/Therapeutic"
"Prunus spinosa L., 1753",116142,"KEW","Medical/Therapeutic"
"Pseudotsuga menziesii (Mirb.) Franco, 1950",116216,"KEW","Medical/Therapeutic"
"Pteridium aquilinum (L.) Kuhn, 1879",116265,"KEW","Medical/Therapeutic"
"Pulicaria dysenterica (L.) Bernh., 1800",116392,"KEW","Medical/Therapeutic"
"Pulmonaria officinalis L., 1753",116422,"KEW","Medical/Therapeutic"
"Pyrola rotundifolia L., 1753",116547,"KEW","Medical/Therapeutic"
"Pyrus communis L., 1753",116574,"KEW","Medical/Therapeutic"
"Quercus ilex L., 1753 [nom. et typ. cons. prop.]",116704,"KEW","Medical/Therapeutic"
"Quercus petraea (Matt.) Liebl., 1784",521658,"KEW","Medical/Therapeutic"
"Quercus pubescens Willd., 1796 [nom. et typ. cons.]",116751,"KEW","Medical/Therapeutic"
"Quercus robur L., 1753",116759,"KEW","Medical/Therapeutic"
"Ramonda myconi (L.) Rchb., 1831",116876,"KEW","Medical/Therapeutic"
"Ranunculus acris L., 1753",116903,"KEW","Medical/Therapeutic"
"Ranunculus bulbosus L., 1753",116952,"KEW","Medical/Therapeutic"
"Ranunculus repens L., 1753",117201,"KEW","Medical/Therapeutic"
"Ranunculus sceleratus L., 1753",117224,"KEW","Medical/Therapeutic"
"Reseda luteola L., 1753",117459,"KEW","Medical/Therapeutic"
"Rhamnus cathartica L., 1753",117530,"KEW","Medical/Therapeutic"
"Rhododendron ferrugineum L., 1753",117679,"KEW","Medical/Therapeutic"
"Rhus coriaria L., 1753",117712,"KEW","Medical/Therapeutic"
"Ribes rubrum L., 1753",117774,"KEW","Medical/Therapeutic"
"Ribes uva-crispa L., 1753",117787,"KEW","Medical/Therapeutic"
"Ricinus communis L., 1753",117806,"KEW","Medical/Therapeutic"
"Rosa arvensis Huds., 1762",118016,"KEW","Medical/Therapeutic"
"Rosa canina L., 1753",118073,"KEW","Medical/Therapeutic"
"Rosa pendulina L., 1753",118397,"KEW","Medical/Therapeutic"
"Salvia rosmarinus Spenn., 1835",1027822,"KEW","Medical/Therapeutic"
"Rubia peregrina L., 1753",118916,"KEW","Medical/Therapeutic"
"Rubia tinctorum L., 1753",118920,"KEW","Medical/Therapeutic"
"Rubus fruticosus L., 1753 [nom. et typ. cons.]",119097,"KEW","Medical/Therapeutic"
"Rubus idaeus L., 1753",119149,"KEW","Medical/Therapeutic"
"Rumex acetosa L., 1753 [nom. et typ. cons.]",119418,"KEW","Medical/Therapeutic"
"Rumex acetosella L., 1753",119419,"KEW","Medical/Therapeutic"
"Rumex alpinus L., 1753 [nom. et typ. cons.]",119435,"KEW","Medical/Therapeutic"
"Rumex crispus L., 1753",119473,"KEW","Medical/Therapeutic"
"Rumex obtusifolius L., 1753",119550,"KEW","Medical/Therapeutic"
"Rumex patientia L., 1753",119558,"KEW","Medical/Therapeutic"
"Ruscus aculeatus L., 1753",119698,"KEW","Medical/Therapeutic"
"Sagittaria sagittifolia L., 1753",119860,"KEW","Medical/Therapeutic"
"Salicornia europaea L., 1753",119881,"KEW","Medical/Therapeutic"
"Salix alba L., 1753 [nom. et typ. cons.]",119915,"KEW","Medical/Therapeutic"
"Salix caprea L., 1753",119977,"KEW","Medical/Therapeutic"
"Salix myrsinifolia Salisb., 1796",120135,"KEW","Medical/Therapeutic"
"Salix purpurea L., 1753",120189,"KEW","Medical/Therapeutic"
"Salvia fruticosa Mill., 1768",120642,"KEW","Medical/Therapeutic"
"Salvia glutinosa L., 1753",120643,"KEW","Medical/Therapeutic"
"Salvia officinalis L., 1753",120678,"KEW","Medical/Therapeutic"
"Salvia pratensis L., 1753",120685,"KEW","Medical/Therapeutic"
"Sambucus racemosa L., 1753",120720,"KEW","Medical/Therapeutic"
"Sambucus ebulus L., 1753",120712,"KEW","Medical/Therapeutic"
"Sambucus nigra L., 1753",120717,"KEW","Medical/Therapeutic"
"Poterium sanguisorba L., 1753",115789,"KEW","Medical/Therapeutic"
"Sanguisorba officinalis L., 1753",120758,"KEW","Medical/Therapeutic"
"Sanicula europaea L., 1753",120772,"KEW","Medical/Therapeutic"
"Santolina chamaecyparissus L., 1753",120785,"KEW","Medical/Therapeutic"
"Saponaria officinalis L., 1753",120824,"KEW","Medical/Therapeutic"
"Satureja montana L., 1753",120908,"KEW","Medical/Therapeutic"
"Saxifraga granulata L., 1753",121065,"KEW","Medical/Therapeutic"
"Scabiosa columbaria L., 1753",121334,"KEW","Medical/Therapeutic"
"Scandix pecten-veneris L., 1753",121449,"KEW","Medical/Therapeutic"
"Scilla bifolia L., 1753",121606,"KEW","Medical/Therapeutic"
"Scleranthus annuus L., 1753",121823,"KEW","Medical/Therapeutic"
"Scrophularia auriculata L., 1753 [nom. et typ. cons.]",121999,"KEW","Medical/Therapeutic"
"Scrophularia nodosa L., 1753",122028,"KEW","Medical/Therapeutic"
"Scutellaria galericulata L., 1753",122069,"KEW","Medical/Therapeutic"
"Sedum acre L., 1753",122101,"KEW","Medical/Therapeutic"
"Sedum album L., 1753",122106,"KEW","Medical/Therapeutic"
"Sempervivum tectorum L., 1753",122493,"KEW","Medical/Therapeutic"
"Rhodiola rosea L., 1753",117668,"KEW","Medical/Therapeutic"
"Hylotelephium telephium (L.) H.Ohba, 1977",103162,"KEW","Medical/Therapeutic"
"Senecio ovatus (G.Gaertn., B.Mey. & Scherb.) Willd., 1803",122675,"KEW","Medical/Therapeutic"
"Senecio vulgaris L., 1753",122745,"KEW","Medical/Therapeutic"
"Serratula tinctoria L., 1753",122971,"KEW","Medical/Therapeutic"
"Sideritis hyssopifolia L., 1753",123258,"KEW","Medical/Therapeutic"
"Silene vulgaris (Moench) Garcke, 1869",123683,"KEW","Medical/Therapeutic"
"Silybum marianum (L.) Gaertn., 1791",123705,"KEW","Medical/Therapeutic"
"Sinapis alba L., 1753",123711,"KEW","Medical/Therapeutic"
"Sinapis arvensis L., 1753",123713,"KEW","Medical/Therapeutic"
"Sisymbrium officinale (L.) Scop., 1772",123863,"KEW","Medical/Therapeutic"
"Solanum dulcamara L., 1753",124034,"KEW","Medical/Therapeutic"
"Solanum nigrum L., 1753",124080,"KEW","Medical/Therapeutic"
"Solidago canadensis L., 1753",124164,"KEW","Medical/Therapeutic"
"Solidago gigantea Aiton, 1789",124168,"KEW","Medical/Therapeutic"
"Solidago virgaurea L., 1753",124205,"KEW","Medical/Therapeutic"
"Sonchus arvensis L., 1753",124232,"KEW","Medical/Therapeutic"
"Sonchus asper (L.) Hill, 1769",124233,"KEW","Medical/Therapeutic"
"Sorbus aucuparia L., 1753",124308,"KEW","Medical/Therapeutic"
"Spartium junceum L., 1753",124453,"KEW","Medical/Therapeutic"
"Spergula arvensis L., 1753",124499,"KEW","Medical/Therapeutic"
"Spergularia rubra (L.) J.Presl & C.Presl, 1819",124578,"KEW","Medical/Therapeutic"
"Stachys annua (L.) L., 1763",124741,"KEW","Medical/Therapeutic"
"Stachys arvensis (L.) L., 1763",124744,"KEW","Medical/Therapeutic"
"Stachys palustris L., 1753",124798,"KEW","Medical/Therapeutic"
"Stachys sylvatica L., 1753",124814,"KEW","Medical/Therapeutic"
"Stellaria aquatica (L.) Scop., 1771",124970,"KEW","Medical/Therapeutic"
"Stellaria media (L.) Vill., 1789",125014,"KEW","Medical/Therapeutic"
"Succisa pratensis Moench, 1794",125295,"KEW","Medical/Therapeutic"
"Symphoricarpos albus (L.) S.F.Blake, 1914",125324,"KEW","Medical/Therapeutic"
"Symphytum officinale L., 1753",125355,"KEW","Medical/Therapeutic"
"Tamarix gallica L., 1753",125426,"KEW","Medical/Therapeutic"
"Tanacetum parthenium (L.) Sch.Bip., 1844",125469,"KEW","Medical/Therapeutic"
"Tanacetum vulgare L., 1753",125474,"KEW","Medical/Therapeutic"
"Taraxacum officinale F.H.Wigg., 1780",717630,"KEW","Medical/Therapeutic"
"Taraxacum dens-leonis Desf., 1799",125568,"KEW","Medical/Therapeutic"
"Taxus baccata L., 1753",125816,"KEW","Medical/Therapeutic"
"Teucrium chamaedrys L., 1753",125981,"KEW","Medical/Therapeutic"
"Teucrium marum L., 1753",126006,"KEW","Medical/Therapeutic"
"Teucrium montanum L., 1753",126008,"KEW","Medical/Therapeutic"
"Teucrium polium L., 1753",126019,"KEW","Medical/Therapeutic"
"Teucrium scorodonia L., 1753",126035,"KEW","Medical/Therapeutic"
"Thymus serpyllum L., 1753",126573,"KEW","Medical/Therapeutic"
"Thymus vulgaris L., 1753",126582,"KEW","Medical/Therapeutic"
"Tilia cordata Mill., 1768",126628,"KEW","Medical/Therapeutic"
"Tilia platyphyllos Scop., 1771 [nom. et typ. cons.]",126650,"KEW","Medical/Therapeutic"
"Tragopogon pratensis L., 1753",127029,"KEW","Medical/Therapeutic"
"Tribulus terrestris L., 1753",127131,"KEW","Medical/Therapeutic"
"Trifolium alpinum L., 1753",127219,"KEW","Medical/Therapeutic"
"Trifolium arvense L., 1753",127230,"KEW","Medical/Therapeutic"
"Trifolium pratense L., 1753",127439,"KEW","Medical/Therapeutic"
"Trollius europaeus L., 1753",127872,"KEW","Medical/Therapeutic"
"Tussilago farfara L., 1753",128042,"KEW","Medical/Therapeutic"
"Typha latifolia L., 1753",128077,"KEW","Medical/Therapeutic"
"Ulmus minor Mill., 1768",128175,"KEW","Medical/Therapeutic"
"Umbilicus rupestris (Salisb.) Dandy, 1948",128215,"KEW","Medical/Therapeutic"
"Urtica dioica L., 1753",128268,"KEW","Medical/Therapeutic"
"Urtica urens L., 1753",128298,"KEW","Medical/Therapeutic"
"Vaccinium myrtillus L., 1753",128345,"KEW","Medical/Therapeutic"
"Vaccinium vitis-idaea L., 1753",128355,"KEW","Medical/Therapeutic"
"Valeriana celtica L., 1753",128391,"KEW","Medical/Therapeutic"
"Valeriana officinalis L., 1753",128419,"KEW","Medical/Therapeutic"
"Valerianella locusta (L.) Laterr., 1821",128476,"KEW","Medical/Therapeutic"
"Veratrum album L., 1753",128520,"KEW","Medical/Therapeutic"
"Verbascum densiflorum Bertol., 1810",128567,"KEW","Medical/Therapeutic"
"Verbascum nigrum L., 1753",128615,"KEW","Medical/Therapeutic"
"Verbascum thapsus L., 1753",128660,"KEW","Medical/Therapeutic"
"Verbena officinalis L., 1753",128754,"KEW","Medical/Therapeutic"
"Veronica beccabunga L., 1753",128808,"KEW","Medical/Therapeutic"
"Veronica chamaedrys L., 1753",128832,"KEW","Medical/Therapeutic"
"Veronica officinalis L., 1753",128938,"KEW","Medical/Therapeutic"
"Viburnum lantana L., 1753",129083,"KEW","Medical/Therapeutic"
"Viburnum opulus L., 1753",129087,"KEW","Medical/Therapeutic"
"Vinca major L., 1753",129468,"KEW","Medical/Therapeutic"
"Vinca minor L., 1753",129470,"KEW","Medical/Therapeutic"
"Vincetoxicum hirundinaria Medik., 1790",129477,"KEW","Medical/Therapeutic"
"Viola arvensis Murray, 1770",129506,"KEW","Medical/Therapeutic"
"Viola biflora L., 1753",129520,"KEW","Medical/Therapeutic"
"Viola calcarata L., 1753",129527,"KEW","Medical/Therapeutic"
"Viola canina L., 1753",129529,"KEW","Medical/Therapeutic"
"Viola lutea Huds., 1762",129614,"KEW","Medical/Therapeutic"
"Viola odorata L., 1753",129632,"KEW","Medical/Therapeutic"
"Viola palustris L., 1753",129639,"KEW","Medical/Therapeutic"
"Viola tricolor L., 1753",129723,"KEW","Medical/Therapeutic"
"Viscum album L., 1753",129906,"KEW","Medical/Therapeutic"
"Xanthium strumarium L., 1753",130492,"KEW","Medical/Therapeutic"
"Xanthium spinosum L., 1753",130491,"KEW","Medical/Therapeutic"
"Ziziphus jujuba Mill., 1768 [nom. cons.]",162352,"KEW","Medical/Therapeutic"
"Actaea spicata L., 1753",80137,"KEW","Other"
"Aethusa cynapium L., 1753",80358,"KEW","Other"
"Agrimonia eupatoria L., 1753",80410,"KEW","Other"
"Allium ursinum L., 1753",81541,"KEW","Other"
"Amaranthus retroflexus L., 1753",82018,"KEW","Other"
"Ambrosia artemisiifolia L., 1753",82080,"KEW","Other"
"Visnaga daucoides Gaertn., 1788",129910,"KEW","Other"
"Anthoxanthum odoratum L., 1753",82922,"KEW","Other"
"Arctium lappa L., 1753",83499,"KEW","Other"
"Arctium minus (Hill) Bernh., 1800",83502,"KEW","Other"
"Artemisia absinthium L., 1753",83933,"KEW","Other"
"Artemisia vulgaris L., 1753",84061,"KEW","Other"
"Atropa bella-donna L., 1753",85152,"KEW","Other"
"Berberis vulgaris L., 1753",85774,"KEW","Other"
"Cicuta virosa L., 1753",91199,"KEW","Other"
"Cirsium arvense (L.) Scop., 1772",91289,"KEW","Other"
"Convolvulus arvensis L., 1753",92302,"KEW","Other"
"Cuscuta europaea L., 1753",93623,"KEW","Other"
"Cynoglossum officinale L., 1753",93840,"KEW","Other"
"Daphne gnidium L., 1753",94427,"KEW","Other"
"Dioscorea communis (L.) Caddick & Wilkin, 2002",611652,"KEW","Other"
"Dittrichia graveolens (L.) Greuter, 1973",95186,"KEW","Other"
"Equisetum arvense L., 1753",96508,"KEW","Other"
"Equisetum palustre L., 1753",96534,"KEW","Other"
"Euphorbia helioscopia L., 1753",97537,"KEW","Other"
