"CD_REF","NOM_VALIDE","buds","bark","leaves","flowers","fruit","seed","seedling","aboveground_part","underground_part","whole_plant","sap"
129470,"Vinca minor L., 1753",1,1,1,1,1,1,1,1,1,1,1
129477,"Vincetoxicum hirundinaria Medik., 1790",1,1,1,1,1,1,1,1,1,1,1
129506,"Viola arvensis Murray, 1770",1,1,1,1,1,1,1,1,1,1,1
129520,"Viola biflora L., 1753",1,1,1,1,1,1,1,1,1,1,1
129527,"Viola calcarata L., 1753",1,1,1,1,1,1,1,1,1,1,1
129529,"Viola canina L., 1753",1,1,1,1,1,1,1,1,1,1,1
129539,"Viola collina Besser, 1816",1,1,1,1,1,1,1,1,1,1,1
129596,"Viola jordanii Hanry, 1853",1,1,1,1,1,1,1,1,1,1,1
129614,"Viola lutea Huds., 1762",1,1,1,1,1,1,1,1,1,1,1
129632,"Viola odorata L., 1753",1,1,1,1,1,1,1,1,1,1,1
129639,"Viola palustris L., 1753",1,1,1,1,1,1,1,1,1,1,1
129666,"Viola reichenbachiana Jord. ex Boreau, 1857",1,1,1,1,1,1,1,1,1,1,1
129674,"Viola rupestris F.W.Schmidt, 1791",1,1,1,1,1,1,1,1,1,1,1
129723,"Viola tricolor L., 1753",1,1,1,1,1,1,1,1,1,1,1
129906,"Viscum album L., 1753",1,1,1,1,1,1,1,1,1,1,1
129910,"Visnaga daucoides Gaertn., 1788",1,1,1,1,1,1,1,1,1,1,1
130484,"Xanthium orientale L., 1763",1,1,1,1,1,1,1,1,1,1,1
130491,"Xanthium spinosum L., 1753",1,1,1,1,1,1,1,1,1,1,1
130492,"Xanthium strumarium L., 1753",1,1,1,1,1,1,1,1,1,1,1
161772,"Charybdis maritima (L.) Speta, 1998",1,1,1,1,1,1,1,1,1,1,1
162352,"Ziziphus jujuba Mill., 1768 [nom. cons.]",1,1,1,1,1,1,1,1,1,1,1
445494,"Impatiens balsamina L., 1753",1,1,1,1,1,1,1,1,1,1,1
447038,"Ceratonia siliqua L., 1753",1,1,1,1,1,1,1,1,1,1,1
447951,"Adiantum capillus-veneris L., 1753",1,1,1,1,1,1,1,1,1,1,1
521658,"Quercus petraea (Matt.) Liebl., 1784",1,1,1,1,1,1,1,1,1,1,1
609982,"Euonymus europaeus L., 1753",1,1,1,1,1,1,1,1,1,1,1
610594,"Galatella sedifolia (L.) Greuter, 2003",1,1,1,1,1,1,1,1,1,1,1
610642,"Jacobaea incana (L.) Veldkamp, 2006",1,1,1,1,1,1,1,1,1,1,1
610643,"Jacobaea maritima (L.) Pelser & Meijden, 2005",1,1,1,1,1,1,1,1,1,1,1
610646,"Jacobaea vulgaris Gaertn., 1791",1,1,1,1,1,1,1,1,1,1,1
610647,"Jacobaea leucophylla (DC.) Pelser, 2006",1,1,1,1,1,1,1,1,1,1,1
610648,"Jacobaea alpina (L.) Moench, 1794",1,1,1,1,1,1,1,1,1,1,1
610909,"Lysimachia arvensis (L.) U.Manns & Anderb., 2009",1,1,1,1,1,1,1,1,1,1,1
611031,"Leontopodium nivale (Ten.) A.L.P.Huet ex Hand.-Mazz., 1927",1,1,1,1,1,1,1,1,1,1,1
611652,"Dioscorea communis (L.) Caddick & Wilkin, 2002",1,1,1,1,1,1,1,1,1,1,1
611688,"Erigeron acris L., 1753",1,1,1,1,1,1,1,1,1,1,1
611753,"Dysphania ambrosioides (L.) Mosyakin & Clemants, 2002",1,1,1,1,1,1,1,1,1,1,1
611755,"Dysphania botrys (L.) Mosyakin & Clemants, 2002",1,1,1,1,1,1,1,1,1,1,1
618756,"Anchusa azurea Mill., 1768",1,1,1,1,1,1,1,1,1,1,1
621080,"Cirsium acaulon (L.) Scop., 1769",1,1,1,1,1,1,1,1,1,1,1
717139,"Chiliadenus glutinosus (L.) Fourr., 1869",1,1,1,1,1,1,1,1,1,1,1
717359,"Oxybasis glauca (L.) S.Fuentes, Uotila & Borsch, 2012",1,1,1,1,1,1,1,1,1,1,1
717630,"Taraxacum officinale F.H.Wigg., 1780",1,1,1,1,1,1,1,1,1,1,1
761965,"Barbarea vulgaris W.T.Aiton, 1812",1,1,1,1,1,1,1,1,1,1,1
762284,"Equisetum variegatum Schleich. ex F.Weber & D.Mohr, 1807",1,1,1,1,1,1,1,1,1,1,1
994837,"Blitum bonus-henricus (L.) Rchb., 1832",1,1,1,1,1,1,1,1,1,1,1
999933,"Rabelera holostea (L.) M.T.Sharples & E.A.Tripp, 2019",1,1,1,1,1,1,1,1,1,1,1
