CD_REF,NOM_VALIDE,binomial_acc_name,AnimalFood,EnvironmentalUses,Fuels,GeneSources,HumanFood,InvertebrateFood,Materials,Medicines,Poisons,SocialUses
103162,"Hylotelephium telephium (L.) H.Ohba, 1977",Hylotelephium telephium,0,1,0,0,0,0,0,1,0,0
122419,"Sempervivum arachnoideum L., 1753",Sempervivum arachnoideum,0,1,0,0,0,0,0,0,0,0
122467,"Sempervivum montanum L., 1753",Sempervivum montanum,0,1,0,0,0,0,0,0,0,0
122675,"Senecio ovatus (G.Gaertn., B.Mey. & Scherb.) Willd., 1803",Senecio ovatus,0,0,0,0,0,0,0,1,0,0
122745,"Senecio vulgaris L., 1753",Senecio vulgaris,0,0,0,0,0,0,0,1,1,0
122971,"Serratula tinctoria L., 1753",Serratula tinctoria,0,0,0,0,0,0,0,1,0,0
123258,"Sideritis hyssopifolia L., 1753",Sideritis hyssopifolia,0,0,0,0,0,0,0,1,0,0
123683,"Silene vulgaris (Moench) Garcke, 1869",Silene vulgaris,0,0,0,0,1,0,0,1,0,0
123705,"Silybum marianum (L.) Gaertn., 1791",Silybum marianum,0,0,0,0,1,1,0,1,1,0
123711,"Sinapis alba L., 1753",Sinapis alba,1,1,1,1,1,0,0,1,1,0
123713,"Sinapis arvensis L., 1753",Sinapis arvensis,0,0,0,1,0,0,0,1,1,0
123863,"Sisymbrium officinale (L.) Scop., 1772",Sisymbrium officinale,0,0,0,0,0,0,0,1,0,0
124034,"Solanum dulcamara L., 1753",Solanum dulcamara,0,0,0,0,0,0,1,1,1,0
124080,"Solanum nigrum L., 1753",Solanum nigrum,0,0,0,0,1,0,0,1,0,0
124164,"Solidago canadensis L., 1753",Solidago canadensis,0,1,0,0,0,1,0,1,0,0
124168,"Solidago gigantea Aiton, 1789",Solidago gigantea,0,1,0,0,0,1,0,1,0,0
124205,"Solidago virgaurea L., 1753",Solidago virgaurea,0,0,0,0,1,0,0,1,0,0
124232,"Sonchus arvensis L., 1753",Sonchus arvensis,0,0,0,0,0,0,0,1,0,0
124233,"Sonchus asper (L.) Hill, 1769",Sonchus asper,0,0,0,1,1,0,1,1,0,0
124308,"Sorbus aucuparia L., 1753",Sorbus aucuparia,0,1,0,1,1,0,1,1,0,0
124453,"Spartium junceum L., 1753",Spartium junceum,0,1,0,0,1,0,1,1,1,0
124499,"Spergula arvensis L., 1753",Spergula arvensis,1,0,0,0,1,0,0,1,0,0
124578,"Spergularia rubra (L.) J.Presl & C.Presl, 1819",Spergularia rubra,1,1,0,0,0,0,0,1,0,0
124741,"Stachys annua (L.) L., 1763",Stachys annua,0,0,0,0,0,0,0,1,0,0
124744,"Stachys arvensis (L.) L., 1763",Stachys arvensis,0,0,0,0,0,0,0,1,1,0
124798,"Stachys palustris L., 1753",Stachys palustris,0,1,0,0,0,0,0,1,0,0
124814,"Stachys sylvatica L., 1753",Stachys sylvatica,0,0,0,0,0,0,0,1,0,0
124970,"Stellaria aquatica (L.) Scop., 1771",Stellaria aquatica,1,0,0,0,0,0,0,1,0,0
125014,"Stellaria media (L.) Vill., 1789",Stellaria media,1,1,0,1,1,0,1,1,1,0
125295,"Succisa pratensis Moench, 1794",Succisa pratensis,0,0,0,0,0,1,1,1,1,0
125324,"Symphoricarpos albus (L.) S.F.Blake, 1914",Symphoricarpos albus,0,1,0,0,0,0,0,1,1,0
125355,"Symphytum officinale L., 1753",Symphytum officinale,1,1,0,1,1,0,1,1,1,0
125426,"Tamarix gallica L., 1753",Tamarix gallica,0,1,1,0,1,0,1,1,0,0
125469,"Tanacetum parthenium (L.) Sch.Bip., 1844",Tanacetum parthenium,0,1,0,0,1,0,1,1,0,0
125474,"Tanacetum vulgare L., 1753",Tanacetum vulgare,0,1,0,0,1,0,1,1,1,0
717630,"Taraxacum officinale F.H.Wigg., 1780",Taraxacum officinale,0,0,0,0,1,1,0,1,0,0
125568,"Taraxacum dens-leonis Desf., 1799",Taraxacum officinale,0,0,0,0,1,1,0,1,0,0
125816,"Taxus baccata L., 1753",Taxus baccata,0,1,0,0,1,0,1,1,1,0
125981,"Teucrium chamaedrys L., 1753",Teucrium chamaedrys,0,1,0,0,0,0,0,1,0,0
126006,"Teucrium marum L., 1753",Teucrium marum,0,0,0,0,0,0,0,1,0,0
126008,"Teucrium montanum L., 1753",Teucrium montanum,0,0,0,0,0,0,0,1,0,0
126019,"Teucrium polium L., 1753",Teucrium polium,1,0,0,0,1,0,0,1,0,0
126035,"Teucrium scorodonia L., 1753",Teucrium scorodonia,0,0,0,0,0,0,0,1,0,0
126573,"Thymus serpyllum L., 1753",Thymus serpyllum,0,1,0,0,0,0,1,1,0,0
126582,"Thymus vulgaris L., 1753",Thymus vulgaris,0,1,0,0,1,0,1,1,1,0
126628,"Tilia cordata Mill., 1768",Tilia cordata,0,1,1,1,0,1,1,1,0,0
126650,"Tilia platyphyllos Scop., 1771 [nom. et typ. cons.]",Tilia platyphyllos,0,1,0,1,0,0,1,1,0,0
127029,"Tragopogon pratensis L., 1753",Tragopogon pratensis,0,0,0,0,0,1,0,1,0,0
127131,"Tribulus terrestris L., 1753",Tribulus terrestris,1,1,0,1,1,0,0,1,1,0
127219,"Trifolium alpinum L., 1753",Trifolium alpinum,0,0,0,0,0,0,0,1,0,0
127230,"Trifolium arvense L., 1753",Trifolium arvense,1,0,0,1,0,0,0,1,0,0
127439,"Trifolium pratense L., 1753",Trifolium pratense,1,1,0,1,1,1,0,1,1,0
127872,"Trollius europaeus L., 1753",Trollius europaeus,0,1,0,0,0,0,0,1,0,0
128042,"Tussilago farfara L., 1753",Tussilago farfara,0,0,0,0,1,1,0,1,1,0
128077,"Typha latifolia L., 1753",Typha latifolia,1,1,0,1,1,0,1,1,1,0
128175,"Ulmus minor Mill., 1768",Ulmus minor,0,1,0,1,0,0,1,1,1,1
128215,"Umbilicus rupestris (Salisb.) Dandy, 1948",Umbilicus rupestris,0,1,0,0,0,0,0,1,0,0
128268,"Urtica dioica L., 1753",Urtica dioica,1,0,0,1,1,0,1,1,1,1
128298,"Urtica urens L., 1753",Urtica urens,0,0,0,0,0,0,0,1,0,0
128345,"Vaccinium myrtillus L., 1753",Vaccinium myrtillus,1,0,0,1,1,1,1,1,0,0
128355,"Vaccinium vitis-idaea L., 1753",Vaccinium vitis-idaea,0,0,0,1,1,0,0,1,0,0
128391,"Valeriana celtica L., 1753",Valeriana celtica,0,0,0,0,0,0,0,1,0,0
128419,"Valeriana officinalis L., 1753",Valeriana officinalis,0,0,0,0,1,0,1,1,0,0
128476,"Valerianella locusta (L.) Laterr., 1821",Valeriana locusta,0,0,0,1,1,0,0,1,0,0
128520,"Veratrum album L., 1753",Veratrum album,0,1,0,0,0,0,0,1,1,0
128567,"Verbascum densiflorum Bertol., 1810",Verbascum densiflorum,0,1,0,0,0,0,0,1,0,0
128615,"Verbascum nigrum L., 1753",Verbascum nigrum,0,1,0,0,0,0,0,1,0,0
128660,"Verbascum thapsus L., 1753",Verbascum thapsus,0,0,0,0,0,0,1,1,0,0
128754,"Verbena officinalis L., 1753",Verbena officinalis,0,1,1,0,1,0,1,1,1,1
128808,"Veronica beccabunga L., 1753",Veronica beccabunga,0,1,0,1,1,0,1,1,0,0
128832,"Veronica chamaedrys L., 1753",Veronica chamaedrys,0,0,0,0,0,0,0,1,0,0
128938,"Veronica officinalis L., 1753",Veronica officinalis,0,0,0,0,1,0,0,1,0,0
129083,"Viburnum lantana L., 1753",Viburnum lantana,0,1,0,0,0,0,1,1,1,0
129087,"Viburnum opulus L., 1753",Viburnum opulus,0,1,0,0,1,0,1,1,1,0
129468,"Vinca major L., 1753",Vinca major,0,1,0,0,0,0,0,1,0,0
129470,"Vinca minor L., 1753",Vinca minor,0,1,0,0,0,0,0,1,0,0
129477,"Vincetoxicum hirundinaria Medik., 1790",Vincetoxicum hirundinaria,0,1,0,0,0,0,0,1,1,0
129506,"Viola arvensis Murray, 1770",Viola arvensis,0,0,0,0,0,0,0,1,0,0
129520,"Viola biflora L., 1753",Viola biflora,0,0,0,0,0,0,0,1,0,0
129527,"Viola calcarata L., 1753",Viola calcarata,0,0,0,0,0,0,0,1,0,0
129529,"Viola canina L., 1753",Viola canina,0,0,0,0,0,0,0,1,0,0
129614,"Viola lutea Huds., 1762",Viola lutea,0,0,0,0,0,0,0,1,0,0
129632,"Viola odorata L., 1753",Viola odorata,0,1,0,0,1,0,1,1,0,0
129639,"Viola palustris L., 1753",Viola palustris,0,0,0,0,0,0,0,1,0,0
129723,"Viola tricolor L., 1753",Viola tricolor,0,1,0,0,1,0,0,1,0,0
129906,"Viscum album L., 1753",Viscum album,0,0,0,0,0,0,1,1,1,1
130492,"Xanthium strumarium L., 1753",Xanthium strumarium,0,0,1,0,1,0,1,1,1,0
130491,"Xanthium spinosum L., 1753",Xanthium spinosum,0,0,0,0,0,0,0,1,1,0
162352,"Ziziphus jujuba Mill., 1768 [nom. cons.]",Ziziphus jujuba,1,1,1,1,1,1,1,1,1,1
