CD_REF,species_unique,LB_NOM,TYPE_BIO_baseflor,FORMATION_baseflor,TYPE_BIO_cbnmed,choix_type_bio,comm_type_bio
119818,1,Sagina procumbens,hces,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,
119850,1,Sagittaria graminea,Hsto,hémicryptophytaie,NA,hémicryptophyte,
119952,1,Salix aurita,b-cad,nanophanérophytaie,Nanophanérophyte,phanérophyte,OK
120135,1,Salix myrsinifolia,b-cad,nanophanérophytaie,Nanophanérophyte,phanérophyte,OK
120700,1,Salvia verbenaca,hros,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,
120709,1,Salvinia natans,test-aqua,thérophytaie,Hydrophyte nageant,hydrophyte,
120758,1,Sanguisorba officinalis,Heri,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,OK
120785,1,Santolina chamaecyparissus,Cfru,parvochaméphytaie,Chaméphyte,chaméphyte,OK
120908,1,Satureja montana,cfru,parvochaméphytaie,Chaméphyte,chaméphyte,OK
120949,1,Saussurea alpina,heri,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,
120973,1,Saxifraga androsacea,hces,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,
121024,1,Saxifraga cotyledon,heri,hémicryptophytaie,NA,hémicryptophyte,
121065,1,Saxifraga granulata,hbis,hémicryptophytaie,Géophyte à rhizome,géophyte,cohérence FG FM
121201,1,Saxifraga tridactylites,tver,thérophytaie,Thérophyte,thérophyte,
121455,1,Scandix stellata,test,thérophytaie,Thérophyte,thérophyte,
121823,1,Scleranthus annuus,test(hsto),thérophytaie,Thérophyte,thérophyte,OK
121901,1,Scolymus hispanicus,hbis,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,
122003,1,Scrophularia canina,hces,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,
122085,1,Secale cereale,Test,thérophytaie,Thérophyte,thérophyte,
122107,1,Sedum alpestre,csuf-suc,hémicryptophytaie,Chaméphyte,chaméphyte,
122243,1,Sedum rubens,test-suc,thérophytaie,Thérophyte,thérophyte,OK
122256,1,Sedum sexangulare,csuf-suc,hémicryptophytaie,Chaméphyte,chaméphyte,
122308,1,Selaginella selaginoides,hsto,hémicryptophytaie,Chaméphyte,hémicryptophyte,
122593,1,Senecio doronicum,heri,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,OK
122650,1,Senecio leucanthemifolius,tver,thérophytaie,Thérophyte,thérophyte,
122675,1,Senecio ovatus,Heri,hémicryptophytaie,Géophyte,hémicryptophyte,suit FG 
122726,1,Senecio sylvaticus,test,thérophytaie,Thérophyte,thérophyte,OK
122740,1,Senecio vernalis,tver(heri),thérophytaie,NA,thérophyte,
122971,1,Serratula tinctoria,heri,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,OK
123071,1,Sesleria caerulea,grhi,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,
123082,1,Sesleria ovata,grhi,hémicryptophytaie,NA,hémicryptophyte,
123111,1,Setaria faberi,test,thérophytaie,Thérophyte,thérophyte,
123122,1,Setaria italica,test,thérophytaie,Thérophyte,thérophyte,
123138,1,Setaria parviflora,heri,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,
123249,1,Sideritis hirsuta,csuf,hémicryptophytaie,Chaméphyte,chaméphyte,
123367,1,Silaum silaus,heri,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,
123445,1,Silene colorata,tver,thérophytaie,Thérophyte,thérophyte,
123512,1,Silene italica,hces,hémicryptophytaie,NA,hémicryptophyte,
123773,1,Sison amomum,heri,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,
123863,1,Sisymbrium officinale,test(hros),thérophytaie,Thérophyte,thérophyte,OK
124003,1,Smyrnium olusatrum,Hbis,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,
124034,1,Solanum dulcamara,Cfru-lia,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,?
124034,0,Solanum dulcamara,Cfru-lia,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,OK
124034,0,Solanum dulcamara,Cfru-lia,hémicryptophytaie,Phanérophyte lianescente,hémicryptophyte,?
124034,0,Solanum dulcamara,Cfru-lia,hémicryptophytaie,Phanérophyte lianescente,hémicryptophyte,OK
124080,1,Solanum nigrum,test,thérophytaie,Thérophyte,thérophyte,OK
124205,1,Solidago virgaurea,heri,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,OK
124232,1,Sonchus arvensis,Heri,hémicryptophytaie,Géophyte à rhizome,géophyte,cohérence FG FM
124264,1,Sonchus palustris,Heri,hémicryptophytaie,NA,hémicryptophyte,
124405,1,Sparganium angustifolium,Grhi(Grhi-aqua),hémicryptophytaie,Hydrophyte enraciné,hydrophyte,
124517,1,Spergula morisonii,tver,thérophytaie,Thérophyte,thérophyte,
124578,0,Spergularia rubra,NA,NA,Chaméphyte,Thérophyte,suit FG 
124578,0,Spergularia rubra,NA,NA,Chaméphyte,thérophyte,OK
124578,1,Spergularia rubra,NA,NA,Thérophyte,Thérophyte,suit FG 
124578,0,Spergularia rubra,NA,NA,Thérophyte,thérophyte,OK
124646,1,Spiraea japonica,b-cad,nanophanérophytaie,Nanophanérophyte,phanérophyte,OK
124967,1,Stellaria alsine,hsto(test),hémicryptophytaie,Hémicryptophyte,hémicryptophyte,
124967,0,Stellaria alsine,hsto(test)-aqua,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,OK
125024,1,Stellaria palustris,heri,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,
125295,1,Succisa pratensis,Heri,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,OK
125331,1,Symphyotrichum novae-angliae,Heri,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,
448412,1,Symphyotrichum novi-belgii,Heri,hémicryptophytaie,NA,hémicryptophyte,
125364,1,Symphytum tuberosum,gtub,hémicryptophytaie,Géophyte à tubercule,géophyte,OK
125460,1,Tanacetum corymbosum,heri,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,
125994,1,Teucrium flavum,csuf,hémicryptophytaie,Chaméphyte,chaméphyte,
125994,0,Teucrium flavum,csuf,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,OK
126078,1,Thalictrum aquilegiifolium,Heri,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,
126310,1,Thesium pyrenaicum,heri-hpar,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,
126582,1,Thymus vulgaris,cfru-semp,hémicryptophytaie,Chaméphyte,chaméphyte,?
126650,1,Tilia platyphyllos,A-cad,magnophanérophytaie,Phanérophyte,phanérophyte,OK
126806,1,Tofieldia pusilla,hces,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,
126821,1,Tolpis staticifolia,hbis,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,
126914,1,Toxicodendron radicans,b-lia-cad,parvophanérophytaie,NA,phanérophyte,OK
126933,1,Trachycarpus fortunei,NA,NA,Phanérophyte,phanérophyte,
127005,0,Tragopogon dubius,heri,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,OK
127005,1,Tragopogon dubius,heri,hémicryptophytaie,Thérophyte,thérophyte,
127029,1,Tragopogon pratensis,heri,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,OK
127237,1,Trifolium badium,hces,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,
127314,1,Trifolium fragiferum,hsto,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,
127337,1,Trifolium hybridum,heri,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,
127382,1,Trifolium medium,grhi,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,
127395,1,Trifolium montanum,heri,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,
127458,1,Trifolium retusum,test,thérophytaie,Thérophyte,thérophyte,
127547,1,Triglochin palustris,hsto,hémicryptophytaie,Géophyte à rhizome,géophyte,
127595,1,Trinia glauca,hbis,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,
127613,1,Tripleurospermum inodorum,test,thérophytaie,Thérophyte,thérophyte,
127614,1,Tripleurospermum maritimum,hbis(heri),hémicryptophytaie,NA,hémicryptophyte,
127692,1,Triticum aestivum,Test,thérophytaie,Thérophyte,thérophyte,
127872,1,Trollius europaeus,Heri,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,OK
128077,1,Typha latifolia,Grhi,hémicryptophytaie,Géophyte,hélophyte,OK
128077,0,Typha latifolia,Grhi,hémicryptophytaie,Hélophyte,hélophyte,OK
128127,1,Ulex parviflorus,Cfru,magnochaméphytaie,Chaméphyte,chaméphyte,OK
128171,1,Ulmus laevis,A-cad,magnophanérophytaie,Phanérophyte,phanérophyte,OK
128256,1,Urospermum picroides,tver,thérophytaie,Thérophyte,thérophyte,
128445,1,Valeriana tripteris,grhi,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,
128504,1,Vallisneria spiralis,hsto-aqua,hémicryptophytaie,Hydrophyte enraciné,hydrophyte,
128520,1,Veratrum album,Heri,hémicryptophytaie,Géophyte à rhizome,géophyte,cohérence FG FM
128602,1,Verbascum lychnitis,Hbis,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,
128660,1,Verbascum thapsus,Hbis,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,OK
128786,1,Veronica agrestis,test,thérophytaie,Thérophyte,thérophyte,
128829,1,Veronica catenata,hsto-aqua,hémicryptophytaie,Hydrophyte enraciné,hydrophyte,
128829,0,Veronica catenata,hbis(hsto),hémicryptophytaie,Hydrophyte enraciné,hydrophyte,
128954,1,Veronica peregrina,test,thérophytaie,Thérophyte,thérophyte,
128956,1,Veronica persica,test,thérophytaie,Thérophyte,thérophyte,
1003758,1,Veronica triloba,tver,thérophytaie,Thérophyte,thérophyte,
129032,1,Veronica triphyllos,tver,thérophytaie,Thérophyte,thérophyte,
129087,1,Viburnum opulus,b-cad,nanophanérophytaie,Nanophanérophyte,phanérophyte,OK
129109,1,Vicia angustifolia,test,thérophytaie,Thérophyte,thérophyte,
129147,1,Vicia cracca,Heri-lia,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,
129252,1,Vicia narbonensis,test,thérophytaie,Thérophyte,thérophyte,
129275,1,Vicia pisiformis,Heri-lia,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,
129477,1,Vincetoxicum hirundinaria,Heri,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,OK
129527,1,Viola calcarata,heri,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,OK
129586,1,Viola hirta,hros,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,
129614,1,Viola lutea,grhi,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,OK
129669,1,Viola riviniana,hros,hémicryptophytaie,Hémicryptophyte,hémicryptophyte,
129969,1,Vitis vulpina,NA,NA,Phanérophyte lianescente,phanérophyte,
129997,1,Vulpia bromoides,test,thérophytaie,Thérophyte,thérophyte,
130515,1,Xeranthemum cylindraceum,test,thérophytaie,Thérophyte,thérophyte,
130621,1,Zea mays,Test,thérophytaie,Thérophyte,thérophyte,
130691,1,Zygophyllum fabago,Cfru,magnochaméphytaie,Géophyte à tubercule,géophyte,
