LB_NOM,CD_REF,C,S,R,CSR,strategy_class,harvested,selected
Viscum album,129906,12.1113093562391,87.8886906437609,0,12 : 88 : 0 %,S,1,0
Xanthium spinosum,130491,22.6973151357704,52.7049135562423,24.5977713079873,23 : 53 : 25 %,S/CSR,1,0
Xanthium strumarium,130492,57.9417722398458,16.1679624243873,25.890265335767,58 : 16 : 26 %,C/CSR,1,0
Asplenium scolopendrium,84524,62.6636177140263,21.2866457293249,16.0497365566488,63 : 21 : 16 %,C/CSR,1,0
Dryopteris filix-mas,95567,71.1827687948854,11.9199571209917,16.8972740841229,71 : 12 : 17 %,C/CR,1,0
Equisetum arvense,96508,28.2773930323403,53.1164934891439,18.6061134785158,28 : 53 : 19 %,S/CSR,1,0
Equisetum hyemale,96523,7.64809062813155,92.3519093718685,0,8 : 92 : 0 %,S,1,0
Equisetum palustre,96534,65.2547757004551,34.7452242995449,0,65 : 35 : 0 %,C/CS,1,0
Equisetum telmateia,96546,9.93413937552299,0,90.065860624477,10 : 0 : 90 %,R,1,0
Equisetum variegatum,762284,7.32777452295377,92.6722254770462,0,7 : 93 : 0 %,S,1,0
Osmunda regalis,111815,64.0230528097943,18.6275380113541,17.3494091788516,64 : 19 : 17 %,C/CSR,1,0
Pteridium aquilinum,116265,71.1289966717202,16.3210991177788,12.5499042105009,71 : 16 : 13 %,C/CS,1,0
Abies alba,79319,10.9715278592691,89.0284721407309,0,11 : 89 : 0 %,S,1,0
Ephedra distachya,96101,14.4080938293719,85.5919061706281,0,14 : 86 : 0 %,S,1,0
Juniperus oxycedrus,104409,0,100,0,0 : 100 : 0 %,S,1,0
Picea abies,113432,4.33439076704566,95.6656092329543,0,4 : 96 : 0 %,S,1,0
Pinus cembra,113651,3.79597921720477,96.2040207827952,0,4 : 96 : 0 %,S,1,0
Pinus halepensis,113665,11.511912789319,88.4880872106811,0,12 : 88 : 0 %,S,1,0
Pinus mugo,113682,2.57743119665302,97.422568803347,0,3 : 97 : 0 %,S,1,0
Pinus pinea,113690,6.14764387898993,93.8523561210101,0,6 : 94 : 0 %,S,1,0
Pinus sylvestris,113703,5.59968278148495,94.4003172185151,0,6 : 94 : 0 %,S,1,0
Pseudotsuga menziesii,116216,0.387117844821123,99.6128821551789,0,0 : 100 : 0 %,S,1,0
Taxus baccata,125816,4.07174369793077,95.9282563020692,0,4 : 96 : 0 %,S,1,0
Drosera anglica,95436,13.7821857602649,0,86.2178142397351,14 : 0 : 86 %,R,1,0
Pulmonaria australis,116412,81.5443239568501,2.265383711899,16.1902923312509,82 : 2 : 16 %,C/CR,1,0
Salicornia europaea,119881,3.18295050645275,96.8170494935472,0,3 : 97 : 0 %,S,1,0
Cormus domestica,92488,29.0128186646914,55.1616386479404,15.8255426873682,29 : 55 : 16 %,S/CSR,1,0
Melilotus officinalis,107942,14.4372652246049,52.2852428009326,33.2774919744625,14 : 52 : 33 %,S/CSR,1,0
Betonica officinalis,85852,41.3829722525999,16.7114238161003,41.9056039312998,41 : 17 : 42 %,CR/CSR,1,0
Capsella bursa-pastoris,87849,26.5690686562279,0,73.4309313437721,27 : 0 : 73 %,R/CR,1,0
Convolvulus sepium,92353,37.8098055660074,0,62.1901944339926,38 : 0 : 62 %,CR,1,0
Corrigiola litoralis,92566,0,0,100,0 : 0 : 100 %,R,1,0
Crataegus germanica,92854,28.9476257677351,43.8341474900839,27.218226742181,29 : 44 : 27 %,S/CSR,1,0
Cyanus segetum,93680,26.0341817014115,13.6803024539826,60.2855158446059,26 : 14 : 60 %,R/CSR,1,0
Dipsacus fullonum,95149,77.8740270939389,2.84407622580745,19.2818966802536,78 : 3 : 19 %,C/CR,1,0
Elytrigia repens,96046,27.7698648061847,48.4713323935243,23.7588028002911,28 : 48 : 24 %,S/CSR,1,0
Erysimum cheiri,97185,46.6627647804141,29.7458248185452,23.5914104010407,47 : 30 : 24 %,C/CSR,1,0
Hyacinthoides non-scripta,103057,60.4459547942747,0,39.5540452057254,60 : 0 : 40 %,CR,1,0
Impatiens noli-tangere,103553,29.3921851190461,0,70.6078148809539,29 : 0 : 71 %,R/CR,1,0
Iris germanica,103737,31.1608462297671,64.8797185592656,3.95943521096732,31 : 65 : 4 %,S/CS,1,0
Melilotus albus,107886,29.5650413701595,34.3563441002934,36.0786145295471,30 : 34 : 36 %,CSR,1,0
Pulsatilla vernalis,116459,26.8951668212758,69.2760785910445,3.82875458767972,27 : 69 : 4 %,S/CS,1,0
Ribes uva-crispa,117787,27.3482030074411,47.6292069952123,25.0225899973466,27 : 48 : 25 %,S/CSR,1,0
Scandix pecten-veneris,121449,56.7715141822536,0,43.2284858177464,57 : 0 : 43 %,CR,1,0
Stellaria aquatica,124970,19.8839318850752,0,80.1160681149248,20 : 0 : 80 %,R/CR,1,0
Vaccinium vitis-idaea,128355,3.06484660405549,96.9351533959445,0,3 : 97 : 0 %,S,1,0
