"CD_REF","LB_NOM","FAMILLE","nombre_protections","nombre_reglementations","LRM","LRN","Provence-Alpes-Côte-d'Azur","Limousin","Centre","Poitou-Charentes","Franche-Comté","Aquitaine","Corse","Haute-Normandie","Basse-Normandie","Pays-de-la-Loire","Nord-Pas-de-Calais","Champagne-Ardenne","Picardie","Ile-de-France","Midi-Pyrénées","Auvergne","Bretagne","Bourgogne","Lorraine","Alsace","Rhône-Alpes","Hauts-de-France","harvested"
125660,"Taraxacum mediterraneum","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125664,"Taraxacum minimum","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
717624,"Taraxacum morulum","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
611673,"Taraxacum multidentatum","Asteraceae",0,0,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
717625,"Taraxacum multidenticulatum","Asteraceae",0,0,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125667,"Taraxacum multilepis","Asteraceae",0,0,NA,"NT",NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125670,"Taraxacum navarrense","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,"DD","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125673,"Taraxacum nitidiorum","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125674,"Taraxacum nordstedtii","Asteraceae",0,0,NA,"LC",NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,"VU",NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125676,"Taraxacum obovatum","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,"not harvested"
611677,"Taraxacum ochrocarpum","Asteraceae",0,0,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
717628,"Taraxacum ochrospermum","Asteraceae",0,0,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
717630,"Taraxacum officinale","Asteraceae",0,0,NA,"LC",NA,NA,NA,"DD","LC","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,"harvested"
611682,"Taraxacum ooststroomii","Asteraceae",0,0,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
717633,"Taraxacum ostenfeldii","Asteraceae",0,0,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125680,"Taraxacum oxoniense","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,NA,"DD","LC",NA,NA,NA,"DD",NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125686,"Taraxacum palustre","Asteraceae",1,0,NA,"DD",NA,NA,NA,"DD",NA,NA,NA,NA,NA,"DD","VU","VU","VU","CR",NA,NA,NA,"CR","DD","DD","NE",NA,"not harvested"
125687,"Taraxacum panalpinum","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
717637,"Taraxacum parnassicum","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,"DD",NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125692,"Taraxacum perfissum","Asteraceae",0,0,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125696,"Taraxacum pinnatifidum","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
717641,"Taraxacum prionum","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125707,"Taraxacum pseudocastaneum","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125708,"Taraxacum pseudodunense","Asteraceae",0,0,NA,"DD",NA,NA,NA,NA,NA,NA,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
717643,"Taraxacum pseudohamatum","Asteraceae",0,0,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
717644,"Taraxacum pseudohoppeanum","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
717645,"Taraxacum pseudomarklundii","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125716,"Taraxacum purpureomarginatum","Asteraceae",0,0,NA,"DD",NA,NA,NA,NA,NA,NA,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125718,"Taraxacum pyrenaicum","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125719,"Taraxacum pyrrhopappum","Asteraceae",0,0,NA,"VU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125720,"Taraxacum pyroporum","Asteraceae",0,0,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125722,"Taraxacum quadrans","Asteraceae",0,0,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125725,"Taraxacum renosense","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125726,"Taraxacum reophilum","Asteraceae",0,0,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125733,"Taraxacum roseocarpum","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125735,"Taraxacum roseopedatum","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125736,"Taraxacum rubicundum","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,"DD",NA,"DD",NA,NA,NA,NA,NA,"DD",NA,"NE",NA,"not harvested"
611679,"Taraxacum rufonerve","Asteraceae",0,0,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125741,"Taraxacum saasense","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125742,"Taraxacum sabaudum","Asteraceae",0,0,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
717649,"Taraxacum sagittilobum","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125746,"Taraxacum scanicum","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125747,"Taraxacum schroeterianum","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,"not harvested"
717652,"Taraxacum subditivum","Asteraceae",0,0,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125764,"Taraxacum subericinum","Asteraceae",0,0,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
717655,"Taraxacum taeniatum","Asteraceae",0,0,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125770,"Taraxacum tanyolobum","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125776,"Taraxacum tortilobum","Asteraceae",0,0,NA,"LC",NA,NA,NA,"DD","DD",NA,NA,NA,NA,NA,"DD",NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125782,"Taraxacum udum","Asteraceae",0,0,NA,"LC",NA,"DD",NA,NA,"DD",NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,"NE",NA,"NE",NA,NA,"NE",NA,"not harvested"
717660,"Taraxacum venustum","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125792,"Taraxacum versaillense","Asteraceae",0,0,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
717661,"Taraxacum zevenbergenii","Asteraceae",0,0,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125816,"Taxus baccata","Taxaceae",0,11,"LC","LC",NA,NA,NA,NA,"LC","LC","LC","LC",NA,NA,NA,NA,NA,NA,"LC",NA,"LC",NA,"LC","LC","LC",NA,"harvested"
125826,"Teesdalia coronopifolia","Brassicaceae",1,0,NA,"LC",NA,NA,"DD","VU",NA,NA,"LC",NA,NA,"VU",NA,NA,NA,NA,"DD","DD",NA,NA,NA,NA,"LC",NA,"not harvested"
125831,"Teesdalia nudicaulis","Brassicaceae",1,0,NA,"LC",NA,"LC","LC","LC","LC","LC",NA,"VU","LC","LC","VU","CR","VU","LC","LC","LC","LC","LC","NT","LC","LC",NA,"not harvested"
125842,"Telephium imperati","Caryophyllaceae",1,0,NA,"LC",NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,"VU",NA,"not harvested"
125892,"Tephroseris balbisiana","Asteraceae",1,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125894,"Tephroseris helenitis","Asteraceae",9,0,NA,"LC",NA,"NE","RE",NA,"LC","NT",NA,"NT","VU",NA,"VU","CR","EN","CR","LC","LC","VU","CR","EN","EN","EN",NA,"not harvested"
125895,"Tephroseris integrifolia","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,"CR*",NA,"not harvested"
125899,"Tephroseris palustris","Asteraceae",1,1,NA,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",NA,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125970,"Teucrium aristatum","Lamiaceae",1,1,NA,"EN","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125972,"Teucrium aureum","Lamiaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,"LC",NA,"not harvested"
125976,"Teucrium botrys","Lamiaceae",1,0,NA,"LC",NA,"NT","NT","NT","LC","LC",NA,"NT","VU","VU","CR","LC","VU","LC","LC","LC",NA,"LC","NT","NT","LC",NA,"not harvested"
125979,"Teucrium capitatum","Lamiaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125981,"Teucrium chamaedrys","Lamiaceae",0,0,NA,"LC",NA,"LC","LC","LC","LC","LC","LC","LC","LC","LC","RE","LC","LC","LC","LC","LC",NA,"LC","LC","LC","LC",NA,"harvested"
125990,"Teucrium dunense","Lamiaceae",1,0,NA,"LC","VU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
125994,"Teucrium flavum","Lamiaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,"not harvested"
125995,"Teucrium fruticans","Lamiaceae",1,1,NA,"EN",NA,NA,NA,NA,NA,NA,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
126002,"Teucrium lucidum","Lamiaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
126006,"Teucrium marum","Lamiaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"harvested"
126007,"Teucrium massiliense","Lamiaceae",1,0,NA,"LC","CR",NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
126008,"Teucrium montanum","Lamiaceae",2,0,NA,"LC",NA,"NT","LC","LC","LC","LC",NA,"NT","VU","VU",NA,"LC","LC","LC","LC","CR",NA,"LC","LC","VU","LC",NA,"harvested"
126019,"Teucrium polium","Lamiaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,"LC",NA,"harvested"
126023,"Teucrium pseudochamaepitys","Lamiaceae",1,1,NA,"EN","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
126027,"Teucrium pyrenaicum","Lamiaceae",1,0,NA,"LC",NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,"VU",NA,"not harvested"
126032,"Teucrium rouyanum","Lamiaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,"not harvested"
126034,"Teucrium scordium","Lamiaceae",9,0,NA,"LC",NA,NA,"LC","NT","NT","NT","LC","CR","VU","LC","NT","LC","NT","VU","LC","CR","VU","LC","NT","EN","EN",NA,"not harvested"
126035,"Teucrium scorodonia","Lamiaceae",0,0,NA,"LC",NA,"LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC",NA,"harvested"
126070,"Thalictrum alpinum","Ranunculaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,"EN",NA,"not harvested"
126078,"Thalictrum aquilegiifolium","Ranunculaceae",1,0,NA,"LC",NA,NA,NA,NA,"LC","LC",NA,NA,NA,NA,NA,NA,NA,NA,"LC","NT",NA,NA,NA,"EN","LC",NA,"not harvested"
126124,"Thalictrum flavum","Ranunculaceae",5,0,NA,"LC",NA,"RE","LC","LC","LC","NT",NA,"LC","LC","LC","LC","LC","LC","LC","VU","CR","VU","LC","LC","LC","NT",NA,"not harvested"
126127,"Thalictrum foetidum","Ranunculaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,"not harvested"
126150,"Thalictrum lucidum","Ranunculaceae",0,0,NA,"NT","VU",NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
126152,"Thalictrum macrocarpum","Ranunculaceae",1,0,NA,"LC",NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,"not harvested"
126159,"Thalictrum minus","Ranunculaceae",3,0,NA,"LC",NA,"CR*","NT","VU","LC","LC","NT","EN","LC","VU","NT","LC","EN","EN","LC","LC",NA,"LC","NT","NT","LC",NA,"not harvested"
126213,"Thalictrum simplex","Ranunculaceae",2,0,NA,"LC",NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,"RE",NA,"DD",NA,"EN",NA,"RE",NA,"EN","EN",NA,"not harvested"
126229,"Thalictrum tuberosum","Ranunculaceae",2,0,NA,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,"not harvested"
126248,"Thapsia villosa","Apiaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",NA,"not harvested"
126268,"Theligonum cynocrambe","Rubiaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
126276,"Thelypteris palustris","Thelypteridaceae",13,0,"LC","LC","VU","VU","VU","LC","NT","LC","NT","VU","NT","LC","LC","NT","LC","LC","VU","EN","LC","VU","NT","VU","NT",NA,"not harvested"
126287,"Thesium alpinum","Thesiaceae",1,0,NA,"LC",NA,"EN",NA,NA,"LC","DD",NA,NA,NA,NA,NA,"VU",NA,NA,"LC","LC",NA,"EN","NT","LC","LC",NA,"not harvested"
126298,"Thesium humifusum","Thesiaceae",1,0,NA,"LC",NA,"DD","LC","LC","NT","LC",NA,"NT","LC","LC","VU","NT","NT","LC","LC","NT","LC","LC","LC",NA,"LC",NA,"not harvested"
126299,"Thesium humile","Thesiaceae",1,1,NA,"VU",NA,NA,NA,NA,NA,NA,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
126305,"Thesium linophyllon","Thesiaceae",3,0,NA,"LC",NA,NA,NA,NA,"NT",NA,NA,NA,NA,NA,NA,"RE","RE",NA,NA,NA,NA,NA,"CR","EN","NT",NA,"not harvested"
126310,"Thesium pyrenaicum","Thesiaceae",0,0,NA,"LC","VU","VU",NA,NA,"LC","LC",NA,NA,NA,NA,NA,"RE","RE",NA,"LC","LC",NA,"RE","EN","EN","LC",NA,"not harvested"
126322,"Thlaspi alliaceum","Brassicaceae",1,0,NA,"LC",NA,"DD",NA,NA,NA,"LC",NA,NA,NA,"NT",NA,NA,NA,NA,"LC","LC",NA,NA,NA,NA,"LC",NA,"not harvested"
126332,"Thlaspi arvense","Brassicaceae",0,0,NA,"LC",NA,"NT","NT","NT","LC","VU",NA,"VU","NT","NT","LC","NT","NT","VU","LC","LC","LC","EN","LC","LC","LC",NA,"not harvested"
126461,"Thymelaea calycina","Thymelaeaceae",0,0,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,"not harvested"
126465,"Thymelaea dioica","Thymelaeaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,"not harvested"
126469,"Thymelaea hirsuta","Thymelaeaceae",2,0,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
126474,"Thymelaea passerina","Thymelaeaceae",0,0,NA,"LC",NA,"CR","EN","VU","NT","NT","LC","RE","RE","CR",NA,"CR","EN","CR","LC","CR",NA,"EN","CR","EN","NT",NA,"not harvested"
126477,"Thymelaea ruizii","Thymelaeaceae",1,0,NA,"LC",NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
126478,"Thymelaea sanamunda","Thymelaeaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",NA,"not harvested"
126479,"Thymelaea tartonraira","Thymelaeaceae",1,0,NA,"NT","EN",NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
126481,"Thymelaea tinctoria","Thymelaeaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,"NT",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,"not harvested"
126514,"Thymus dolomiticus","Lamiaceae",1,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,"not harvested"
126517,"Thymus embergeri","Lamiaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,"DD",NA,"not harvested"
126525,"Thymus herba-barona","Lamiaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
126551,"Thymus nervosus","Lamiaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,"DD",NA,"not harvested"
126552,"Thymus nitens","Lamiaceae",1,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,"LC",NA,"harvested"
126555,"Thymus oenipontanus","Lamiaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,"not harvested"
126566,"Thymus pulegioides","Lamiaceae",0,0,NA,"LC",NA,"LC","LC","LC","LC","LC",NA,"LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC",NA,"not harvested"
126573,"Thymus serpyllum","Lamiaceae",0,0,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,"CR","DD","LC",NA,NA,"harvested"
126582,"Thymus vulgaris","Lamiaceae",0,0,"LC","LC",NA,NA,NA,NA,NA,"NT",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,"LC",NA,"harvested"
126613,"Thysselinum lancifolium","Apiaceae",1,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,"not harvested"
126615,"Thysselinum palustre","Apiaceae",7,0,NA,"LC",NA,"VU","LC","RE","LC",NA,NA,NA,NA,"LC",NA,"VU",NA,"CR",NA,"NT","NT","VU","LC","VU","EN",NA,"not harvested"
126628,"Tilia cordata","Malvaceae",0,0,"LC","LC",NA,"LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC",NA,"harvested"
126650,"Tilia platyphyllos","Malvaceae",0,0,"LC","LC",NA,"LC","LC","LC","LC","LC",NA,"LC",NA,NA,"LC","LC","LC","LC","LC","LC",NA,"LC","LC","LC","LC",NA,"harvested"
126798,"Tofieldia calyculata","Tofieldiaceae",0,0,NA,"LC",NA,NA,NA,NA,"LC","LC",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,"LC",NA,"not harvested"
126806,"Tofieldia pusilla","Tofieldiaceae",1,0,NA,"NT","VU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",NA,"not harvested"
126821,"Tolpis staticifolia","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,"not harvested"
126822,"Tolpis umbellata","Asteraceae",2,0,NA,"LC",NA,NA,NA,"VU",NA,"LC","LC",NA,NA,"EN",NA,NA,NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,"not harvested"
126823,"Tolpis virgata","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
126829,"Tordylium apulum","Apiaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
126837,"Tordylium maximum","Apiaceae",0,0,NA,"LC",NA,"NT","LC","LC","VU","LC","LC","NT","EN","LC",NA,"EN","DD","NT","LC","LC","VU","LC","NT","EN","LC",NA,"not harvested"
