CD_REF,FAMILLE,Nom scientifique,Rang,Categorie,Commentaires
93923,Cyperaceae,"Cyperus eragrostis Lam., 1791",espece,NAa,Exotiques
93924,Cyperaceae,"Cyperus esculentus L., 1753",espece,LC,
93929,Cyperaceae,"Cyperus flavescens L., 1753",espece,LC,
93930,Cyperaceae,"Cyperus flavidus Retz., 1788",espece,CR,
93936,Cyperaceae,"Cyperus fuscus L., 1753",espece,LC,
93938,Cyperaceae,"Cyperus glomeratus L., 1756",espece,NAa,Exotiques
93954,Cyperaceae,"Cyperus involucratus Rottb., 1772",espece,NAa,Exotiques
93961,Cyperaceae,"Cyperus laevigatus L., 1771",espece,CR*,
133609,Cyperaceae,"Cyperus laevigatus subsp. distachyos (All.) Maire & Weiller, 1957",sous-espece,CR*,
93967,Cyperaceae,"Cyperus longus L., 1753",espece,LC,
888128,Cyperaceae,"Cyperus michelianus (L.) Delile, 1813",espece,LC,
94007,Cyperaceae,"Cyperus reflexus Vahl, 1805",espece,NAa,Exotiques
94011,Cyperaceae,"Cyperus rotundus L., 1753",espece,LC,
94013,Cyperaceae,"Cyperus schweinitzii Torr., 1836",espece,NAa,Exotiques
94014,Cyperaceae,"Cyperus serotinus Rottb., 1773",espece,VU,
94041,Orchidaceae,"Cypripedium calceolus L., 1753",espece,NT,
94045,Dryopteridaceae,"Cyrtomium falcatum (L.f.) C.Presl, 1836",espece,NAa,Exotiques
94046,Dryopteridaceae,"Cyrtomium fortunei J.Sm., 1866",espece,NAa,Exotiques
94056,Cystopteridaceae,"Cystopteris alpina (Lam.) Desv., 1827",espece,LC,
94062,Cystopteridaceae,"Cystopteris diaphana (Bory) Blasdell, 1963",espece,NT,
94063,Cystopteridaceae,"Cystopteris dickieana R.Sim, 1848",espece,LC,
94066,Cystopteridaceae,"Cystopteris fragilis (L.) Bernh., 1805",espece,LC,
94068,Cystopteridaceae,"Cystopteris montana (Lam.) Desv., 1827",espece,LC,
94079,Cytinaceae,"Cytinus hypocistis (L.) L., 1767",espece,LC,
94080,Cytinaceae,"Cytinus ruber Fritsch, 1922",espece,LC,
94092,Fabaceae,"Cytisophyllum sessilifolium (L.) O.Lang, 1843",espece,LC,
94098,Fabaceae,"Cytisus arboreus (Desf.) DC., 1825",espece,LC,
94099,Fabaceae,"Cytisus ardoinoi E.Fourn., 1866",espece,LC,
810956,Fabaceae,"Cytisus ardoinoi subsp. ardoinoi E.Fourn., 1866",sous-espece,LC,
810955,Fabaceae,Cytisus ardoinoi subsp. sauzeanus (Bumat & Briq.) Auvray,sous-espece,LC,
94111,Fabaceae,"Cytisus decumbens (Durande) Spach, 1845",espece,LC,
94114,Fabaceae,"Cytisus elongatus Waldst. & Kit., 1805",espece,NT,
94123,Fabaceae,"Cytisus hirsutus L., 1753",espece,LC,
717159,Fabaceae,"Cytisus infestus (C.Presl) Guss., 1828",espece,LC,
94130,Fabaceae,"Cytisus laniger DC., 1805",espece,LC,
94136,Fabaceae,"Cytisus lotoides Pourr., 1788",espece,LC,
94142,Fabaceae,"Cytisus multiflorus (L'H�r.) Sweet, 1826",espece,NAa,Exotiques
94145,Fabaceae,"Cytisus oromediterraneus Rivas Mart., T.E.D�az, Fern.Prieto, Loidi & Pe�as, 1984",espece,LC,
94153,Fabaceae,"Cytisus polytrichus M.Bieb., 1819",espece,LC,
94164,Fabaceae,"Cytisus scoparius (L.) Link, 1822",espece,LC,
133645,Fabaceae,"Cytisus scoparius subsp. maritimus (Rouy) Heywood, 1959",sous-espece,DD,
810909,Fabaceae,Cytisus scoparius subsp. reverchonii (Degen & Hervier) Rivas Goday & Rivas Mart.,sous-espece,NAa,Exotiques
133646,Fabaceae,"Cytisus scoparius subsp. scoparius (L.) Link, 1822",sous-espece,LC,
94167,Fabaceae,"Cytisus spinosus (L.) Bubani, 1899",espece,LC,
94168,Fabaceae,"Cytisus striatus (Hill) Rothm., 1944",espece,NAa,Exotiques
94174,Fabaceae,"Cytisus triflorus Lam., 1786",espece,LC,
94177,Fabaceae,"Cytisus villosus Pourr., 1788",espece,LC,
94195,Ericaceae,"Daboecia cantabrica (Huds.) K.Koch, 1872",espece,LC,
94207,Poaceae,"Dactylis glomerata L., 1753",espece,LC,
133652,Poaceae,"Dactylis glomerata subsp. glomerata L., 1753",sous-espece,LC,
133653,Poaceae,"Dactylis glomerata subsp. hackelii (Asch. & Graebn.) Cif. & Giacom., 1950",sous-espece,LC,
133654,Poaceae,"Dactylis glomerata subsp. hispanica (Roth) Nyman, 1882",sous-espece,LC,
133655,Poaceae,"Dactylis glomerata subsp. lobata (Drejer) H.Lindb., 1906",sous-espece,DD,
133658,Poaceae,"Dactylis glomerata subsp. oceanica G.Guignard, 1986",sous-espece,DD,
612454,Poaceae,"Dactylis glomerata subsp. reichenbachii (Hausm. ex Dalla Torre & Sarnth.) Stebbins & D.Zohary, 1959",sous-espece,NT,
718336,Poaceae,"Dactylis glomerata subsp. slovenica (Domin) Domin, 1928",sous-espece,LC,
94247,Orchidaceae,"Dactylorhiza brennensis (E.Nelson) D.Tyteca & Gathoye, 1988",espece,CR,
94252,Orchidaceae,"Dactylorhiza elata (Poir.) So�, 1962",espece,NT,
94257,Orchidaceae,"Dactylorhiza fuchsii (Druce) So�, 1962",espece,LC,
94259,Orchidaceae,"Dactylorhiza incarnata (L.) So�, 1962",espece,NT,
133674,Orchidaceae,"Dactylorhiza incarnata subsp. cruenta (O.F.M�ll.) P.D.Sell, 1967",sous-espece,LC,
133675,Orchidaceae,"Dactylorhiza incarnata subsp. incarnata (L.) So�, 1962",sous-espece,NT,
94260,Orchidaceae,"Dactylorhiza insularis (Sommier ex Martelli) Landwehr, 1969",espece,LC,
94266,Orchidaceae,"Dactylorhiza maculata (L.) So�, 1962",espece,LC,
94267,Orchidaceae,"Dactylorhiza majalis (Rchb.) P.F.Hunt & Summerh., 1965",espece,LC,
94273,Orchidaceae,"Dactylorhiza praetermissa (Druce) So�, 1962",espece,NT,
94278,Orchidaceae,"Dactylorhiza saccifera (Brongn.) So�, 1962",espece,LC,
94279,Orchidaceae,"Dactylorhiza sambucina (L.) So�, 1962",espece,LC,
94283,Orchidaceae,"Dactylorhiza sphagnicola (H�ppner) Aver., 1984",espece,VU,
94287,Orchidaceae,"Dactylorhiza traunsteineri (Saut.) So�, 1962",espece,NT,
94388,Alismataceae,"Damasonium alisma Mill., 1768",espece,EN,
94392,Alismataceae,"Damasonium polyspermum Coss., 1849",espece,VU,
160113,Asparagaceae,"Danae racemosa (L.) Moench, 1794",espece,NAa,Exotiques
94398,Poaceae,"Danthonia alpina Vest, 1821",espece,NT,
94402,Poaceae,"Danthonia decumbens (L.) DC., 1805",espece,LC,
94411,Thymelaeaceae,"Daphne alpina L., 1753",espece,LC,
94423,Thymelaeaceae,"Daphne cneorum L., 1753",espece,LC,
94427,Thymelaeaceae,"Daphne gnidium L., 1753",espece,LC,
94432,Thymelaeaceae,"Daphne laureola L., 1753",espece,LC,
133726,Thymelaeaceae,"Daphne laureola subsp. laureola L., 1753",sous-espece,LC,
133727,Thymelaeaceae,"Daphne laureola subsp. philippi (Gren.) Nyman, 1881",sous-espece,LC,
94435,Thymelaeaceae,"Daphne mezereum L., 1753",espece,LC,
94437,Thymelaeaceae,"Daphne oleoides Schreb., 1766",espece,LC,
94449,Thymelaeaceae,"Daphne striata Tratt., 1814",espece,NT,
94464,Rosaceae,"Dasiphora fruticosa (L.) Rydb., 1898",espece,NT,
94473,Poaceae,"Dasypyrum villosum (L.) P.Candargy, 1901",espece,LC,
94479,Solanaceae,"Datura ferox L., 1756",espece,NAa,Exotiques
94489,Solanaceae,"Datura stramonium L., 1753",espece,NAa,Exotiques
611231,Solanaceae,"Datura wrightii Regel, 1859",espece,NAa,Exotiques
94497,Apiaceae,"Daucus aureus Desf., 1798",espece,NAa,Exotiques
611233,Apiaceae,"Daucus bicolor Sm., 1821",espece,NAa,Exotiques
94503,Apiaceae,"Daucus carota L., 1753",espece,LC,
133731,Apiaceae,"Daucus carota subsp. carota L., 1753",sous-espece,LC,
133732,Apiaceae,"Daucus carota subsp. commutatus (Paol.) Thell., 1926",sous-espece,NT,
133733,Apiaceae,"Daucus carota subsp. drepanensis (Arcang.) Heywood, 1968",sous-espece,NT,
133735,Apiaceae,"Daucus carota subsp. gadecaei (Rouy & E.G.Camus) Heywood, 1968",sous-espece,VU,
133736,Apiaceae,"Daucus carota subsp. gummifer (Syme) Hook.f., 1884",sous-espece,LC,
133737,Apiaceae,"Daucus carota subsp. hispanicus (Gouan) Thell., 1926",sous-espece,LC,
133740,Apiaceae,"Daucus carota subsp. maritimus (Lam.) Batt., 1889",sous-espece,LC,
133741,Apiaceae,"Daucus carota subsp. maximus (Desf.) Ball, 1878",sous-espece,LC,
133744,Apiaceae,"Daucus carota subsp. sativus (Hoffm.) Sch�bl. & G.Martens, 1834",sous-espece,NAa,Exotiques
611234,Apiaceae,"Daucus crinitus Desf., 1798",espece,NAa,Exotiques
94515,Apiaceae,"Daucus glochidiatus (Labill.) Fisch., C.A.Mey. & Av�-Lall., 1843",espece,NAa,Exotiques
611235,Apiaceae,"Daucus gracilis Steinh., 1838",espece,NAa,Exotiques
611236,Apiaceae,"Daucus guttatus Sm., 1821",espece,NAa,Exotiques
611238,Apiaceae,"Daucus littoralis Sm., 1806",espece,NAa,Exotiques
611232,Apiaceae,"Daucus montevidensis Link ex Spreng., 1827",espece,NAa,Exotiques
94539,Apiaceae,"Daucus muricatus (L.) L., 1762",espece,NAa,Exotiques
611237,Apiaceae,"Daucus sahariensis Murb., 1897",espece,NAa,Exotiques
94560,Asteraceae,"Delairea odorata Lem., 1844",espece,NAa,Exotiques
94562,Aizoaceae,"Delosperma cooperi (Hook.f.) L.Bolus, 1927",espece,NAa,Exotiques
94567,Ranunculaceae,"Delphinium ajacis L., 1753",espece,EN,
94572,Ranunculaceae,"Delphinium consolida L., 1753",espece,LC,
94578,Ranunculaceae,"Delphinium dubium (Rouy & Foucaud) Pawl., 1934",espece,LC,
94579,Ranunculaceae,"Delphinium elatum L., 1753",espece,VU,
133766,Ranunculaceae,"Delphinium elatum subsp. helveticum Pawl., 1934",sous-espece,VU,
94580,Ranunculaceae,"Delphinium fissum Waldst. & Kit., 1802",espece,LC,
94590,Ranunculaceae,"Delphinium montanum DC., 1815",espece,VU,
161239,Ranunculaceae,"Delphinium orientale J.Gay, 1840",espece,VU,
94599,Ranunculaceae,"Delphinium pubescens DC., 1815",espece,NT,
94606,Ranunculaceae,"Delphinium verdunense Balb., 1813",espece,NT,
94626,Poaceae,"Deschampsia cespitosa (L.) P.Beauv., 1812",espece,LC,
133787,Poaceae,"Deschampsia cespitosa subsp. cespitosa (L.) P.Beauv., 1812",sous-espece,LC,
133791,Poaceae,"Deschampsia cespitosa subsp. littoralis (Gaudin) K.Richt., 1890",sous-espece,RE,
133795,Poaceae,"Deschampsia cespitosa subsp. parviflora (Thuill.) Dumort., 1824",sous-espece,LC,
718225,Poaceae,"Deschampsia cespitosa subsp. subtriflora (Lag.) Ehr.Bayer & G.L�pez, 1994",sous-espece,LC,
94633,Poaceae,"Deschampsia media (Gouan) Roem. & Schult., 1817",espece,LC,
94645,Brassicaceae,"Descurainia sophia (L.) Webb ex Prantl, 1891",espece,LC,
94646,Brassicaceae,"Descurainia tanacetifolia (L.) Prantl, 1892",espece,LC,
612459,Brassicaceae,Descurainia tanacetifolia subsp. suffruticosa (H.J.Coste & Souli�) Jauzein,sous-espece,DD,
612458,Brassicaceae,"Descurainia tanacetifolia subsp. tanacetifolia (L.) Prantl, 1892",sous-espece,LC,
94653,Apiaceae,"Dethawia splendens (Lapeyr.) Kergu�len, 1993",espece,LC,
94664,Hydrangeaceae,"Deutzia scabra Thunb., 1781",espece,NAa,Exotiques
94693,Caryophyllaceae,"Dianthus armeria L., 1753",espece,LC,
717164,Caryophyllaceae,"Dianthus arrosti C.Presl, 1822",espece,LC,
94697,Caryophyllaceae,"Dianthus balbisii Ser., 1824",espece,LC,
94698,Caryophyllaceae,"Dianthus barbatus L., 1753",espece,LC,
94699,Caryophyllaceae,"Dianthus benearnensis Loret, 1858",espece,DD,
94716,Caryophyllaceae,"Dianthus carthusianorum L., 1753",espece,LC,
133823,Caryophyllaceae,"Dianthus carthusianorum subsp. carthusianorum L., 1753",sous-espece,LC,
133822,Caryophyllaceae,"Dianthus carthusianorum subsp. atrorubens (All.) Hegi, 1910",sous-espece,LC,
94717,Caryophyllaceae,"Dianthus caryophyllus L., 1753",espece,NAa,Exotiques
94728,Caryophyllaceae,"Dianthus deltoides L., 1753",espece,LC,
94743,Caryophyllaceae,"Dianthus furcatus Balb., 1804",espece,LC,
94744,Caryophyllaceae,"Dianthus gallicus Pers., 1805",espece,LC,
94748,Caryophyllaceae,"Dianthus geminiflorus Loisel., 1807",espece,NT,
94754,Caryophyllaceae,"Dianthus godronianus Jord., 1855",espece,LC,
94755,Caryophyllaceae,"Dianthus graniticus Jord., 1849",espece,LC,
94756,Caryophyllaceae,"Dianthus gratianopolitanus Vill., 1789",espece,LC,
94759,Caryophyllaceae,"Dianthus gyspergerae Rouy, 1903",espece,EN,
94765,Caryophyllaceae,"Dianthus hyssopifolius L., 1755",espece,LC,
94774,Caryophyllaceae,"Dianthus longicaulis Ten., 1819",espece,LC,
94793,Caryophyllaceae,"Dianthus pavonius Tausch, 1839",espece,LC,
94803,Caryophyllaceae,"Dianthus pungens L., 1771",espece,LC,
94804,Caryophyllaceae,"Dianthus pyrenaicus Pourr., 1788",espece,LC,
94818,Caryophyllaceae,"Dianthus saxicola Jord., 1852",espece,LC,
94820,Caryophyllaceae,"Dianthus scaber Chaix, 1785",espece,LC,
612589,Caryophyllaceae,"Dianthus seguieri subsp. pseudocollinus (P.Fourn.) Jauzein, 2010",sous-espece,LC,
133873,Caryophyllaceae,"Dianthus seguieri subsp. requienii (Godr.) Bernal, La�nz & Mu�oz Garm., 1987",sous-espece,LC,
94822,Caryophyllaceae,"Dianthus seguieri Vill., 1779",espece,LC,
133874,Caryophyllaceae,"Dianthus seguieri subsp. seguieri Vill., 1779",sous-espece,LC,
94830,Caryophyllaceae,"Dianthus subacaulis Vill., 1789",espece,LC,
94833,Caryophyllaceae,"Dianthus superbus L., 1755",espece,NT,
94848,Caryophyllaceae,"Dianthus vigoi La�nz, 1986",espece,NT,
610579,Cistaceae,"Diatelia tuberaria (L.) Demoly, 2011",espece,LC,
94907,Papaveraceae,"Dicentra spectabilis (L.) Lem., 1847",espece,NAa,Exotiques
94908,Poaceae,"Dichanthelium acuminatum (Sw.) Gould & C.A.Clark, 1979",espece,NAa,Exotiques
94919,Convolvulaceae,"Dichondra micrantha Urb., 1924",espece,NAa,Exotiques
717749,Apiaceae,Dichoropetalum carvifolia (Vill.) Pimenov & Kljuykov,espece,LC,
717750,Apiaceae,Dichoropetalum schottii (Besser ex DC.) Pimenov & Kljuykov,espece,LC,
94923,Rutaceae,"Dictamnus albus L., 1753",espece,LC,
94942,Plantaginaceae,"Digitalis grandiflora Mill., 1768",espece,LC,
94945,Plantaginaceae,"Digitalis lutea L., 1753",espece,LC,
94959,Plantaginaceae,"Digitalis purpurea L., 1753",espece,LC,
94969,Poaceae,"Digitaria aequiglumis (Hack. & Arechav.) Parodi, 1922",espece,NAa,Exotiques
94972,Poaceae,"Digitaria ciliaris (Retz.) Koeler, 1802",espece,NAa,Exotiques
94975,Poaceae,"Digitaria debilis (Desf.) Willd., 1809",espece,DD,
94985,Poaceae,"Digitaria ischaemum (Schreb.) Schreb. ex Muhl., 1817Digitaria ischaemum",espece,LC,
94995,Poaceae,"Digitaria sanguinalis (L.) Scop., 1771",espece,LC,
446295,Poaceae,"Digitaria violascens Link, 1827",espece,NAa,Exotiques
95020,Asteraceae,"Dimorphotheca pluvialis (L.) Moench, 1794",espece,NAa,Exotiques
95022,Asteraceae,"Dimorphotheca sinuata DC., 1838",espece,NAa,Exotiques
95026,Poaceae,"Dinebra retroflexa (Vahl) Panz., 1813",espece,NAa,Exotiques
611652,Dioscoreaceae,"Dioscorea communis (L.) Caddick & Wilkin, 2002",espece,LC,
95046,Dioscoreaceae,"Dioscorea pyrenaica Bubani & Bord�re ex Gren., 1866",espece,NT,
95047,Ebenaceae,"Diospyros kaki L.f., 1782",espece,NAa,Exotiques
95048,Ebenaceae,"Diospyros lotus L., 1753",espece,NAa,Exotiques
611108,Ebenaceae,"Diospyros virginiana L., 1753",espece,NAa,Exotiques
95055,Asparagaceae,"Dipcadi serotinum (L.) Medik., 1790",espece,LC,
95073,Poaceae,"Diplachne fusca (L.) P.Beauv. ex Roem. & Schult., 1812",espece,NAa,Exotiques
95108,Brassicaceae,"Diplotaxis catholica (L.) DC., 1821",espece,NAa,Exotiques
95111,Brassicaceae,"Diplotaxis erucoides (L.) DC., 1821",espece,LC,
95122,Brassicaceae,"Diplotaxis muralis (L.) DC., 1821",espece,LC,
95136,Brassicaceae,"Diplotaxis tenuifolia (L.) DC., 1821",espece,LC,
95141,Brassicaceae,"Diplotaxis viminea (L.) DC., 1821",espece,LC,
95147,Caprifoliaceae,"Dipsacus ferox Loisel., 1807",espece,LC,
95149,Caprifoliaceae,"Dipsacus fullonum L., 1753",espece,LC,
95151,Caprifoliaceae,"Dipsacus laciniatus L., 1753",espece,LC,
95154,Caprifoliaceae,"Dipsacus pilosus L., 1753",espece,LC,
95155,Caprifoliaceae,"Dipsacus sativus (L.) Honck., 1782",espece,NAa,Exotiques
95175,Poaceae,"Distichlis spicata (L.) Greene, 1887",espece,NAa,Exotiques
160253,Apiaceae,"Distichoselinum tenuifolium (Lag.) Garc�a-Mart�n & Silvestre, 1983",espece,NAa,Exotiques
95186,Asteraceae,"Dittrichia graveolens (L.) Greuter, 1973",espece,LC,
95187,Asteraceae,"Dittrichia viscosa (L.) Greuter, 1973",espece,LC,
95209,Asteraceae,"Doronicum austriacum Jacq., 1774",espece,LC,
95215,Asteraceae,"Doronicum clusii (All.) Tausch, 1828",espece,LC,
95221,Asteraceae,"Doronicum corsicum (Loisel.) Poir., 1812",espece,LC,
95225,Asteraceae,"Doronicum grandiflorum Lam., 1786",espece,LC,
95239,Asteraceae,"Doronicum pardalianches L., 1753",espece,LC,
95240,Asteraceae,"Doronicum plantagineum L., 1753",espece,LC,
95285,Fabaceae,"Dorycnopsis gerardi (L.) Boiss., 1840",espece,LC,
95289,Brassicaceae,"Draba aizoides L., 1767",espece,LC,
95312,Brassicaceae,"Draba dubia Suter, 1807",espece,LC,
95313,Brassicaceae,"Draba fladnizensis Wulfen, 1779",espece,LC,
95322,Brassicaceae,"Draba hoppeana Rchb., 1828",espece,LC,
95323,Brassicaceae,"Draba incana L., 1753",espece,EN,
95333,Brassicaceae,"Draba loiseleurii Boiss., 1854",espece,LC,
95337,Brassicaceae,"Draba muralis L., 1753",espece,LC,
95340,Brassicaceae,"Draba nemorosa L., 1753",espece,LC,
95356,Brassicaceae,"Draba siliquosa M.Bieb., 1808",espece,LC,
95365,Brassicaceae,"Draba subnivalis Braun-Blanq., 1945",espece,DD,
95368,Brassicaceae,"Draba tomentosa Clairv., 1811",espece,LC,
95372,Brassicaceae,"Draba verna L., 1753",espece,LC,
95398,Lamiaceae,"Dracocephalum austriacum L., 1753",espece,NT,
95405,Lamiaceae,"Dracocephalum moldavica L., 1753",espece,NAa,Exotiques
95407,Lamiaceae,"Dracocephalum ruyschiana L., 1753",espece,LC,
95410,Lamiaceae,"Dracocephalum triflorum L., 1753",espece,NAa,Exotiques
95425,Araceae,"Dracunculus vulgaris Schott, 1832",espece,NAa,Exotiques
95434,Aizoaceae,"Drosanthemum floribundum (Haw.) Schwantes, 1927",espece,NAa,Exotiques
717165,Aizoaceae,"Drosanthemum hispidum (L.) Schwantes, 1927",espece,NAa,Exotiques
95438,Droseraceae,"Drosera intermedia Hayne, 1798",espece,LC,
95439,Droseraceae,"Drosera longifolia L., 1753",espece,NT,
95442,Droseraceae,"Drosera rotundifolia L., 1753",espece,LC,
95461,Rosaceae,"Dryas octopetala L., 1753",espece,LC,
95462,Rosaceae,"Drymocallis rupestris (L.) Soj�k, 1989",espece,LC,
133965,Rosaceae,"Drymocallis rupestris subsp. corsica (Lehm.) Soj�k, 1989",sous-espece,LC,
718340,Rosaceae,"Drymocallis rupestris subsp. rupestris (L.) Soj�k, 1989",sous-espece,LC,
95463,Poaceae,"Drymochloa sylvatica (Pollich) Holub, 1984",espece,LC,
95546,Dryopteridaceae,"Dryopteris aemula (Aiton) Kuntze, 1891",espece,LC,
95547,Dryopteridaceae,"Dryopteris affinis (Lowe) Fraser-Jenk., 1979",espece,LC,
133968,Dryopteridaceae,"Dryopteris affinis subsp. affinis (Lowe) Fraser-Jenk., 1979",sous-espece,LC,
133969,Dryopteridaceae,"Dryopteris affinis subsp. borreri (Newman) Fraser-Jenk., 1980",sous-espece,LC,
133970,Dryopteridaceae,"Dryopteris affinis subsp. cambrensis Fraser-Jenk., 1987",sous-espece,LC,
161071,Dryopteridaceae,"Dryopteris affinis subsp. pseudodisjuncta (Oberh. & Tavel ex Fraser-Jenk.) Fraser-Jenk., 1995",sous-espece,LC,
95550,Dryopteridaceae,"Dryopteris ardechensis Fraser-Jenk., 1981",espece,VU,
95558,Dryopteridaceae,"Dryopteris carthusiana (Vill.) H.P.Fuchs, 1959",espece,LC,
95561,Dryopteridaceae,"Dryopteris cristata (L.) A.Gray, 1848",espece,EN,
95563,Dryopteridaceae,"Dryopteris dilatata (Hoffm.) A.Gray, 1848",espece,LC,
611167,Dryopteridaceae,"Dryopteris erythrosora (Eaton) Kuntze, 1891",espece,NAa,Exotiques
95566,Dryopteridaceae,"Dryopteris expansa (C.Presl) Fraser-Jenk. & Jermy, 1977",espece,LC,
95567,Dryopteridaceae,"Dryopteris filix-mas (L.) Schott, 1834",espece,LC,
95581,Dryopteridaceae,"Dryopteris oreades Fomin, 1911",espece,LC,
95584,Dryopteridaceae,"Dryopteris pallida (Bory) Maire & Petitm., 1908",espece,CR,
95589,Dryopteridaceae,"Dryopteris remota (A.Braun ex D�ll) Druce, 1908",espece,LC,
95597,Dryopteridaceae,"Dryopteris submontana (Fraser-Jenk. & Jermy) Fraser-Jenk., 1977",espece,LC,
95601,Dryopteridaceae,"Dryopteris tyrrhena Fraser-Jenk. & Reichst., 1975",espece,VU,
95602,Dryopteridaceae,"Dryopteris villarii (Bellardi) Woyn. ex Schinz & Thell., 1915",espece,LC,
610583,Cyperaceae,"Dulichium arundinaceum (L.) Britton, 1894",espece,NAa,Exotiques
611753,Amaranthaceae,"Dysphania ambrosioides (L.) Mosyakin & Clemants, 2002",espece,NAa,Exotiques
611755,Amaranthaceae,"Dysphania botrys (L.) Mosyakin & Clemants, 2002",espece,LC,
611760,Amaranthaceae,"Dysphania multifida (L.) Mosyakin & Clemants, 2002",espece,NAa,Exotiques
611751,Amaranthaceae,"Dysphania pumilio (R.Br.) Mosyakin & Clemants, 2002",espece,NAa,Exotiques
95662,Cucurbitaceae,"Ecballium elaterium (L.) A.Rich., 1824",espece,LC,
95666,Poaceae,"Echinaria capitata (L.) Desf., 1799",espece,LC,
95669,Poaceae,"Echinochloa colona (L.) Link, 1833",espece,NAa,Exotiques
95671,Poaceae,"Echinochloa crus-galli (L.) P.Beauv., 1812",espece,LC,
619297,Poaceae,"Echinochloa hispidula (Retz.) Nees ex Royle, 1840",espece,NAa,Exotiques
95679,Poaceae,"Echinochloa muricata (P.Beauv.) Fernald, 1915",espece,NAa,Exotiques
95681,Poaceae,"Echinochloa oryzicola (Vasinger) Vasinger, 1934",espece,NAa,Exotiques
95682,Poaceae,"Echinochloa oryzoides (Ard.) Fritsch, 1891",espece,NAa,Exotiques
95697,Apiaceae,"Echinophora spinosa L., 1753",espece,LC,
95700,Asteraceae,"Echinops exaltatus Schrad., 1809",espece,NAa,Exotiques
95709,Asteraceae,"Echinops ritro L., 1753",espece,LC,
95713,Asteraceae,"Echinops sphaerocephalus L., 1753",espece,LC,
95740,Boraginaceae,"Echium arenarium Guss., 1826",espece,LC,
95741,Boraginaceae,"Echium asperrimum Lam., 1792",espece,LC,
95745,Boraginaceae,"Echium calycinum Viv., 1804",espece,NT,
95749,Boraginaceae,"Echium creticum L., 1753",espece,LC,
95758,Boraginaceae,"Echium italicum L., 1753",espece,LC,
95774,Boraginaceae,"Echium plantagineum L., 1771",espece,LC,
95784,Boraginaceae,"Echium rosulatum Lange, 1855",espece,DD,
95786,Boraginaceae,"Echium sabulicola Pomel, 1874",espece,DD,
95793,Boraginaceae,"Echium vulgare L., 1753",espece,LC,
95806,Asteraceae,"Eclipta prostrata (L.) L., 1771",espece,NAa,Exotiques
95823,Hydrocharitaceae,"Egeria densa Planch., 1849",espece,NAa,Exotiques
710411,Poaceae,"Ehrharta erecta Lam., 1786",espece,NAa,Exotiques
95829,Pontederiaceae,"Eichhornia crassipes (Mart.) Solms, 1883",espece,NAa,Exotiques
95831,Elaeagnaceae,"Elaeagnus angustifolia L., 1753",espece,NAa,Exotiques
95839,Elaeagnaceae,"Elaeagnus pungens Thunb., 1784",espece,NAa,Exotiques
95841,Elaeagnaceae,"Elaeagnus umbellata Thunb., 1784",espece,NAa,Exotiques
95844,Apiaceae,"Elaeoselinum meoides (Desf.) Koch ex DC., 1830",espece,VU,
