CD_REF,Regroupement,REGNE,NOM_VALIDE,GBIF,AccSpeciesID,KEW_binomial_acc_name,PFAF_name,Comment
112816,Angiospermes,Plantae,"Petrosedum rupestre (L.) P.V.Heath, 1987",7618770,445080,Petrosedum rupestre,not_found,
113321,Angiospermes,Plantae,"Physalis alkekengi L., 1753",5422592,250480,Alkekengi officinarum,Physalis alkekengi,
115789,Angiospermes,Plantae,"Poterium sanguisorba L., 1753",5364245,48233,Sanguisorba minor,Sanguisorbia minor,
116459,Angiospermes,Plantae,"Pulsatilla vernalis (L.) Mill., 1768",3928615,45060,Pulsatilla vernalis,Adonis vernalis,
116460,Angiospermes,Plantae,"Pulsatilla vulgaris Mill., 1768",3033621,45061,Pulsatilla vulgaris,Pulsatilla vulgaris,
117787,Angiospermes,Plantae,"Ribes uva-crispa L., 1753",2986185,46535,Ribes uva-crispa,Ribes uva-crispa,
1027822,Angiospermes,Plantae,"Salvia rosmarinus Spenn., 1835",10902460,451852,Salvia rosmarinus,Rosmarinus officinalis,
119883,Angiospermes,Plantae,"Salicornia fruticosa (L.) L., 1762",5567884,48406,not_found,not_found,
119892,Angiospermes,Plantae,"Salicornia perennis Mill., 1768",5383932,48409,not_found,not_found,
121449,Angiospermes,Plantae,"Scandix pecten-veneris L., 1753",3034233,48687,Scandix pecten-veneris,not_found,
124848,Angiospermes,Plantae,"Staphisagria macrosperma Spach, 1838",7620156,80856,not_found,Delphinium staphysagria,
124970,Angiospermes,Plantae,"Stellaria aquatica (L.) Scop., 1771",5384501,51618,Stellaria aquatica,not_found,
125568,Angiospermes,Plantae,"Taraxacum dens-leonis Desf., 1799",5394163,391852,Taraxacum officinale,Taraxacum officinale,
128355,Angiospermes,Plantae,"Vaccinium vitis-idaea L., 1753",2882835,55754,Vaccinium vitis-idaea,Vaccinium vitis-idaea,
129910,Angiospermes,Plantae,"Visnaga daucoides Gaertn., 1788",5371753,3211,Visnaga daucoides,not_found,
447951,Fougères,Plantae,"Adiantum capillus-veneris L., 1753",2651816,1305,Adiantum capillus-veneris,Adiantum capillus-veneris,
59009,Lichens,Fungi,"Pseudevernia furfuracea (L.) Zopf, 1903",NA,NA,NA,NA,Not part of the analysis
